names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000137869,19.562271,6.5994263,3.243035249275187e-85,8.707873947828806e-81
ENSG00000260034,18.808634,4.8037453,6.416979359922756e-79,8.615115639664296e-75
ENSG00000244476,18.469587,7.472995,3.628426084408624e-76,3.247562293081865e-72
ENSG00000108244,17.834429,3.8209887,3.819392251607244e-71,2.5638625336976528e-67
ENSG00000152137,17.477264,3.2329605,2.1350219812647865e-68,1.1465495043788157e-64
ENSG00000067606,17.356817,3.4121573,1.7516943063174905e-67,7.839123969821822e-64
ENSG00000130513,17.251417,4.7056265,1.0918922315933024e-66,4.188342615787395e-63
ENSG00000177707,17.239916,4.2563004,1.3323160678188392e-66,4.4717523421254565e-63
ENSG00000138449,17.094025,3.660964,1.6442371083512006e-65,4.905490066259788e-62
ENSG00000135111,17.06921,3.3462002,2.515780317068041e-65,6.755121729359396e-62
ENSG00000082438,17.051092,3.693549,3.4306051073088893e-65,8.374107066940998e-62
ENSG00000172493,17.03266,4.116846,4.70181466557048e-65,1.0520702132102745e-61
ENSG00000119535,16.85707,3.4223228,9.309006935526523e-64,1.8336212612617108e-60
ENSG00000064763,16.855495,5.455478,9.560425182549607e-64,1.8336212612617108e-60
ENSG00000138162,16.630358,3.8518832,4.200836676718999e-62,7.5197777071054555e-59
ENSG00000135346,16.522987,5.191012,2.5066939340396677e-61,4.206702426431195e-58
ENSG00000186417,16.384108,5.1849566,2.483884334632113e-60,3.9232222511298155e-57
ENSG00000242950,16.254759,2.921582,2.066781033262784e-59,3.0830631957855005e-56
ENSG00000280109,16.196466,4.206274,5.3409419185033764e-59,7.547875339670219e-56
ENSG00000135046,16.187014,2.642664,6.227913370515737e-59,8.361285095585904e-56
ENSG00000131037,16.107845,3.2882411,2.2472126948991932e-58,2.87332895574944e-55
ENSG00000144366,16.095556,4.2984514,2.7409907072511103e-58,3.34537915819998e-55
ENSG00000120211,15.895074,3.6851258,6.854720038932237e-57,8.002438598494326e-54
ENSG00000138640,15.880737,3.4335194,8.615971138376828e-57,9.639476709856508e-54
ENSG00000135678,15.798969,3.9501522,3.162456689828901e-56,3.3966049831438326e-53
ENSG00000117479,15.771398,3.3299398,4.895407311055435e-56,4.904963352805663e-53
ENSG00000262117,15.7709255,4.0234785,4.932181688791959e-56,4.904963352805663e-53
ENSG00000153071,15.72366,3.1972938,1.0412966795914226e-55,9.98566326561046e-53
ENSG00000150593,15.6392145,2.6450746,3.935549864058579e-55,3.6439120482702386e-52
ENSG00000011405,15.457402,2.9268527,6.72567481848033e-54,6.019703151700512e-51
ENSG00000130222,15.446137,3.3014905,8.010202690090541e-54,6.93812749779423e-51
ENSG00000127511,15.3930435,3.1561468,1.8225481329932086e-53,1.5292887474687702e-50
ENSG00000267943,15.333569,5.8513145,4.5622020520536e-53,3.712111736354279e-50
ENSG00000165124,15.328291,3.476415,4.948388492465621e-53,3.9079170415057173e-50
ENSG00000168065,15.319389,3.066708,5.674847858343819e-53,4.35358113841114e-50
ENSG00000268964,15.271179,4.572838,1.1900215017891755e-52,8.875907595705874e-50
ENSG00000144036,15.207686,3.3991046,3.144611931518546e-52,2.282053377654175e-49
ENSG00000119048,15.166251,2.3928347,5.916085379859962e-52,4.180337066700522e-49
ENSG00000161011,15.08401,2.475901,2.0634573535144987e-51,1.420663933313277e-48
ENSG00000140459,15.053052,3.8158603,3.296686916395637e-51,2.2129835098034814e-48
ENSG00000100292,15.045175,3.1079743,3.7135408134052117e-51,2.4320069361156915e-48
ENSG00000181652,14.982706,3.8450234,9.52581912277723e-51,6.089946887278367e-48
ENSG00000117009,14.9719925,4.0505176,1.1191702345481189e-50,6.98856743438408e-48
ENSG00000070081,14.958995,2.6926103,1.360656472189891e-50,8.30340612153881e-48
ENSG00000106052,14.9506445,2.307402,1.5424857222924932e-50,9.203840917616831e-48
ENSG00000075391,14.8616295,3.3817954,5.848526800117588e-50,3.413886806738203e-47
ENSG00000104723,14.833664,2.8047233,8.875290933422746e-50,5.070434826666685e-47
ENSG00000164040,14.831143,2.936215,9.214966207639799e-50,5.154813700861171e-47
ENSG00000110080,14.782776,3.1607885,1.89204651038458e-49,1.0368028744966604e-46
ENSG00000188994,14.734251,3.9478955,3.884822320309311e-49,2.0862272824525064e-46
ENSG00000135636,14.691949,3.6798718,7.259565077239023e-49,3.822089840959706e-46
ENSG00000169550,14.686041,3.6023667,7.920881831112229e-49,4.090069193215278e-46
ENSG00000108786,14.681708,2.796348,8.443647471102906e-49,4.2777429857846054e-46
ENSG00000166946,14.676588,2.4660885,9.105899138138694e-49,4.527824032558556e-46
ENSG00000117523,14.624597,2.3354425,1.9572821772127755e-48,9.55545158915277e-46
ENSG00000039560,14.578277,3.2814515,3.8614060427873164e-48,1.8514752438371827e-45
ENSG00000197632,14.543458,3.766518,6.426221598604733e-48,3.027201335862029e-45
ENSG00000269526,14.5223465,5.0789523,8.746371932491129e-48,4.04911780619516e-45
ENSG00000154640,14.500211,2.4964635,1.207777876452446e-47,5.496617586546547e-45
ENSG00000118515,14.415371,2.8675678,4.142084350220447e-47,1.8536517814628205e-44
ENSG00000153046,14.367318,2.5519671,8.298272977711306e-47,3.652736520074202e-44
ENSG00000164707,14.254907,2.6806445,4.178595924754981e-46,1.8096690189612258e-43
ENSG00000155974,14.247738,3.049327,4.63035709703476e-46,1.973487593848894e-43
ENSG00000166912,14.177787,2.597456,1.2575092115127723e-45,5.275840599738976e-43
ENSG00000108840,14.151476,3.2699518,1.828789546297748e-45,7.554588939637051e-43
ENSG00000146648,14.1503725,2.9001362,1.8576973823401526e-45,7.557732183820521e-43
ENSG00000178075,14.004246,3.1707532,1.4683011257124917e-44,5.884381123359122e-42
ENSG00000092421,13.983765,2.6041603,1.958486651635797e-44,7.73343015927541e-42
ENSG00000113742,13.940044,2.3783731,3.617147587857046e-44,1.4075946359644862e-41
ENSG00000110321,13.8851385,1.8177555,7.794953052343166e-44,2.990032634406662e-41
ENSG00000033627,13.858434,2.817261,1.1311532291378534e-43,4.2778303317719016e-41
ENSG00000259240,13.757681,4.739308,4.579822612986318e-43,1.7079557914068836e-40
ENSG00000235750,13.752089,2.581547,4.948051133362394e-43,1.8200016572864883e-40
ENSG00000112297,13.65362,2.397099,1.9209452336110865e-42,6.9701757388772e-40
ENSG00000180875,13.649366,4.779889,2.0364271561991077e-42,7.290680742813632e-40
ENSG00000134215,13.61116,2.2948587,3.4374311800084527e-42,1.2144534817685127e-39
ENSG00000130779,13.546329,2.2480276,8.32930152889374e-42,2.9045464331470887e-39
ENSG00000111879,13.479607,2.5037909,2.0620356938970472e-41,7.098425694465336e-39
ENSG00000154274,13.458889,2.6288462,2.729907397593879e-41,9.278575130733322e-39
ENSG00000165443,13.432105,4.2985425,3.921029312929517e-41,1.3160444760183807e-38
ENSG00000196482,13.421234,2.7045925,4.540854242592316e-41,1.5052651514548922e-38
ENSG00000082397,13.380035,2.606104,7.910975136811302e-41,2.5904584560795157e-38
ENSG00000066084,13.37334,2.5026557,8.656534087977537e-41,2.800440925256444e-38
ENSG00000116786,13.362153,2.7029853,1.0061072342905123e-40,3.188341337468026e-38
ENSG00000116016,13.3619175,2.2925756,1.0093069669091736e-40,3.188341337468026e-38
ENSG00000156804,13.330013,2.7954388,1.54869795666296e-40,4.835359166785713e-38
ENSG00000155850,13.324026,2.570469,1.6780729118033388e-40,5.179073075267983e-38
ENSG00000115884,13.323003,4.6326175,1.7012551448411968e-40,5.190954760696702e-38
ENSG00000176092,13.290074,3.0178537,2.6431433462170988e-40,7.974274380817452e-38
ENSG00000196470,13.284482,2.2578828,2.8482390578437126e-40,8.497562993573503e-38
ENSG00000151414,13.250294,2.312719,4.494423935816134e-40,1.3261513967098792e-37
ENSG00000077942,13.19972,2.1460514,8.80616278296449e-40,2.570155183536734e-37
ENSG00000165507,13.190109,2.9044828,1.0003968504171754e-39,2.8883500893066214e-37
ENSG00000104517,13.165216,2.3986244,1.3913764540838585e-39,3.974452039213371e-37
ENSG00000139112,13.131895,1.841668,2.1617785913915994e-39,6.110096521837456e-37
ENSG00000145246,13.1270895,2.7965176,2.303394085062577e-39,6.442545268543255e-37
ENSG00000135540,13.105978,2.6121054,3.04312896667947e-39,8.423820194258809e-37
ENSG00000172216,13.1003065,2.171936,3.279307586162496e-39,8.984968162862162e-37
ENSG00000134108,13.060131,2.2257917,5.563167883561909e-39,1.508854755974958e-36
ENSG00000055609,13.047055,2.1663728,6.605182701007138e-39,1.7735576070474263e-36
ENSG00000231689,13.034766,3.371642,7.760478021425811e-39,2.06313460745846e-36
ENSG00000078114,12.994985,2.93611,1.3063380490626872e-38,3.4388708779786485e-36
ENSG00000198900,12.991676,1.7804068,1.3640639558183786e-38,3.5559690560853676e-36
ENSG00000168003,12.896752,1.9697886,4.6946641603163067e-38,1.2120810323908955e-35
ENSG00000111371,12.875798,2.3588111,6.159856364957304e-38,1.5752219357663674e-35
ENSG00000106571,12.867291,2.3847516,6.877212860910192e-38,1.7420758729084862e-35
ENSG00000106299,12.866267,2.2790728,6.968978174209496e-38,1.7488227379037307e-35
ENSG00000120913,12.862249,2.9198792,7.340885739432173e-38,1.825093731384197e-35
ENSG00000164463,12.861147,2.4159558,7.446385243417481e-38,1.8343384419358053e-35
