names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000145147,28.57491,4.294874,1.377810106940396e-179,3.6995579181456575e-175
ENSG00000184305,28.484152,3.954334,1.8410699012847256e-178,2.4717283959698083e-174
ENSG00000115109,28.05492,3.5854375,3.478879371933011e-173,3.1137130005257756e-169
ENSG00000168575,27.584715,3.6188557,1.6973711972765824e-167,1.139402850451838e-163
ENSG00000119771,27.419428,3.6438282,1.6090622613702707e-165,8.640986156010628e-162
ENSG00000276476,27.202251,3.7200923,6.108455850644196e-163,2.7336358007607883e-159
ENSG00000157483,27.14031,3.633889,3.2949010616362916e-162,1.2638769772285154e-158
ENSG00000182985,27.049124,3.27308,3.911275833492449e-161,1.312770842563822e-157
ENSG00000142871,27.015089,3.706619,9.826959886298488e-161,2.9318188878555635e-157
ENSG00000049323,26.988667,3.5369866,2.0077031723866716e-160,5.390883788175452e-157
ENSG00000269821,26.951426,3.5112653,5.489095010785548e-160,1.3398880921327524e-156
ENSG00000177076,26.836733,3.3316336,1.204856017342232e-158,2.613251105028001e-155
ENSG00000185666,26.834915,3.3511152,1.265214121089122e-158,2.613251105028001e-155
ENSG00000102554,26.673409,3.2168531,9.579549642691562e-157,1.837289196113651e-153
ENSG00000178538,26.545794,3.4108088,2.872090386826314e-155,5.1412332651115575e-152
ENSG00000072201,26.539618,3.423739,3.384383653625428e-155,5.679630342718523e-152
ENSG00000049759,26.451302,3.5183766,3.525015640032671e-154,5.567658526501015e-151
ENSG00000125266,26.406546,3.1065092,1.1524051108776091e-153,1.7190683128985935e-150
ENSG00000091409,26.162756,3.1346037,7.056010180963108e-151,9.971627861528443e-148
ENSG00000050405,26.11666,3.1669922,2.3584542638015912e-150,3.166342771866826e-147
ENSG00000071282,26.04098,3.4574618,1.702218793469574e-149,2.176489372545311e-146
ENSG00000138792,26.032843,3.1382551,2.1045888572383524e-149,2.568650700259409e-146
ENSG00000104067,25.982006,3.1451597,7.910345954332978e-149,9.234813009556296e-146
ENSG00000133121,25.859083,3.3475893,1.9232151499988391e-147,2.1516770830257844e-144
ENSG00000152413,25.789675,3.201721,1.1577963589030444e-146,1.2435196013162257e-143
ENSG00000144724,25.78666,3.141482,1.251576172952054e-146,1.292541223843677e-143
ENSG00000117461,25.730892,2.9598582,5.275244176794407e-146,5.246132644115059e-143
ENSG00000253309,25.682163,4.228848,1.8496443124488284e-145,1.773742836912982e-142
ENSG00000109458,25.643293,3.0529711,5.022755072184717e-145,4.650551601490753e-142
ENSG00000233237,25.63822,3.0344877,5.7217613827513676e-145,5.1211671629418996e-142
ENSG00000072274,25.615818,2.8685765,1.0168022565386611e-144,8.807147545264383e-142
ENSG00000138018,25.596767,2.898851,1.6573824151566947e-144,1.3906992259178877e-141
ENSG00000039068,25.492798,3.0694075,2.3692482846939926e-143,1.9277783543126786e-140
ENSG00000150938,25.437607,3.0220704,9.681310820661747e-143,7.6456728483996635e-140
ENSG00000154447,25.375856,3.175016,4.6593987625328096e-142,3.574557604936242e-139
ENSG00000154734,25.356758,3.2156966,7.569403730217816e-142,5.6457238766688494e-139
ENSG00000172201,25.29295,2.7969058,3.818901517393007e-141,2.771387152527557e-138
ENSG00000151090,25.219568,3.219435,2.4439396179084857e-140,1.7269005968542302e-137
ENSG00000141232,25.190416,2.7599587,5.101461362995844e-140,3.5122907450718313e-137
ENSG00000112304,25.1706,3.098921,8.40914880460807e-140,5.644851363813282e-137
ENSG00000163249,25.092049,2.713216,6.0735432372765664e-139,3.977578279612515e-136
ENSG00000008311,24.992628,2.8042305,7.352631398610292e-138,4.7006072781924986e-135
ENSG00000129422,24.98942,2.921655,7.967222396685465e-138,4.975067176125615e-135
ENSG00000138829,24.977358,3.4465463,1.0774517302532884e-137,6.575149183870693e-135
ENSG00000166669,24.97056,3.0197856,1.2771405725799558e-137,7.620555892076532e-135
ENSG00000095637,24.96965,2.8616617,1.3065237234599625e-137,7.626406195352924e-135
ENSG00000102290,24.965103,3.2401664,1.463878087670698e-137,8.363104368520407e-135
ENSG00000140832,24.94792,2.9138172,2.2493504483050065e-137,1.258277268488286e-134
ENSG00000008405,24.932123,2.8759618,3.337541779747923e-137,1.828904782204316e-134
ENSG00000283154,24.925373,3.3537114,3.9501653160794665e-137,2.121317778040995e-134
ENSG00000141441,24.892488,3.0489848,8.97288863683334e-137,4.724137897796314e-134
ENSG00000081026,24.875925,2.8049355,1.3558444609697737e-136,6.993006408961755e-134
ENSG00000141384,24.875208,3.0736663,1.3803185716545865e-136,6.993006408961755e-134
ENSG00000102595,24.867167,3.1393476,1.686483170189986e-136,8.385881407920614e-134
ENSG00000100234,24.8417,3.0420508,3.179109646691989e-136,1.552041329515029e-133
ENSG00000250917,24.761808,3.2014413,2.313292396471195e-135,1.1091823953151439e-132
ENSG00000152894,24.698671,2.9371712,1.1052144843271343e-134,5.2063358102926104e-132
ENSG00000135862,24.688477,2.7702756,1.4222250855942198e-134,6.584166512636275e-132
ENSG00000010626,24.670238,3.103068,2.2323436223196756e-134,1.0159433661509426e-131
ENSG00000090020,24.612318,2.5593143,9.324244043957702e-134,4.172754613738471e-131
ENSG00000131941,24.560047,2.986928,3.378092693785956e-133,1.4869699495220772e-130
ENSG00000219665,24.548271,2.6323388,4.512837373879815e-133,1.9544225213878533e-130
ENSG00000138119,24.480682,2.8551571,2.3726448766541972e-132,1.0112363108419341e-129
ENSG00000169504,24.438797,2.7014039,6.620634364908573e-132,2.7776664583150017e-129
ENSG00000136068,24.40328,3.1809258,1.5784437889211938e-131,6.520429873280458e-129
ENSG00000189143,24.386765,2.765525,2.363120182914719e-131,9.613960610824713e-129
ENSG00000129116,24.366518,3.137065,3.8743993325264246e-131,1.5527089026517468e-128
ENSG00000112699,24.361252,2.7379806,4.4056727916508896e-131,1.7396576489502652e-128
ENSG00000145632,24.320755,2.6763594,1.1825612987508669e-130,4.601877309095584e-128
ENSG00000156110,24.296965,2.7089767,2.11060106698912e-130,8.095964178532122e-128
ENSG00000102786,24.285717,2.9219296,2.775097355424882e-130,1.0494949167677958e-127
ENSG00000275342,24.223536,2.7470613,1.2571085110568465e-129,4.68814175422047e-127
ENSG00000170561,24.219755,2.308977,1.3779064940834006e-129,5.0682420921415605e-127
ENSG00000171723,24.21693,2.7370937,1.4756210431511056e-129,5.354310895898694e-127
