names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000087086,20.406536,4.444157,1.4629224761770803e-92,3.9280931407830786e-88
ENSG00000112096,20.028717,6.7456093,3.095316695654267e-89,4.155617429750636e-85
ENSG00000205542,19.530085,6.043869,6.093929336579696e-85,5.454269887216714e-81
ENSG00000167996,19.390194,3.6671817,9.338300345375472e-84,6.2685675643419205e-80
ENSG00000122862,19.143318,6.09686,1.1003455439685654e-81,5.90907564021999e-78
ENSG00000158869,19.087643,7.184183,3.1987843075042173e-81,1.4315092906799289e-77
ENSG00000026025,18.847273,6.838421,3.09383893396232e-79,1.1867524173688893e-75
ENSG00000011600,18.658142,6.4206557,1.0843703943668595e-77,3.639553682393068e-74
ENSG00000011422,18.638548,7.016039,1.5642840723483654e-77,4.666954625180662e-74
ENSG00000162511,18.436626,6.207837,6.678091613445579e-76,1.7931343791262723e-72
ENSG00000163131,18.378658,7.029207,1.947234700752827e-75,4.386891748294282e-72
ENSG00000142227,18.378288,5.7940135,1.960548991826427e-75,4.386891748294282e-72
ENSG00000115956,18.314186,6.722801,6.377384980515864e-75,1.3172243393217804e-71
ENSG00000234745,18.304056,5.317013,7.681144986872279e-75,1.4731887431607684e-71
ENSG00000206503,18.294962,5.1394787,9.076453954020449e-75,1.6247457674626872e-71
ENSG00000277443,18.24232,6.596242,2.3813919080583743e-74,3.996422132704713e-71
ENSG00000105835,18.23145,4.346874,2.9051651314862914e-74,4.5886228791493186e-71
ENSG00000204472,18.20498,8.56859,4.712234840037164e-74,7.029345427213216e-71
ENSG00000051523,18.168825,5.4217,9.112906656419073e-74,1.287845561218466e-70
ENSG00000166710,18.038769,3.2748961,9.66729287974886e-73,1.2978824055706832e-69
ENSG00000090382,17.873816,8.752085,1.8864018992211345e-71,2.4119893998088897e-68
ENSG00000140379,17.855553,7.8906364,2.6167708864616164e-71,3.1937688669264028e-68
ENSG00000019582,17.851337,5.998865,2.821920430467645e-71,3.2944080642820322e-68
ENSG00000204287,17.772964,7.454498,1.1447724292193224e-70,1.2807618540403343e-67
ENSG00000169554,17.761948,5.9905386,1.393139631741746e-70,1.496287690075905e-67
ENSG00000196154,17.655256,5.981466,9.271115831429684e-70,9.574566584219939e-67
ENSG00000100097,17.631449,6.3387933,1.4129912179259963e-69,1.4051935997233675e-66
ENSG00000026508,17.614738,5.5467796,1.898624738219292e-69,1.820713315925936e-66
ENSG00000115919,17.592041,7.3886256,2.834840897971026e-69,2.624769412117931e-66
ENSG00000143226,17.552189,8.154619,5.723190363464952e-69,5.122446148313248e-66
ENSG00000175471,17.322317,6.6991005,3.192395514125218e-67,2.765129417734717e-64
ENSG00000155307,17.23751,5.239151,1.3888874201698883e-66,1.1654067537181772e-63
ENSG00000169429,17.170525,7.0922103,4.414166746104689e-66,3.5916603424138486e-63
ENSG00000103569,17.040098,8.866008,4.14032162421044e-65,3.269758115637486e-62
ENSG00000100644,16.983019,4.14621,1.0969496861042558e-64,8.41548457759582e-62
ENSG00000025708,16.97385,5.9397125,1.2823978656663327e-64,9.564906969724083e-62
ENSG00000204525,16.82923,4.7328587,1.4902842193081244e-63,1.0815032857470931e-60
ENSG00000100300,16.791374,6.4256334,2.8223556120843426e-63,1.994291330002018e-60
ENSG00000102265,16.789452,7.4249196,2.915271395572463e-63,2.0071269805773385e-60
ENSG00000043462,16.763796,5.9637704,4.490241212697929e-63,3.0141866700538025e-60
ENSG00000132205,16.691114,5.550682,1.5210375496537048e-62,9.961312011158935e-60
ENSG00000165168,16.55507,8.421212,1.4716950722370277e-61,9.40868675824677e-59
ENSG00000142669,16.549082,3.9927456,1.625642467629262e-61,1.0151192069375189e-58
ENSG00000066336,16.541021,7.13124,1.8584186802113408e-61,1.1340999995989706e-58
ENSG00000141506,16.533777,5.519844,2.09591140512531e-61,1.2506070475337712e-58
ENSG00000129226,16.429525,6.179876,1.1757666683755351e-60,6.863154524467716e-58
ENSG00000112149,16.423979,5.5216074,1.2883298869092515e-60,7.360201232638364e-58
ENSG00000204482,16.40261,7.808527,1.831904675114609e-60,1.024759842322966e-57
ENSG00000216490,16.385384,3.9570284,2.432270176746393e-60,1.332834418690151e-57
ENSG00000133961,16.375032,3.991179,2.883507532605106e-60,1.548501215159594e-57
ENSG00000151726,16.366161,5.200876,3.336068780268326e-60,1.7564075062546044e-57
ENSG00000140678,16.34287,6.272843,4.889584241482517e-60,2.498294153720113e-57
ENSG00000159128,16.342352,4.0606036,4.931272211357715e-60,2.498294153720113e-57
ENSG00000169826,16.292519,4.260681,1.1153874656978355e-59,5.546160896565293e-57
ENSG00000147065,16.282686,3.9542234,1.3099222743418924e-59,6.395040543337119e-57
ENSG00000254087,16.212814,5.3603435,4.0938179543011495e-59,1.9629126051953601e-56
ENSG00000099331,16.190855,4.1578703,5.850957252720335e-59,2.7562114595226966e-56
ENSG00000028137,16.183018,4.5512633,6.645557016892534e-59,3.076549163113473e-56
ENSG00000185215,16.156105,7.4181743,1.0285904818968602e-58,4.681132716849592e-56
ENSG00000101160,16.10494,4.0001802,2.3552546971583103e-58,1.0540157312232965e-55
ENSG00000197405,16.089413,4.616908,3.026915700860632e-58,1.3323887456362105e-55
ENSG00000130592,16.069155,5.5199924,4.197720758921078e-58,1.8148843619520878e-55
ENSG00000160255,16.068268,5.4657493,4.258229295109364e-58,1.8148843619520878e-55
ENSG00000196126,16.05348,7.020362,5.404686919285636e-58,2.2675195073396658e-55
ENSG00000136167,16.034922,4.5406337,7.287545043039603e-58,3.0104287992408677e-55
ENSG00000015475,15.975402,4.739443,1.8962743333891474e-57,7.714676079671514e-55
ENSG00000109320,15.963868,4.2996535,2.281435737806582e-57,9.143109103857393e-55
ENSG00000197249,15.951003,9.289417,2.80358426414182e-57,1.1070447217128237e-54
ENSG00000159842,15.813849,4.4726744,2.4973103000327087e-56,9.57932555231118e-54
ENSG00000155629,15.795069,5.194291,3.3642396510270214e-56,1.2722985756299513e-53
ENSG00000149177,15.744053,3.9727118,7.5452839228675355e-56,2.813866925179392e-53
ENSG00000116701,15.713738,6.9743667,1.217816794792491e-55,4.479397089996326e-53
ENSG00000286533,15.69725,5.0510526,1.579413468056422e-55,5.654510804104398e-53
ENSG00000198814,15.64993,4.740477,3.325833896588476e-55,1.1750258678591732e-52
ENSG00000169756,15.6364,3.2157547,4.113353348613035e-55,1.4343850748520598e-52
ENSG00000143119,15.58457,4.162693,9.268521147069819e-55,3.190628991281689e-52
ENSG00000134250,15.547601,4.946247,1.651776445731455e-54,5.614158144852569e-52
ENSG00000197746,15.528082,2.4739852,2.239801647894764e-54,7.517614255952789e-52
ENSG00000204592,15.522315,2.8536644,2.4504978994261206e-54,8.123249271295157e-52
