names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000206172,5.178703,14.736263,2.234337861498834e-07,0.002046304962742938
ENSG00000244734,5.1762514,14.147918,2.263882938690703e-07,0.002046304962742938
ENSG00000188536,5.1744127,14.145258,2.2862891096155876e-07,0.002046304962742938
ENSG00000213934,4.604109,15.779247,4.1423586203543196e-06,0.022409635096880366
ENSG00000196565,4.6025767,15.594774,4.172960987836648e-06,0.022409635096880366
ENSG00000145335,4.3856096,5.9963965,1.1566131399631565e-05,0.05176036570191786
ENSG00000169877,4.0301275,16.407656,5.574661675079148e-05,0.17429894478379396
ENSG00000206177,4.0190954,10.417042,5.842205143399299e-05,0.17429894478379396
ENSG00000136732,3.8744507,6.051544,0.00010686546442135421,0.26085859865252564
ENSG00000158578,3.4175334,9.512467,0.000631913459851346,0.7826151618450193
ENSG00000090013,2.7988102,4.266422,0.00512912631445189,0.995214405360883
ENSG00000147454,2.7635684,4.223608,0.005717308955876708,0.995214405360883
ENSG00000171552,2.7215848,4.0447507,0.006496971011680469,0.995214405360883
ENSG00000235169,2.6204562,5.87976,0.008781220164071788,0.995214405360883
ENSG00000104904,2.4151347,1.3278649,0.01572939793458907,0.995214405360883
ENSG00000013306,2.2741675,4.1601877,0.02295592176494396,0.995214405360883
ENSG00000104903,2.2245226,6.9976106,0.026113311358365653,0.995214405360883
ENSG00000166947,2.2168612,7.401337,0.02663257586714487,0.995214405360883
ENSG00000087086,2.0378942,1.3662246,0.041560507423684195,0.995214405360883
ENSG00000103342,1.990701,2.3466752,0.04651377615909405,0.995214405360883
ENSG00000124098,1.8463628,2.2204514,0.0648395365954562,0.995214405360883
ENSG00000100225,1.8414596,2.5954485,0.06555422803496036,0.995214405360883
ENSG00000250361,1.7256215,10.13008,0.08441553751755235,0.995214405360883
ENSG00000167768,1.7237828,11.665822,0.08474706980618138,0.995214405360883
ENSG00000112077,1.7109119,8.405894,0.08709738878973403,0.995214405360883
ENSG00000197465,1.70417,9.106918,0.08834934461831721,0.995214405360883
ENSG00000198336,1.703557,8.582889,0.08846387452171182,0.995214405360883
ENSG00000133742,1.7017183,8.64342,0.08880818242566899,0.995214405360883
ENSG00000168754,1.6539121,7.579722,0.0981453759439251,0.995214405360883
ENSG00000170315,1.6514605,1.4599843,0.098644582584369,0.995214405360883
ENSG00000100336,1.6416541,5.4921675,0.1006617135036127,0.995214405360883
ENSG00000123405,1.6030413,4.9822006,0.10892552630626795,0.995214405360883
ENSG00000198876,1.5993639,3.3941953,0.10973975942026273,0.995214405360883
ENSG00000132819,1.5966059,2.6590958,0.11035358529848646,0.995214405360883
ENSG00000182512,1.5962994,2.2377648,0.11042195526067725,0.995214405360883
ENSG00000137210,1.561977,2.1293275,0.11829340505960889,0.995214405360883
ENSG00000088826,1.5527835,5.7614245,0.12047486558951145,0.995214405360883
ENSG00000112146,1.5411384,2.8142464,0.1232831079553416,0.995214405360883
ENSG00000150779,1.5368481,2.4351053,0.12433051448020851,0.995214405360883
ENSG00000105701,1.5196868,1.6563077,0.12858969247670185,0.995214405360883
ENSG00000029534,1.5172353,4.393976,0.12920729432010014,0.995214405360883
ENSG00000147224,1.4810741,3.8905287,0.1385868183545144,0.995214405360883
ENSG00000146094,1.4473646,4.158854,0.14779483227926044,0.995214405360883
ENSG00000127586,1.4222357,3.8408816,0.15495784178892263,0.995214405360883
ENSG00000111247,1.377494,3.0218608,0.16835958439194287,0.995214405360883
ENSG00000119950,1.3735101,2.1337626,0.16959382500111564,0.995214405360883
ENSG00000167815,1.3689133,1.8691015,0.17102636492090184,0.995214405360883
ENSG00000134690,1.3505263,2.848503,0.17684721524744218,0.995214405360883
ENSG00000168785,1.3499135,3.0648935,0.1770437549511764,0.995214405360883
ENSG00000184792,1.3437845,3.4475522,0.1790181092087716,0.995214405360883
ENSG00000156136,1.3370426,4.09092,0.181208760034135,0.995214405360883
ENSG00000135218,1.3266232,3.184794,0.18463335597428543,0.995214405360883
ENSG00000128340,1.3137523,2.4342716,0.18892957675675615,0.995214405360883
ENSG00000164338,1.3002685,3.4364939,0.19350896661969352,0.995214405360883
ENSG00000060138,1.2913815,1.0507191,0.19657144880719146,0.995214405360883
ENSG00000185811,1.2861718,2.3823566,0.19838312118102597,0.995214405360883
ENSG00000063854,1.2466397,2.9511867,0.21252964362491922,0.995214405360883
ENSG00000008441,1.2377527,2.3280847,0.21580779881003276,0.995214405360883
ENSG00000008952,1.2052689,1.3052202,0.2280995119090501,0.995214405360883
ENSG00000091732,1.1936238,1.9894445,0.23262516420720192,0.995214405360883
ENSG00000135821,1.1862689,1.1611319,0.23551609179774402,0.995214405360883
ENSG00000122952,1.1825916,2.9956603,0.23697105146534259,0.995214405360883
ENSG00000067836,1.1586884,1.8915448,0.2465831970685226,0.995214405360883
ENSG00000186469,1.1562369,1.7600948,0.2475842882372281,0.995214405360883
ENSG00000170180,1.149495,11.684042,0.2503519477719163,0.995214405360883
ENSG00000086506,1.148882,8.687401,0.2506046202782283,0.995214405360883
ENSG00000111364,1.148882,3.085378,0.2506046202782283,0.995214405360883
ENSG00000178531,1.1445917,8.998245,0.2523783130113558,0.995214405360883
ENSG00000165609,1.142753,1.7968063,0.25314113932273696,0.995214405360883
ENSG00000144792,1.1406078,7.761697,0.25403313134478156,0.995214405360883
ENSG00000182636,1.139995,6.6566205,0.2542883875132391,0.995214405360883
ENSG00000105610,1.1344789,7.788148,0.25659372492856325,0.995214405360883
ENSG00000102145,1.1317208,7.1179495,0.25775181929683333,0.995214405360883
ENSG00000055118,1.1295757,6.829416,0.25865506226705637,0.995214405360883
ENSG00000163554,1.1289628,7.6212664,0.25891353412270657,0.995214405360883
ENSG00000075340,1.1268176,6.0946083,0.25981959470326144,0.995214405360883
ENSG00000017483,1.1265112,5.890238,0.2599492109047131,0.995214405360883
ENSG00000162722,1.1237531,1.87602,0.26111777102913125,0.995214405360883
ENSG00000004809,1.1139467,5.130035,0.2653020449133642,0.995214405360883
ENSG00000143416,1.1133338,5.6303825,0.2655650869849334,0.995214405360883
ENSG00000137878,1.1124145,5.036748,0.26595998675853827,0.995214405360883
ENSG00000159346,1.1053661,1.9952099,0.2690009815690454,0.995214405360883
ENSG00000198157,1.1001564,5.161679,0.271263958588004,0.995214405360883
ENSG00000149150,1.0790114,5.8566823,0.2805826506053931,0.995214405360883
ENSG00000119865,1.0716566,3.863483,0.2838743087751018,0.995214405360883
ENSG00000004939,1.0710437,5.5988426,0.2841497889752932,0.995214405360883
ENSG00000105371,1.0698179,4.51012,0.28470129208027894,0.995214405360883
ENSG00000131778,1.0679792,4.3866386,0.2855299037248935,0.995214405360883
ENSG00000136819,1.0670599,1.7577647,0.2859448202996767,0.995214405360883
ENSG00000165949,1.0643017,4.5329375,0.2871920136194702,0.995214405360883
ENSG00000159217,1.0636889,3.7035902,0.2874696655507173,0.995214405360883
ENSG00000063241,1.056334,2.7702465,0.2908156160104801,0.995214405360883
ENSG00000002549,1.0554147,2.4742527,0.2912356942810572,0.995214405360883
ENSG00000237943,1.050818,2.7684326,0.2933422033998928,0.995214405360883
ENSG00000070182,1.0382535,5.464162,0.2991520493991223,0.995214405360883
ENSG00000157778,1.0336567,2.4314337,0.30129665915107195,0.995214405360883
ENSG00000228716,1.0220116,2.4696167,0.3067753915575747,0.995214405360883
ENSG00000179909,1.01956,3.4899106,0.30793716601022403,0.995214405360883
ENSG00000117399,1.0164956,2.3567007,0.30939347285020047,0.995214405360883
ENSG00000105341,1.0140439,2.4356477,0.31056178965197223,0.995214405360883
ENSG00000214026,1.0115924,2.4312298,0.3117330145388548,0.995214405360883
ENSG00000101782,0.9987214,0.7495322,0.3179296617089945,0.995214405360883
ENSG00000163918,0.9932053,2.2148924,0.3206099090516359,0.995214405360883
ENSG00000185730,0.9925924,3.5607574,0.3209086232418712,0.995214405360883
ENSG00000143942,0.9870763,4.700871,0.32360523087077897,0.995214405360883
ENSG00000165092,0.9751248,3.5794752,0.32949838374991125,0.995214405360883
ENSG00000088992,0.9748183,2.5985663,0.32965039877900215,0.995214405360883
ENSG00000128309,0.9735925,2.2609563,0.33025891307556565,0.995214405360883
ENSG00000244509,0.9729796,3.4362628,0.33056344272175164,0.995214405360883
ENSG00000168918,0.9693022,1.2131255,0.33239443518078404,0.995214405360883
ENSG00000132382,0.9680764,4.1251936,0.33300621901717564,0.995214405360883
ENSG00000140263,0.9668506,3.4293897,0.33361872926935776,0.995214405360883
ENSG00000008394,0.9668506,2.6754475,0.33361872926935776,0.995214405360883
ENSG00000256269,0.96623766,3.1957147,0.33392525678304696,0.995214405360883
ENSG00000182871,0.96102804,3.2996905,0.3365380712076069,0.995214405360883
ENSG00000223501,0.9607216,2.6549647,0.3366921746261238,0.995214405360883
ENSG00000214706,0.9570442,2.9056644,0.33854495471140844,0.995214405360883
ENSG00000204228,0.9478507,2.8535652,0.3432054785375569,0.995214405360883
ENSG00000278619,0.9444797,3.218523,0.3449245594253093,0.995214405360883
ENSG00000257698,0.9420281,3.9120274,0.3461782433828956,0.995214405360883
ENSG00000066279,0.92762494,1.773177,0.3536021471402455,0.995214405360883
ENSG00000248487,0.92517334,2.7131965,0.35487574092549423,0.995214405360883
ENSG00000123485,0.9211895,1.894016,0.3569514983967299,0.995214405360883
ENSG00000187997,0.9165928,3.892914,0.35935608611785097,0.995214405360883
ENSG00000116670,0.9126089,3.4720645,0.3614482748684107,0.995214405360883
ENSG00000247746,0.911996,3.3812363,0.36177082656757353,0.995214405360883
ENSG00000196154,0.90556055,2.2570772,0.36516850375354803,0.995214405360883
ENSG00000111665,0.9040283,1.7159032,0.3659804024366543,0.995214405360883
ENSG00000119888,0.90065736,3.444114,0.3677705405224393,0.995214405360883
ENSG00000101220,0.8994315,3.388369,0.3684228495940636,0.995214405360883
ENSG00000165240,0.8988186,3.782775,0.36874927398523105,0.995214405360883
ENSG00000148908,0.89514124,2.4300108,0.37071159681794896,0.995214405360883
