,names,scores,logfoldchanges,pvals,pvals_adj
2317,MKI67,2.7086687,0.35662517,0.006755373407737996,0.018471788171916692
2318,KIF17,2.7084544,1.1696765,0.006759742303157718,0.018480932572343883
2319,WDR41,2.7071671,0.25896516,0.006786009045044468,0.018547122160391272
2320,AICDA,2.7069526,3.1584778,0.006790395742161399,0.01855067821957331
2321,PFKL,2.7069526,0.07033039,0.006790395742161399,0.01855067821957331
2322,AKT3,2.70352,1.7577789,0.006860930322367492,0.01872635279876212
2323,AADACL3,2.7000875,1.8169174,0.006932122496826806,0.018894931442159327
2324,APOBEC3F,2.699015,1.966337,0.006954505743956797,0.018953077304020065
2325,CHCHD7,2.6979423,0.32123485,0.0069769538869897335,0.01900851062020345
2326,ACTG1P23,2.6964405,0.48279265,0.0070084906213371415,0.019091547628218804
2327,EIPR1,2.6945097,0.28220084,0.007049225937099667,0.019185127358009597
2328,GK5,2.6923645,0.26251724,0.007094736642852806,0.019276991577356614
2329,FAHD2B,2.6923645,0.81799155,0.007094736642852806,0.019276991577356614
2330,SULT2B1,2.6906483,2.1140544,0.007131334956855517,0.019370595976181643
2331,LRRC37A12P,2.6902192,2.102443,0.007140510977017814,0.019392599906865426
2332,LIMK2,2.689361,-0.11836973,0.007158894821075455,0.01943960057105042
2333,AC011468.4,2.688932,0.66338253,0.0071681026660721904,0.019455816355948535
2334,CTSZ,2.6880739,0.91222954,0.007186550254816992,0.019502952211236723
2335,MGMT,2.6876447,0.77542037,0.00719579001971611,0.019522152345908508
2336,MTX2,2.6876447,0.14763267,0.00719579001971611,0.019522152345908508
2337,TUBB8P5,2.6863575,1.378322,0.007223573323600517,0.019585743906262616
2338,FHL2,2.684856,0.016205521,0.007256108830596626,0.01966804611792016
2339,TXNP4,2.6837833,0.24439214,0.007279428928052625,0.019725327546027217
2340,FAHD2A,2.6812088,0.3351395,0.007335671778080751,0.019871759716050527
2341,RPSAP73,2.6794927,0.89626294,0.007373383287882506,0.01996192449418326
2342,RIMS4,2.6790636,3.2911224,0.0073828382981843245,0.019984522219128394
2343,SOCS3,2.6786344,0.7239583,0.007392304183123023,0.02000414077221408
2344,ACTG1P15,2.6767037,0.38160354,0.007435035527752319,0.020110722972186686
2345,SPATA6,2.676489,1.1997083,0.0074397971043604376,0.02012058488142823
2346,ACAD10,2.6734858,0.9292492,0.007506746950103634,0.020280360693838997
2347,DDX42,2.6734858,0.44899374,0.007506746950103634,0.020280360693838997
2348,MVK,2.6732712,0.1369119,0.007511549691364273,0.02029029657532515
2349,ZSCAN16,2.6730566,1.2110406,0.007516355187785212,0.02030023692226626
2350,AP3S1,2.6726277,0.30788192,0.007525974451545486,0.020320131019172814
2351,PAFAH2,2.6653335,0.25376257,0.007691199501153534,0.020741398654725646
2352,SCML2,2.6649046,0.6595732,0.00770101910302591,0.020764775084792242
2353,AMT,2.6636174,1.4341912,0.007730545358294454,0.02083504424420185
2354,AC233964.1,2.6621156,0.38853085,0.007765120843770858,0.020906362074675503
2355,ACP2,2.6621156,0.61543924,0.007765120843770858,0.020906362074675503
2356,BTRC,2.661043,0.37378588,0.007789902387656156,0.020969952158771107
2357,RNF39,2.6601849,0.9909383,0.007809778617082273,0.021020320420488865
2358,TCF7,2.658683,1.0322875,0.007844671375266713,0.021101639511455696
2359,APTX,2.6576104,0.37897578,0.007869680209895993,0.021159444285283862
2360,PACS2,2.656967,1.0965761,0.007884719768791747,0.021193562704907295
2361,ACO1,2.6567523,0.17836486,0.007889738673164276,0.021200734015076116
2362,AL109976.1,2.6548216,1.0842665,0.007935037742246132,0.02130975889207136
2363,AC113192.3,2.654607,,0.007940085323376696,0.02132013977853537
2364,SNAPIN,2.654178,0.3723345,0.007950189113224707,0.021340915440708562
2365,CDIP1,2.6507454,1.0673317,0.008031434839998573,0.02154938392951715
2366,PDCD5,2.6490293,0.10871131,0.008072335816261678,0.02164302791468643
2367,RAMP1,2.6473129,3.4866855,0.00811342316768642,0.02174672317616173
2368,BX470102.2,2.644953,0.7542097,0.008170223928671503,0.02187945935820627
2369,DSCAML1,2.644953,2.4682057,0.008170223928671503,0.02187945935820627
2370,AARSD1,2.6434515,0.5300051,0.00820655491535422,0.02196044873194788
2371,OSTCP2,2.6430223,1.0777931,0.008216961718476445,0.021981774184877064
2372,SLC35A5,2.6430223,0.5255129,0.008216961718476445,0.021981774184877064
2373,TECR,2.6419497,0.19485429,0.008243030412369642,0.022044972793223438
2374,CTRB2,2.6404479,,0.008279650911937891,0.022133064154099866
2375,NLRP4,2.640019,2.244466,0.008290140613968178,0.022154537874282124
2376,CDC20,2.6391609,0.35058752,0.00831115569582564,0.02220082999554373
2377,AC009403.1,2.6391609,0.6742847,0.00831115569582564,0.02220082999554373
2378,MEF2A,2.6391609,0.57467586,0.00831115569582564,0.02220082999554373
2379,AP004550.1,2.6385171,1.1468385,0.008326948270746941,0.0222364286365401
2380,AC079768.1,2.6383026,0.87273926,0.008332218425048618,0.02224720821823492
2381,NEDD9,2.6363719,0.91805273,0.008379784255750835,0.022364277720734252
2382,TIMM17BP1,2.6357284,0.9001011,0.008395693422459976,0.02239348218980895
2383,LY9,2.6357284,1.6422209,0.008395693422459976,0.02239348218980895
2384,RAD1,2.6352992,0.14770786,0.008406314536845741,0.02241518169523208
2385,NR1D2,2.6352992,0.77936137,0.008406314536845741,0.02241518169523208
2386,C10orf25,2.6344411,1.3989174,0.008427592825730405,0.022461957175243623
2387,OPTN,2.6318667,0.85812527,0.008491717012090085,0.022609478599063593
2388,KRT18P13,2.6312232,0.6996955,0.008507816075910422,0.022648999371973483
2389,EEF1B2P6,2.630794,0.26189038,0.0085185639414871,0.02267426494224636
2390,NECAB3,2.629936,0.6688667,0.008540096100646922,0.022721518405556553
2391,FOXN3P1,2.6297214,0.897133,0.008545486738157911,0.02273250719902892
2392,TONSL,2.6292922,0.42884123,0.008556277140717355,0.022757854963866425
2393,CHCHD2P2,2.6288633,0.6288834,0.0085670797231181,0.02277986877283769
2394,PNKP,2.627576,0.6039829,0.008599560666984505,0.02285949538536957
2395,CEBPZ,2.627147,0.15396945,0.00861041208641075,0.022884967932582417
2396,GATD3B,2.6254308,0.71363664,0.008653940269325226,0.022990494431808773
2397,RPS24P8,2.6252162,0.25307137,0.008659395098390473,0.02300159793734471
2398,WEE2,2.6250017,,0.00866485300042807,0.02301270633422481
2399,CD53,2.6245728,1.0286872,0.008675778029340164,0.023038329289926267
2400,ANXA4,2.6224275,1.2307001,0.008730588055929188,0.02317023045567081
2401,HMGB3P31,2.622213,1.7994179,0.008736086041471658,0.023178000565457903
2402,SYF2,2.6219983,0.212299,0.008741587120754131,0.023185774310282577
2403,AC113367.3,2.6219983,0.96710885,0.008741587120754131,0.023185774310282577
2404,PIGBOS1,2.6211402,0.7222367,0.008763622405043038,0.023237385136335817
2405,FKBP4P7,2.618995,2.3747752,0.008818927907435272,0.023373722812417716
2406,AC107032.1,2.6172786,0.58328706,0.008863396597836437,0.023477782499423994
2407,PRAMEF10,2.6164205,,0.008885705969327211,0.02352651098983934
2408,LPCAT1,2.6164205,0.49866676,0.008885705969327211,0.02352651098983934
2409,DYNLT3,2.6151333,1.0496575,0.008919264079572988,0.023604966535462717
2410,CTCF,2.6117008,0.44059217,0.009009306447658155,0.023822291612661264
2411,ANKHD1,2.6112716,0.4775898,0.009020618627694686,0.02384521142739284
2412,RBM23,2.610199,0.09482256,0.00904895458475553,0.023902598841630162
2413,STAG3L1,2.6099846,0.59902287,0.00905463130378258,0.023914091403576306
2414,SSNA1,2.609341,0.22352816,0.009071680543423463,0.023952105150224796
2415,OXCT1,2.6086974,1.1935824,0.009088758438824082,0.023983152480267906
2416,PI4KB,2.6086974,0.14177465,0.009088758438824082,0.023983152480267906
2417,CTSLP8,2.6065521,0.66336286,0.009145892242848754,0.024112748500514564
2418,MXI1,2.6059084,0.99105555,0.009163094788466311,0.024154571412566266
2419,CPEB1,2.605265,,0.009180326209448348,0.024196458207454394
2420,FRG1JP,2.6048357,0.63590324,0.00919182988570829,0.02422323843054277
2421,PPHLN1,2.6044068,0.25513816,0.009203346426080764,0.02424650250376755
2422,BDNF-AS,2.6039777,2.99524,0.009214875842828693,0.0242733314884268
2423,ACTG1P19,2.6033342,0.20674452,0.009232194138001826,0.024315399163697567
2424,VPS52,2.6031196,0.41118538,0.009237973354547527,0.024323516412061194
2425,NAPG,2.6026905,0.33690882,0.009249541474089146,0.024350420380480492
2426,EDEM2,2.6022615,0.21940692,0.00926112251914767,0.024377350518877315
2427,AC004386.1,2.6018324,0.45181477,0.00927271650203093,0.024404306848187632
2428,AC009005.1,2.599258,1.4858165,0.009342552784018833,0.024577345684446278
2429,ZP1,2.5983999,,0.009365935606689283,0.024631673170348194
2430,COL27A1,2.5981853,1.1582202,0.0093717894641098,0.024643474963505517
2431,WNT9A,2.5953965,1.0701528,0.009448187181069906,0.024826268064944174
2432,RNPS1P1,2.591964,0.27041012,0.009542977390433263,0.02504614962366914
2433,VPS35L,2.5885315,0.7074933,0.00963861470136702,0.025278763233074826
2434,STX11,2.5885315,1.4101416,0.00963861470136702,0.025278763233074826
2435,HMGB3P1,2.5878878,1.747704,0.009656641525021182,0.025318678084791692
2436,GPSM3,2.585099,1.0465292,0.009735105547209702,0.025502158845239535
2437,ALPI,2.5795212,1.1292608,0.0098937402922227,0.025880130516392843
2438,TECPR2,2.5778048,0.87327576,0.009943012186019522,0.02598263804506637
2439,CFAP97,2.5778048,0.8295182,0.009943012186019522,0.02598263804506637
2440,EEF1A2,2.5778048,3.544723,0.009943012186019522,0.02598263804506637
2441,FBXO48,2.5771613,0.82249475,0.009961545426187643,0.026027297306492878
2442,GAU1,2.5743723,2.8531551,0.010042212203672466,0.026219070542188274
2443,ING3,2.5739434,0.42199463,0.010054673978203726,0.026244008664382402
2444,PPIL2,2.5739434,0.38740575,0.010054673978203726,0.026244008664382402
2445,TNS3,2.5720127,0.15731072,0.010110922555826247,0.026375556727926266
2446,ANKRD1,2.571798,1.1644357,0.010117189661651954,0.026384273096812412
2447,ELMOD2,2.5705109,0.6816691,0.010154864986183,0.02646721746976829
2448,ZNF449,2.5705109,1.0743406,0.010154864986183,0.02646721746976829
2449,ARRDC4,2.5700817,0.83279765,0.01016745115787983,0.02649236479103158
2450,FOSL2,2.5685802,0.58083475,0.010211612202197564,0.026592064348662327
2451,AGGF1,2.5679364,1.1514777,0.0102305905775343,0.026633794985047435
2452,H1FOO,2.567293,,0.010249600344481673,0.026675583234209446
2453,PPIAP31,2.5657911,0.29810846,0.01029407879330006,0.026764308074954574
2454,FARSB,2.5647185,0.2387122,0.01032595420981718,0.02683944518349368
2455,NDUFAF7,2.5634313,0.43528414,0.010364320639330373,0.02693528631858251
2456,AL450472.1,2.5593553,3.2552857,0.010486652576350381,0.027229666839483944
2457,C1orf50,2.5567808,0.9336191,0.0105645751114143,0.02741226826492135
2458,SATB1-AS1,2.5559227,1.471217,0.01059066350043844,0.02746020800659973
2459,NLRP13,2.5559227,6.125334,0.01059066350043844,0.02746020800659973
2460,RPL5P5,2.5527048,1.3072257,0.010689006000754692,0.027699268998507418
2461,TYW3,2.5524902,0.50266653,0.01069559094637114,0.02770439154225907
2462,AC011611.1,2.5524902,2.1586988,0.01069559094637114,0.02770439154225907
2463,NR2C1,2.5524902,0.27990124,0.01069559094637114,0.02770439154225907
2464,MRPL19,2.551203,0.2929923,0.01073517642198502,0.027790963391261927
2465,TMED8,2.550774,0.38959715,0.010748400497614413,0.02781322114418559
2466,ZNF408,2.550774,0.5578669,0.010748400497614413,0.02781322114418559
2467,ZP3,2.5494869,0.9985355,0.010788159663488712,0.02790809634117648
2468,AC106872.9,2.5490577,2.5436928,0.010801441743197781,0.027930437746281747
2469,SYN3,2.546269,1.6947439,0.010888130144155283,0.028130398980086617
2470,FAM50A,2.5460544,0.13583125,0.010894824024362634,0.028139631405327867
2471,AC006441.4,2.5460544,,0.010894824024362634,0.028139631405327867
2472,BCLAF1P2,2.5454106,0.18601617,0.010914927615228314,0.028183483817932408
2473,RAD54B,2.5447671,0.4140311,0.010935064166962591,0.028223356799561717
2474,RNF17,2.5413346,0.73329335,0.011043017670240565,0.028485678875923747
2475,NDUFA7,2.5400474,0.92301714,0.011083743700864958,0.02858664398524244
2476,CASP7,2.5389748,1.3547751,0.011117783925632044,0.028653951255029945
2477,SAV1,2.5383313,0.5356347,0.011138252606660938,0.02869850343053381
2478,CASP9,2.5383313,0.8008975,0.011138252606660938,0.02869850343053381
2479,EIF2D,2.537044,0.815105,0.011179290413042678,0.028796012837708905
2480,SETD2,2.5355422,0.13995364,0.011227337536789126,0.028903262890883342
2481,AC099063.2,2.530179,0.90269446,0.011400434835414093,0.029311224902570005
2482,FAN1,2.5297499,0.8690807,0.01141438442602933,0.029338725596104457
2483,LRRC2,2.5297499,1.6489882,0.01141438442602933,0.029338725596104457
2484,FAM156A,2.5291064,0.7525144,0.0114353372213782,0.029384206030029527
2485,RBM45,2.5288918,0.65634614,0.011442329069281394,0.029397983916461427
2486,CDV3,2.5258884,0.27205506,0.011540614131150623,0.029616749639930655
2487,ST3GAL1,2.5250304,0.8175371,0.011568832839959705,0.02967227945129597
2488,QRSL1,2.5250304,0.35850993,0.011568832839959705,0.02967227945129597
2489,AC006970.1,2.5246012,0.95822084,0.011582965141231161,0.029700079511976857
2490,GRB10,2.524172,0.38611427,0.011597112759054999,0.0297321287451764
2491,PYCARD,2.5237432,1.6863465,0.01161127570742395,0.02976420816644377
2492,RNH1,2.5230994,0.20549487,0.011632548905381946,0.02981450221080983
2493,TRO,2.5215979,1.7304193,0.011682320897856873,0.029925058899836186
2494,RUFY1,2.5198815,0.12429935,0.01173943443078579,0.0300500197833739
2495,FAM92A1P1,2.5188088,0.73970354,0.01177525603353047,0.03012461245684476
2496,FGFR1,2.5177362,0.762579,0.011811174550412579,0.030203650105095885
2497,MCPH1,2.5168781,0.2973294,0.011839979290434557,0.030264436859733228
2498,LINC01023,2.5168781,1.186448,0.011839979290434557,0.030264436859733228
2499,AC010904.1,2.5168781,0.63685423,0.011839979290434557,0.030264436859733228
2500,CHCHD10,2.513231,0.24664827,0.01196309561252,0.030548830874615705
2501,RECK,2.513231,1.1026591,0.01196309561252,0.030548830874615705
2502,PI4KAP1,2.512802,0.60343945,0.011977654247099082,0.030581677803040636
2503,AL160191.2,2.5117292,2.304352,0.01201411957335204,0.0306660997204893
2504,UBA1,2.510013,0.18512696,0.012072668814543018,0.030806827212662407
2505,AP005212.1,2.509584,1.0873133,0.012087345583227976,0.03083119289196716
2506,VAMP4,2.5082967,0.84014434,0.012131470818456287,0.030930620254690077
2507,TRAK2,2.5078678,0.39618838,0.012146210921046384,0.030963824759292238
2508,CERS6,2.5074387,2.1034968,0.012160966892978924,0.030992680356332892
2509,LMNB2,2.5074387,0.2512023,0.012160966892978924,0.030992680356332892
2510,BICC1,2.5070097,3.7196207,0.012175738748619599,0.031025942931633663
2511,ATP5F1AP2,2.5065806,0.12876876,0.012190526502343679,0.03105484971698737
2512,VRK1,2.5057225,0.32107958,0.012220149761591326,0.031121522324210837
2513,RIOK3,2.5048645,0.29423282,0.012249836785916535,0.031188319631675697
2514,SNX17,2.5044353,0.08064861,0.01226470424602368,0.03121295411052393
2515,TTC19,2.5040061,0.59700376,0.012279587690667945,0.031246422628228982
2516,TMEM51,2.503148,0.9643255,0.012309402591348183,0.031309037531738235
2517,TBC1D13,2.502719,0.23599309,0.012324334076298332,0.0313425957980988
2518,AC114801.3,2.5025046,0.6556723,0.012331805833755632,0.0313527558524974
2519,NINJ2,2.5001447,1.4829516,0.012414260382854246,0.03154460415119177
2520,PKP4,2.4984283,0.721508,0.012474533648481816,0.03168882942028423
2521,ASCC2,2.4958541,0.33321688,0.012565429467377334,0.031901757583561036
2522,PPP1R21,2.494567,0.46461254,0.01261109689509727,0.03200868893892124
2523,ZNF691,2.4941378,0.55725336,0.01262635198978475,0.03203839117723097
2524,LMAN2,2.4907053,0.14547117,0.012748981998808355,0.03232227148306262
2525,PARP16,2.488989,1.0220265,0.012810691368094977,0.032451352459966436
2526,KIAA0040,2.4883454,0.99063265,0.012833900436834689,0.03250557903085949
2527,CLSTN1,2.487702,0.31925845,0.012857146704256547,0.03255531348560594
2528,RAD17,2.4872727,0.28237593,0.012872664906483334,0.0325900314785701
2529,THOC5,2.4864147,0.022853538,0.012903751035101576,0.03265956408491328
2530,PIBF1,2.4840548,0.45845905,0.012989580609967917,0.03284453608318819
2531,NIP7,2.4831967,0.16356368,0.01302091634353046,0.032914540598726755
2532,RF00019-211,2.482553,2.0673943,0.01304446200369554,0.03296943899925067
2533,LEMD3,2.481695,0.57313937,0.013075914793005997,0.03303504681421154
2534,EDA,2.4810514,2.183053,0.01309954838217622,0.03307622212248779
2535,ZNF311,2.4799788,4.437953,0.01313902165122557,0.03315732398230088
2536,RANGAP1,2.4799788,0.1852948,0.01313902165122557,0.03315732398230088
2537,ZNF101,2.4795496,0.4788812,0.013154840386346128,0.03318795652652662
2538,LAPTM4BP2,2.4780478,0.6508176,0.01321033865860479,0.033323310216307134
2539,CWC15,2.4759026,0.12639534,0.013289980993455333,0.03350546508218624
2540,RANP4,2.4739718,0.5991465,0.013362021690917035,0.03367296677621624
2541,ERBIN,2.4726846,0.41411644,0.013410240370434902,0.033785039156469326
2542,NR5A2,2.4722557,0.8144973,0.013426347402318795,0.03382089409891365
2543,ACLY,2.4709685,0.12282783,0.013474771126364658,0.03392865727141044
2544,MSMB,2.4705393,0.8748295,0.013490946627781464,0.033955165137966294
2545,ERI2,2.4705393,0.7294284,0.013490946627781464,0.033955165137966294
2546,GPN1,2.4701104,0.1577851,0.013507139284558607,0.03399117680149282
2547,ASAP2,2.4671068,0.57491386,0.013620969511000062,0.03423464410540651
2548,ANXA11,2.4649615,0.23349532,0.013702794830406971,0.03441152987485661
2549,AC073073.1,2.4632454,0.24294154,0.013768567363731755,0.03454784098111657
2550,MT-TL2,2.460671,0.70891416,0.013867748930004897,0.03476768413977875
2551,CASK,2.460671,0.6776611,0.013867748930004897,0.03476768413977875
2552,C14orf39,2.4602418,0.86483514,0.013884340378014316,0.03479960576123766
2553,CXorf38,2.4593837,0.58293825,0.01391757585884141,0.034868370355613784
2554,MYCL,2.4572384,0.8073262,0.014000972027138996,0.03504323223445447
2555,AC145422.1,2.4572384,1.430086,0.014000972027138996,0.03504323223445447
2556,AL356292.1,2.4563804,0.69720143,0.014034453806149236,0.03511241626407374
2557,DMC1,2.453806,1.2744459,0.01413532354047715,0.03534026828057193
2558,PTPN9,2.4512315,0.60756296,0.014236832486431285,0.035554626242768575
2559,MYOM1,2.4503734,1.7840534,0.01427081143151442,0.03562961724512653
2560,VCY,2.4488719,1.01332,0.01433044676434927,0.035763655436806895
2561,SYTL2,2.4486573,3.8405113,0.014338984017696224,0.03577506096876042
2562,FAM169A,2.4480135,0.62089694,0.014364622701040667,0.0358241613711241
2563,TRAF6P1,2.4480135,0.7926241,0.014364622701040667,0.0358241613711241
2564,KRT18P42,2.4447956,0.51316756,0.014493423573520051,0.03606558879304741
2565,AL353072.1,2.4447956,0.20343262,0.014493423573520051,0.03606558879304741
2566,AC011479.4,2.4420068,0.8040545,0.014605873644487425,0.036315348366690814
2567,MED28,2.441363,0.1902299,0.01463193263218563,0.036360090514480574
2568,ZSCAN16-AS1,2.441363,0.87517035,0.01463193263218563,0.036360090514480574
2569,TMX4,2.441363,0.7316189,0.01463193263218563,0.036360090514480574
2570,SIRT7,2.440505,0.40888104,0.01466674170072804,0.036436550043296274
2571,AACS,2.439647,0.2680426,0.014701623744763657,0.03651314870015937
2572,METTL23,2.4394324,0.5658377,0.014710355673101902,0.03652980516591848
2573,ARHGEF38,2.4383597,1.651763,0.014754083918268233,0.036613188985950174
2574,ENTPD3-AS1,2.4379306,0.7683441,0.01477160726847079,0.036651631406539986
2575,AL121972.1,2.4370725,2.619476,0.014806709003117766,0.03672862103977885
2576,HSPB3,2.4362144,1.3110291,0.014841884223208925,0.036810811860533026
2577,AC008267.1,2.4349272,1.1901392,0.014894785118346096,0.0369318592788686
2578,KRT8P24,2.4329965,0.48070443,0.014974447963197125,0.03710897821712329
2579,BEND3,2.432782,0.20402423,0.014983322518107807,0.03712076990887258
2580,ZER1,2.4323528,0.8294933,0.015001085528648178,0.03715967292881452
2581,MAN1C1,2.430422,1.1747426,0.015081248836174609,0.037347989016785016
2582,STRADBP1,2.4302075,1.4050782,0.01509017911870038,0.037359844967039126
2583,AC005261.1,2.4289203,0.6651197,0.015143858682753442,0.03747730998931683
2584,USP9Y,2.4265604,1.0153725,0.015242708099856428,0.0376909080462038
2585,RPL29P19,2.4250588,0.33314204,0.015305907664937205,0.037831622672989916
2586,MATK,2.4246297,1.7448486,0.015324007003877978,0.037855607495129874
2587,SSX3,2.4237716,1.4332907,0.015360262214551272,0.037934778762378024
2588,ELOBP1,2.4229136,0.87167674,0.015396592910794364,0.038014093051209744
2589,HSPA14,2.4229136,0.60343736,0.015396592910794364,0.038014093051209744
2590,ALDH6A1,2.4220552,0.58649313,0.015432999222964082,0.038093550565947744
2591,PHKB,2.4216263,0.3395177,0.01545123077580161,0.038133333096929095
2592,RNF212,2.4201245,0.5367359,0.015515190572371749,0.038265004398098844
2593,MRPL35,2.4173357,0.1904095,0.015634591415086947,0.038543670142497016
2594,TSFM,2.4160485,0.34104085,0.015689971637644698,0.03865906126455734
2595,OSR2,2.4151905,1.1034745,0.015726987589261457,0.03873439139149524
2596,NUFIP1,2.4143322,0.36796817,0.015764080337213816,0.0388098488891603
2597,RPL10L,2.4130452,0.8122532,0.01581986374097152,0.03893655327949814
2598,PIK3CA,2.412616,0.73838943,0.015838496750113902,0.03897709474485664
2599,STOML1,2.411758,1.0150701,0.01587582067945663,0.03905295987106926
2600,DNAJC6,2.4108996,0.58537453,0.01591322193392499,0.039128953074338266
2601,PIN1,2.4096127,0.10463217,0.01596946909034091,0.03925655506520221
2602,PRUNE2,2.4061801,2.3436596,0.01612031695367699,0.0395949934054907
2603,SNAPC3,2.4051075,0.2720352,0.016167713070304544,0.03969519097958246
2604,ZNF613,2.4036057,0.95347106,0.01623427337917641,0.039836919002289216
2605,RPL3P4,2.4031765,0.08532019,0.016253334786478037,0.039878267747098066
2606,TCL1B,2.4027476,2.2827144,0.01627241585836029,0.0399196534849546
2607,TMOD3,2.4006023,0.23022473,0.016368116773799814,0.04012713798182051
2608,AC104758.1,2.398028,0.65556645,0.01648361031493394,0.0403992927898014
2609,DLX6,2.3975987,0.669908,0.016502928672757045,0.04043565025700938
2610,TIMM8BP1,2.3971698,1.1080984,0.016522266913961307,0.04047203667801251
2611,ARAP1,2.396526,0.4701166,0.01655131159408151,0.04053217323976294
2612,UBQLN1,2.3963115,0.1331021,0.01656100311412821,0.040550400782842305
2613,BMS1,2.3950245,0.255192,0.01661925696259453,0.0406709523171445
2614,HERC6,2.3930936,2.1175206,0.01670697512442541,0.04085789875852701
2615,HMGXB4,2.3903048,0.48610926,0.016834396735250372,0.04112490579940075
2616,METRNL,2.3885884,0.4873517,0.01691323334957754,0.041295123418570535
2617,P4HA2,2.385585,0.6144951,0.01705197734065887,0.041600089722186304
2618,C2orf80,2.383869,3.7332368,0.017131707173292383,0.041760706930328614
2619,DDX18P3,2.3834398,0.3711232,0.017151690661467277,0.041792474030022134
2620,RPS26P2,2.3832252,0.2661875,0.017161690071892402,0.041811190346704226
2621,SH3D19,2.3830106,0.7827365,0.017171694596080977,0.041829914064683484
2622,AC009078.1,2.3817236,0.7223387,0.017231829250942493,0.04195939953692437
2623,NR4A2,2.38108,0.970173,0.017261965788838717,0.04202143541199826
2624,AC092115.1,2.3808653,0.18015745,0.017272021569265,0.04203456767281926
2625,TCERG1L,2.3808653,0.5857842,0.017272021569265,0.04203456767281926
2626,TMEM150C,2.3800073,0.96783626,0.01731229608756795,0.04210985465075867
2627,N6AMT1,2.3800073,0.4030709,0.01731229608756795,0.04210985465075867
2628,HYAL6P,2.3797927,1.124675,0.017322377577105218,0.0421286949812122
2629,HNRNPUP1,2.37872,0.3892801,0.017372862292768434,0.042245779198108596
2630,RUFY2,2.3785055,0.7545522,0.017382974704657665,0.04226467130941031
2631,MYLPF,2.3782911,0.60243624,0.01739309227785579,0.0422835708752402
2632,RNU1-112P,2.3765748,1.3322676,0.017474218930902903,0.04246934545718431
2633,HMGN2P15,2.3757167,1.7215453,0.017514906528260907,0.04255103099996144
2634,WASHC5,2.3744295,0.1500048,0.01757609365429197,0.04268243236149319
2635,AP003174.1,2.3740003,0.92707247,0.017596530960659707,0.04272631023242575
2636,CDK2AP1,2.3727133,0.40701967,0.017657967917076512,0.04286971454467519
2637,COPZ1,2.3716407,0.17526299,0.017709308912906545,0.042982787720788916
2638,CSRP1,2.367779,0.8992773,0.017895221282965574,0.04339314480499692
2639,AP002956.1,2.3675644,0.9572952,0.017905599699486636,0.04340663927149744
2640,INTS6,2.3667064,0.5193527,0.017947166114613045,0.04348986806975156
2641,CYREN,2.3667064,0.40756747,0.017947166114613045,0.04348986806975156
2642,USP12,2.3664918,0.7230671,0.01795757091666309,0.0435033914107368
2643,AC245041.2,2.3664918,0.38052177,0.01795757091666309,0.0435033914107368
2644,RARB,2.3662772,2.5845184,0.01796798100242591,0.04352276461989709
2645,RPS7P10,2.3654191,0.19595627,0.01800967422669014,0.043600333470145414
2646,FAM209B,2.3654191,1.8306462,0.01800967422669014,0.043600333470145414
2647,TTF1,2.364132,0.40746582,0.018072372949403726,0.04374038090652786
2648,ZNF44,2.3639174,0.49397916,0.018082841301596493,0.04375984512486171
2649,KCNK6,2.3634884,0.6504731,0.01810379393879352,0.043798796442666654
2650,RPSAP74,2.3630593,0.3001483,0.01812476783448495,0.04384365781421279
2651,AC005005.1,2.3628447,1.1310217,0.018135262759798064,0.043851400876219054
2652,AL606490.2,2.3624158,0.664642,0.018156268576428717,0.04389630831695286
2653,TUBB4B,2.3596268,0.17354803,0.018293326432387073,0.04417437883713124
2654,NDUFS6,2.3589833,0.09465785,0.01832508349980458,0.044245141365793224
2655,AC006001.3,2.3581252,0.44358182,0.018367501323863392,0.044329754299103456
2656,AC233290.1,2.3566234,0.92399997,0.01844193935180821,0.0445034543951315
2657,CENPW,2.3555508,0.21590844,0.01849527089943855,0.04460827840896947
2658,SRRM1,2.3555508,0.12319826,0.01849527089943855,0.04460827840896947
2659,RBMXP2,2.3542635,0.114338525,0.018559446879364998,0.0447451121395839
2660,DHCR24,2.3521183,0.16072334,0.018666839912209937,0.04496195575008259
2661,AP000873.2,2.3521183,0.55539656,0.018666839912209937,0.04496195575008259
2662,DNAJC11,2.3512602,0.3260767,0.018709949117133515,0.04504774292839676
2663,SPEF2,2.3512602,1.9878528,0.018709949117133515,0.04504774292839676
2664,HNRNPA1P39,2.350831,0.3260355,0.018731536361131715,0.04508768047636082
2665,SNAP29,2.349973,0.17442854,0.018774776222162646,0.04518573044341146
2666,LINC00624,2.3480422,0.63868546,0.018872385261750575,0.045390364126007915
2667,ITLN2,2.3478277,1.2657982,0.018883258058266298,0.045410458978518795
2668,STK24,2.3446097,0.47487885,0.019047008609322034,0.04576763219793928
2669,CDS1,2.3441806,0.39416856,0.019068935549138452,0.045814216273379664
2670,ENOSF1,2.3424644,0.41728652,0.019156864141928777,0.046000958815580806
2671,DET1,2.3422499,1.7857814,0.019167880097281924,0.04602128400353791
2672,BX276092.2,2.3355994,1.0793651,0.019512132247787476,0.046804204976871246
2673,NOL4L,2.3355994,0.6490181,0.019512132247787476,0.046804204976871246
2674,ELL2P1,2.3313088,0.8724658,0.01973708600212275,0.04728092484184964
2675,COX6CP6,2.329807,0.8249278,0.01981635313763474,0.047451904565902835
