,names,scores,logfoldchanges,pvals,pvals_adj
69,GLIPR2,12.811364,1.7457229,1.4162256153996641e-37,2.5042201175831705e-35
70,NUCB1,12.766742,1.4073457,2.514620645762198e-37,4.4032716472783496e-35
71,HLA-F,12.68758,3.9445536,6.929407050893068e-37,1.1680260333636203e-34
72,GDPD2,12.672777,5.219804,8.369780636287037e-37,1.3977533662599352e-34
73,PEMT,12.653684,2.089596,1.06749468601254e-36,1.7663609318277222e-34
74,AC084198.2,12.610563,2.8388762,1.846686682956886e-36,2.9738250905187855e-34
75,NDUFV1,12.60284,0.96089953,2.036761868900419e-36,3.2508882360608812e-34
76,SNHG15,12.595546,1.4377445,2.2340862144541735e-36,3.534559558236445e-34
77,PDCL3P3,12.548564,3.0817647,4.047856514060885e-36,6.348446964139316e-34
78,MAPK3,12.459748,2.3336136,1.2376128952024867e-35,1.8601321814893375e-33
79,GPD2,12.451381,3.301814,1.3744585490597152e-35,2.048738379408349e-33
80,APOC1,12.390454,1.115018,2.9437090688775565e-35,4.2474189413020484e-33
81,GPAT3,12.356773,4.5691633,4.477739060341725e-35,6.409563626374869e-33
82,DENND5B-AS1,12.351839,2.4329495,4.761064859705734e-35,6.761461874775796e-33
83,OOEP,12.349264,3.4886525,4.915886318393184e-35,6.926791065510897e-33
84,HK2,12.260878,1.8818785,1.4690027064083768e-34,2.0488922315505265e-32
85,SPTBN1,12.260448,2.3902316,1.4768018967707277e-34,2.0488922315505265e-32
86,RBPMS2,12.235563,2.1813974,2.007084998254561e-34,2.7633423685892564e-32
87,PDPN,12.213252,4.2392545,2.641181729863047e-34,3.554951767149994e-32
88,TKTL1,12.168415,5.1071463,4.578890317724518e-34,6.072416600770544e-32
89,PPT2,12.157903,2.4933994,5.207859874275109e-34,6.806446426987382e-32
90,SPARC,12.153612,2.0312958,5.488599315535107e-34,7.070884089642228e-32
91,PQLC3,12.138809,2.6686318,6.577612295625376e-34,8.354494039711217e-32
92,ZNF703,12.112422,2.4480221,9.077345423527747e-34,1.14488812628494e-31
93,CHST2,12.083675,3.662497,1.2883031817844543e-33,1.6024714611492702e-31
94,OAT,12.011593,1.8075747,3.0883966307192405e-33,3.8152275090172754e-31
95,RASGEF1A,11.998721,4.3264275,3.6083066570684633e-33,4.338627924459121e-31
96,SLC7A3,11.975122,4.7583156,4.797299275022744e-33,5.655169263026811e-31
97,MFN1,11.95796,1.6819026,5.8993578221233934e-33,6.909144005182955e-31
98,MIR302CHG,11.921061,3.2129004,9.193090126797005e-33,1.069719829205876e-30
99,SLC6A8,11.906472,2.83368,1.0951311990553434e-32,1.2661401478309086e-30
100,SUSD2,11.881158,2.9692707,1.482991582782648e-32,1.69286304981442e-30
101,POLR3C,11.877296,1.7501069,1.5531021753673492e-32,1.7617453355299064e-30
102,WDR66,11.837822,2.5258508,2.4882992160385633e-32,2.7875133329485422e-30
103,CAVIN1,11.8065,4.600104,3.6128625202741734e-32,4.0223202725719134e-30
104,YPEL2,11.796204,2.9837155,4.0832170329363004e-32,4.518092172149639e-30
105,BOLA3,11.7713175,1.5694624,5.486077916918121e-32,5.996781897547589e-30
106,NBAS,11.750723,2.5887597,7.001736816554976e-32,7.607429230324432e-30
107,MYADM,11.683789,2.1406527,1.5426231463318605e-31,1.6463166311977182e-29
108,GALK1,11.674779,2.3074656,1.715112644519538e-31,1.8196336268561404e-29
109,PRAMEF18,11.663623,2.8368084,1.9554068813348882e-31,2.062439679050061e-29
110,TET1,11.643887,1.0083447,2.465208281281103e-31,2.570086506426935e-29
111,RHOC,11.641312,0.61734974,2.54076865052476e-31,2.616842917873379e-29
112,SLC8B1,11.641312,2.6554778,2.54076865052476e-31,2.616842917873379e-29
113,UAP1L1,11.6408825,3.2067122,2.5535836856604275e-31,2.616842917873379e-29
114,TBCD,11.626295,2.3527596,3.029646360572278e-31,3.087158291484836e-29
115,SLC34A2,11.60098,2.8248527,4.073855128186979e-31,4.104807323574322e-29
116,SFT2D2,11.498005,1.5565587,1.3499932065232697e-30,1.323286819176831e-28
117,ARL4D,11.411335,2.139968,3.670534228417036e-30,3.502738377975114e-28
118,LRPAP1,11.349121,1.1092331,7.491224157843204e-30,6.8238241874171725e-28
119,SLC25A16,11.341826,1.899225,8.1426853069963e-30,7.379973477235441e-28
120,APELA,11.332816,3.688399,9.02551492705666e-30,8.139209361219696e-28
121,DPPA5,11.297204,4.2208624,1.354621818891636e-29,1.2095029270064132e-27
122,MAP4,11.2551565,1.1380361,2.1843898168597928e-29,1.9407711693045922e-27
123,GPKOW,11.154326,2.5545206,6.820732564793049e-29,5.971783132942109e-27
