,names,scores,logfoldchanges,pvals,pvals_adj
38,SLC38A1,14.052337,2.3114374,7.453319933789943e-45,1.280267412627004e-42
39,AC022154.1,14.050648,2.1908593,7.633239623571484e-45,1.2988029231201442e-42
40,CD63,14.024698,0.6692015,1.1007985746077539e-44,1.8555143076285467e-42
41,ACYP1,13.827692,1.5790149,1.7349717841564543e-43,2.8190946936077303e-41
42,DYNLL1,13.8201685,1.0023533,1.9261839945053976e-43,3.1018441540088705e-41
43,HINT1P1,13.808038,1.0410552,2.279558859479334e-43,3.606502069260462e-41
44,TENM3,13.744621,2.444159,5.485911107295488e-43,8.456742968477045e-41
45,DNMT1,13.615025,1.0699475,3.26034547829318e-42,4.941478239201327e-40
46,MARCKSL1,13.509382,1.3279773,1.376720862293508e-41,2.035289956748009e-39
47,KRT19P1,13.502625,1.4817686,1.5090027560008706e-41,2.2127133095310328e-39
48,ITGA5,13.495102,2.9152174,1.6712395635129674e-41,2.430844900606442e-39
49,CHMP5,13.492492,0.82554924,1.7314871361716157e-41,2.4983281590393007e-39
50,TRIP6,13.474066,2.1756518,2.2228195822543053e-41,3.1818074591697346e-39
51,DLG5,13.438134,1.8840955,3.6143317468080276e-41,5.01446826041766e-39
52,GRAMD2A,13.428,2.058604,4.144526493766153e-41,5.706158766531782e-39
53,PSMD14,13.410496,0.61357844,5.248696340229173e-41,7.117705803937846e-39
54,CDKN1C,13.272607,3.632558,3.3376357959462884e-40,4.269333277708316e-38
55,CGB5,13.266158,4.1655054,3.6375823352736967e-40,4.587932517412335e-38
56,DDA1,13.194603,0.968042,9.424963685864604e-40,1.1485719259341485e-37
57,AL445524.1,13.16374,1.9356678,1.4188547577940698e-39,1.7060309607715896e-37
58,HIST1H2BK,13.16374,2.5843616,1.4188547577940698e-39,1.7060309607715896e-37
59,PKM,13.144238,0.5619308,1.8364435835724804e-39,2.150785485280081e-37
60,PIH1D1,13.121513,0.9203125,2.4793410511962186e-39,2.866499692267628e-37
61,CYP19A1,13.034297,3.9100616,7.808386327680999e-39,8.802003487878404e-37
62,TINAGL1,13.016484,3.0786185,9.86069545359025e-39,1.0910889766929679e-36
63,BNIP3,12.95875,0.7393722,2.09636777773735e-38,2.2777162192331836e-36
64,LGALS16,12.951072,4.5222635,2.3169547383888835e-38,2.5023111174599943e-36
65,UCHL1,12.888424,3.2896821,5.230208040225585e-38,5.5817770540537665e-36
66,PPARG,12.884277,2.0603514,5.518985759175689e-38,5.855319244264278e-36
67,PSMB2,12.86447,0.46737245,7.132990623003452e-38,7.479687143981993e-36
68,RXRA,12.832377,2.3110425,1.0799842353330116e-37,1.1194595211762182e-35
69,CCDC167,12.820861,0.971233,1.253010212241031e-37,1.291388125027385e-35
70,WBP2,12.7691145,1.1119891,2.4391306298226388e-37,2.485432770592153e-35
71,SERPINB9,12.767733,2.1919615,2.4828175210218674e-37,2.5157357757949664e-35
72,MRGPRX1,12.757905,3.2072837,2.816734102796527e-37,2.8381349875998974e-35
73,MGAT1,12.755295,1.187061,2.9126974303594196e-37,2.9023983897216845e-35
74,CDC42EP1,12.755295,2.051025,2.9126974303594196e-37,2.9023983897216845e-35
75,RP2,12.696793,1.6600817,6.160331197892475e-37,6.005823431631821e-35
76,FAM49A,12.649499,3.9421518,1.1259089410347805e-36,1.0687838768685949e-34
77,CBR1,12.611418,1.9737335,1.826759753689252e-36,1.716012443621841e-34
78,AP000769.1,12.566889,2.9835305,3.211148100138952e-36,2.9700649812362124e-34
79,RPL13A,12.557368,0.6715843,3.621796799435296e-36,3.332792197684439e-34
80,PELO,12.503779,1.7689583,7.118500137573505e-36,6.419463424063788e-34
81,RGS16,12.501169,2.539049,7.356168459340687e-36,6.6007887727695834e-34
82,NET1,12.402743,1.6573904,2.525288240758091e-35,2.2217609126981914e-33
83,PTS,12.394912,0.67501104,2.7845187738020175e-35,2.43794080603365e-33
84,KIAA1143,12.3789425,0.8583318,3.3979016614832775e-35,2.9606064911358643e-33
85,UFC1,12.296793,0.69345343,9.424213312370274e-35,8.132780445067476e-33
86,HMGA1,12.289269,0.7102409,1.0343713910322572e-34,8.883772575551328e-33
87,CBWD2,12.280056,0.92923504,1.1591804751024725e-34,9.861782570258582e-33
88,KATNBL1,12.269921,1.6683632,1.313804561333503e-34,1.1124778905263409e-32
89,GJA5,12.255795,3.81468,1.5640795439049468e-34,1.3182120866294215e-32
90,TGIF1,12.1979065,0.8769209,3.1891860473856266e-34,2.6027221516129937e-32
91,BHLHE40,12.148617,3.1812294,5.834442983144694e-34,4.6356834204404267e-32
92,CRYBG1,12.14186,3.3039234,6.336862487032477e-34,5.012791746320954e-32
93,ANXA1,12.140632,3.8771398,6.432723328790077e-34,5.066401657557111e-32
94,NABP1,12.12282,1.2859825,7.995953584279181e-34,6.243074408920316e-32
95,MID1,12.105315,2.377093,9.898819508781437e-34,7.629705498306924e-32
96,SP6,12.101937,2.4017982,1.0314785404927998e-33,7.882943625562771e-32
97,HMGN4,12.081822,1.2282089,1.317669281922413e-33,9.985497129728e-32
98,PRDX6,12.070306,0.62539214,1.5156994168123189e-33,1.1438140034153551e-31
99,AC005176.1,12.039903,4.388992,2.1921372900956428e-33,1.627053010870988e-31
100,ATP5IF1,12.031304,0.67936385,2.4328759167934345e-33,1.7983340178396058e-31
101,TCF7L2,12.019941,1.102241,2.791699030940398e-33,2.055146274369021e-31
102,PAIP2,12.010881,0.73727673,3.1150578317683056e-33,2.269661506653084e-31
103,PKIA,11.994144,3.6871965,3.813356265461438e-33,2.7511077441545e-31
104,PSMC1,11.968041,0.601634,5.224759582858562e-33,3.724654697092373e-31
105,SOX13,11.954682,2.0996964,6.1367862538040165e-33,4.357601451716899e-31
106,CNN2,11.92474,1.7889342,8.795834003750187e-33,6.148901631458852e-31
107,KRT7,11.917063,2.0326216,9.644970206569145e-33,6.71647423342398e-31
108,BCL2L12,11.881592,0.6518607,1.4753024563686617e-32,1.0078998145100447e-30
109,CARHSP1,11.857792,0.8319232,1.960782059462169e-32,1.334515668847535e-30
110,SYNE2,11.829845,0.96831614,2.73644684293607e-32,1.8347418311968385e-30
111,TPM1,11.821861,1.1987675,3.009431655482126e-32,2.01030034586206e-30
112,AC003093.1,11.800671,3.0110059,3.872115411109941e-32,2.5581492144607653e-30
113,CYP1A1,11.798828,3.5440075,3.9578354397542296e-32,2.6052379558907768e-30
114,SDC1,11.791612,3.1825988,4.3121011443789897e-32,2.8281111360007076e-30
115,ARL3,11.769346,1.1767669,5.615773952114339e-32,3.656537870048167e-30
116,FKBP1A,11.767964,0.7180595,5.70851524165088e-32,3.703553269727168e-30
117,HMOX1,11.7106905,1.0667062,1.1236103270700822e-31,7.263597082091758e-30
118,SEC61B,11.700863,0.62176925,1.261637095459003e-31,8.097824431921202e-30
119,PLEKHF1,11.699635,2.4560344,1.280033578663624e-31,8.186767952048625e-30
120,VAT1,11.673685,0.9303516,1.7373219814782216e-31,1.1072204684784877e-29
121,GAPDHP35,11.657255,1.6774858,2.107275650384862e-31,1.3335727589593462e-29
122,TOP1,11.613186,0.61867094,3.5320636567639457e-31,2.2196620248569522e-29
123,STX10,11.578944,1.4738834,5.269116860932989e-31,3.28836649494074e-29
124,PLD3,11.517063,1.309785,1.082376979223844e-30,6.685531231945633e-29
125,CTNND1,11.469002,0.7807948,1.8882506005158377e-30,1.1544572146069033e-28
126,SLC1A5,11.4660845,1.7636498,1.952982297129923e-30,1.1841115685779667e-28
127,MCRIP1,11.465624,1.583116,1.9634025058420267e-30,1.1843454045273175e-28
128,FAM241B,11.448426,2.418645,2.3945421821756047e-30,1.4348160397913358e-28
129,SLTM,11.446891,0.7097165,2.4373275307651866e-30,1.455617196850361e-28
130,ADIPOR1,11.422015,0.64822656,3.246182947201601e-30,1.9259261722278972e-28
131,REXO2,11.402668,0.6790581,4.054992781745514e-30,2.3978967151331833e-28
132,ARID3A,11.398369,1.4145344,4.260284834463531e-30,2.5110620024308576e-28
133,ANKMY2,11.386085,1.8578662,4.9054211578090844e-30,2.8818949837864705e-28
134,PPM1N,11.355374,1.983209,6.974062981763873e-30,4.031544869842731e-28
135,GABARAP,11.321133,1.076852,1.0313098414613397e-29,5.94271702894464e-28
136,BEX3,11.3148365,1.4541023,1.1080822125674904e-29,6.364767766199763e-28
137,CGB8,11.313608,3.8158317,1.1237105140692922e-29,6.43404534341389e-28
138,HIST1H2AC,11.311305,2.8444393,1.1536054669352277e-29,6.563542019445983e-28
139,OSBPL9,11.308081,1.0670109,1.1967886708285529e-29,6.787824046246471e-28
140,BLVRB,11.303474,1.5018083,1.2612754097648424e-29,7.131148366933761e-28
141,TLN1,11.279213,1.7434962,1.6622612206877226e-29,9.253254128494988e-28
142,CDC123,11.270308,0.4982832,1.839270586593913e-29,1.0175792730002396e-27
143,SEMA7A,11.265393,2.9168825,1.944810340132897e-29,1.0726788775118328e-27
144,CYP11A1,11.253724,2.0065246,2.2201671220252852e-29,1.220821165025855e-27
145,TFEB,11.22977,2.6593812,2.912361968025838e-29,1.591738195615576e-27
146,HOPX,11.21595,3.783133,3.405091819603664e-29,1.849826387300352e-27
147,QSOX1,11.199981,2.1685505,4.0782086533489725e-29,2.2088459841382005e-27
148,C1orf21,11.127505,2.0126758,9.217942524723293e-29,4.889847393409097e-27
149,LINC01356,11.123667,1.8333442,9.623423228060292e-29,5.0899724733517716e-27
150,TBCB,11.122438,0.74897873,9.756877079986532e-29,5.1454688600771074e-27
151,GAST,11.12167,4.0664144,9.841216434399977e-29,5.1748157320944024e-27
152,BABAM1,11.117371,0.6707669,1.0327057768046657e-28,5.414500404200277e-27
153,SEPT9,11.108926,1.8286442,1.1351719180594867e-28,5.883322044287616e-27
154,PRR9,11.103244,4.391023,1.2097158409913687e-28,6.233838545177236e-27
155,SLC36A4,11.093417,2.701862,1.3502949845598533e-28,6.918727369750429e-27
156,RPS19,11.087275,0.65456253,1.4462664955421528e-28,7.389479465608574e-27
157,RRM2,11.063321,0.6955495,1.8896862955815948e-28,9.600670993552014e-27
158,BPGM,11.053186,1.9058466,2.1156899487486026e-28,1.0629132009924735e-26
159,PSMB4,11.046891,0.5473115,2.269383216248275e-28,1.1369609913403857e-26
160,SDF2L1,11.0343,0.7031719,2.610767725051558e-28,1.304371376427421e-26
161,SLC25A13,11.0293865,0.85528344,2.7574021057098246e-28,1.3738260878061434e-26
162,ZFP36L1,11.006507,0.9644663,3.555204756967759e-28,1.7519582785975548e-26
163,RPLP1,10.987774,0.5041866,4.375848267206642e-28,2.1504849958402996e-26
164,PLAAT3,10.985164,1.424658,4.504211496098045e-28,2.20755322129414e-26
165,FADS2,10.970883,2.5436563,5.275436076334162e-28,2.5785302187740638e-26
166,FAM129B,10.93265,2.2101784,8.04642178855761e-28,3.880354635786766e-26
167,SEC11A,10.922054,0.5136771,9.04268987041639e-28,4.303270567356992e-26
168,HSD17B11,10.911921,1.9627285,1.0109812511520144e-27,4.7984362752046664e-26
169,TAF11,10.905471,0.80764025,1.0852979835431964e-27,5.110818389343365e-26
170,HSD3BP2,10.858177,3.3270555,1.8235236553169674e-27,8.476565115282687e-26
171,DDB1,10.827774,0.60507816,2.5426022411492237e-27,1.1758557441376256e-25
172,PTTG1,10.820711,0.65467143,2.746383871410016e-27,1.26684858068417e-25
173,MFSD10,10.812726,1.1033683,2.996301415838727e-27,1.3750964971009486e-25
174,RPS19P1,10.811498,0.46633795,3.036702023353398e-27,1.3901004490660377e-25
175,BEX2,10.8108835,2.0022545,3.057104432509949e-27,1.39589710239872e-25
176,MSI2,10.793686,2.214137,3.686981729680839e-27,1.6708141325759699e-25
177,CHEK2,10.786009,1.2583406,4.0082204479605154e-27,1.8118361904615502e-25
178,MMP14,10.778331,2.521334,4.35719326014658e-27,1.9646584410000932e-25
179,CSF3R,10.754377,3.3972588,5.651450648962088e-27,2.54188438665038e-25
180,SERTAD1,10.735644,1.4625833,6.923454656649815e-27,3.106254432520798e-25
181,PSMD13,10.723667,0.47208098,7.881522033989718e-27,3.5099044791367543e-25
182,DCTD,10.72336,1.4023951,7.90774296073994e-27,3.5129076857119593e-25
183,POLR2G,10.675759,0.43742478,1.3217254185607116e-26,5.857159618958475e-25
184,TGFBR2,10.669618,3.3070493,1.4120686111816936e-26,6.211724261286103e-25
185,LRRC58,10.666239,1.3362739,1.4643398472468478e-26,6.425993548648211e-25
186,ODF2L,10.657487,1.6267074,1.6088639476304083e-26,7.02602183037822e-25
187,HIF1A,10.653341,1.0661733,1.682173561058161e-26,7.328425687740336e-25
188,TMEM154,10.64597,2.6815143,1.8207703063349683e-26,7.894089722369588e-25
189,LYPLA2,10.644435,0.7525285,1.8510392414167083e-26,8.006077639854136e-25
190,CTNNAL1,10.586085,0.63123137,3.457489480506844e-26,1.466235151980285e-24
191,SMAGP,10.585932,0.827886,3.4631635326214316e-26,1.466235151980285e-24
192,PGC,10.580865,3.1754696,3.6556757506418717e-26,1.5441163428238125e-24
193,LINC00665,10.57718,1.539267,3.802312041040173e-26,1.6023014012196393e-24
194,BNIP3L,10.5391,1.6716001,5.704263259619463e-26,2.3870555023317085e-24
195,KRT23,10.529579,3.300018,6.311606989105051e-26,2.6290102460854208e-24
196,DSC2,10.5214405,0.7779802,6.881307330565341e-26,2.8597064288957718e-24
197,PPP1R15A,10.514531,1.5889753,7.404820211363146e-26,3.063149938810681e-24
198,SEMA6A,10.509311,0.6680559,7.826371625911148e-26,3.2301244541174708e-24
199,PSMB7,10.501479,0.32517546,8.503689296644701e-26,3.5016561679060234e-24
200,AC140125.2,10.492113,2.6509724,9.39047686272605e-26,3.858010038636151e-24
201,PSMA7,10.454953,0.2858171,1.390669905616683e-25,5.687556103787413e-24
202,SRP19,10.441441,0.714826,1.603577318435795e-25,6.5434661799339355e-24
203,AL136298.3,10.427161,0.8127644,1.86374042684608e-25,7.58790571977334e-24
204,MPST,10.418101,1.1250905,2.0500476305227318e-25,8.327625915339637e-24
205,SLC20A2,10.414109,1.6440476,2.137899767719144e-25,8.64555161672253e-24
206,NABP2,10.404435,1.6486773,2.3665493024819395e-25,9.52747393293845e-24
207,PSMC1P1,10.397372,0.45577016,2.548653017039686e-25,1.0237751851966098e-23
208,ZNF331,10.389848,1.1561033,2.757921686247876e-25,1.1029240694715453e-23
209,HS3ST3B1,10.380021,2.4742138,3.057085843450161e-25,1.2198584131076793e-23
210,MYL6B,10.378486,0.95454127,3.1066495861111293e-25,1.236899159715239e-23
211,ESYT1,10.365894,1.8250086,3.5442798068530643e-25,1.40185593413162e-23
212,ERVH48-1,10.363131,1.109939,3.6482350106778814e-25,1.4398154628574678e-23
213,LINC00643,10.360366,3.2838814,3.75521083027852e-25,1.475576961544736e-23
214,ERVV-2,10.355606,2.3281074,3.946781825657005e-25,1.5432570380959336e-23
215,SNRPB,10.3293495,0.2953448,5.191163840283459e-25,2.0135017424376875e-23
216,PRKCH,10.317833,3.0697386,5.85293332017362e-25,2.259239897100255e-23
217,MUC15,10.310923,2.86002,6.289432774999925e-25,2.4186825059679882e-23
218,SH3BP5,10.298025,1.9474257,7.192290954338137e-25,2.748308467212768e-23
219,MAGED1,10.293571,1.4732299,7.532909163104397e-25,2.872379485533846e-23
220,CCR7,10.288658,3.0929577,7.927333906646801e-25,3.0164007244785166e-23
221,MBOAT7,10.286355,1.0777948,8.119198263588715e-25,3.076425627774917e-23
222,SELENOK,10.264705,0.57580304,1.016318647996299e-24,3.826789798593163e-23
223,MRPS15,10.249503,0.27457726,1.189538617386989e-24,4.460398857212419e-23
224,ACADVL,10.233227,0.967027,1.4075041318281187e-24,5.255847727050093e-23
225,ITGB4,10.22125,3.085341,1.5927447663282242e-24,5.935277811052862e-23
226,RPL23A,10.218486,0.3964071,1.6388111934420547e-24,6.094350244313588e-23
227,GNG12,10.185933,2.251535,2.291514689319187e-24,8.486603477733235e-23
228,EIF1,10.1724205,0.43309653,2.6328362181698415e-24,9.730703694858864e-23
229,NOS2,10.171346,3.2334154,2.662055810175011e-24,9.818576399246727e-23
230,TNFRSF10B,10.1672,2.442814,2.7778001098754664e-24,1.0224571996268146e-22
231,PINCR,10.143553,3.3888197,3.539858508690795e-24,1.2976603264786014e-22
232,BCAR4,10.131576,2.2721941,4.00147612590694e-24,1.4573399516974095e-22
233,GSE1,10.131422,0.8865913,4.007765668895072e-24,1.4573399516974095e-22
234,OVOL1,10.099176,1.8706295,5.570787420547362e-24,2.013521481302449e-22
235,MYO10,10.08981,1.9776503,6.128793271122545e-24,2.20197042705112e-22
236,IMPA2,10.064474,1.2078409,7.930989314094845e-24,2.8325410548319726e-22
237,CDO1,10.050808,2.3757732,9.111694422008097e-24,3.2286546285921026e-22
238,RPL18A,10.050808,0.5360971,9.111694422008097e-24,3.2286546285921026e-22
239,FSCN1,10.039753,1.1468123,1.0192941845874957e-23,3.5766517340895085e-22
240,TMUB1,10.017948,1.1799024,1.2711401457085796e-23,4.425923488030877e-22
241,SLC25A26,9.992152,0.8732554,1.649609801207814e-23,5.721608148958486e-22
242,BSDC1,9.991845,1.165823,1.6547293792403752e-23,5.728349152395279e-22
243,RAB8B,9.989696,1.8169403,1.6910096566816335e-23,5.831558349504769e-22
244,CGB7,9.982939,3.347379,1.81023960579896e-23,6.230817085914131e-22
245,B3GNT5,9.981096,3.0425537,1.8441771967427847e-23,6.335539032467213e-22
246,ERRFI1,9.971269,1.8165326,2.03610311584481e-23,6.9815885546344095e-22
247,ADAP2,9.943937,2.3122823,2.680199148819036e-23,9.103591685141268e-22
248,JOSD2,9.916759,1.5185134,3.520019941010415e-23,1.1866743860946513e-21
249,NR6A1,9.897872,0.7890627,4.252269016527216e-23,1.4308567907105386e-21
250,CYTOR,9.895722,1.879062,4.344631491179953e-23,1.4592136606130659e-21
251,MMP19,9.878832,3.1865628,5.142902855674824e-23,1.7145544529565825e-21
252,BZW2,9.873918,0.6812741,5.40127060029597e-23,1.7973674639656478e-21
253,DAXX,9.853342,0.71639335,6.630175727781177e-23,2.1981957615121564e-21
254,FIGN,9.845204,1.879023,7.189319631634675e-23,2.370504001392377e-21
255,NUCB2,9.841979,2.2670598,7.423561747158977e-23,2.4432729867109365e-21
256,CEP85,9.833688,1.1935166,8.061163562835348e-23,2.6434753821690606e-21
257,ST8SIA4,9.831538,3.0140698,8.235132760707795e-23,2.695623493142029e-21
258,MTRNR2L1,9.8307705,1.9933766,8.298161124196623e-23,2.7113339499277225e-21
259,FHDC1,9.804206,2.734195,1.0799291878008952e-22,3.496876630372881e-21
260,SRI,9.760137,0.96560866,1.6692954861161935e-22,5.3571909942333924e-21
261,TNNC1,9.755684,1.695406,1.744207953914063e-22,5.567882240140538e-21
262,TBC1D15,9.745857,1.1319346,1.9215100927775023e-22,6.123031101295942e-21
263,CNKSR1,9.729427,2.1767035,2.258618675611095e-22,7.171909583331287e-21
264,GOLGA7,9.727123,0.93995535,2.3103341329507176e-22,7.323231357100025e-21
265,C5orf30,9.726356,2.6331744,2.3278317145494577e-22,7.365749614669125e-21
266,EPHB4,9.722363,1.477927,2.420955373981306e-22,7.633627819078119e-21
267,FOSL1,9.707162,2.6937337,2.8105341723626735e-22,8.815790318736205e-21
268,FST,9.700406,2.6330917,3.003017788658374e-22,9.403199450736535e-21
269,TMEM106C,9.700099,0.8423893,3.012070425098611e-22,9.415199685802174e-21
270,IFI6,9.698871,2.5167964,3.0485518412897185e-22,9.512747579498507e-21
271,MXD1,9.682901,2.0527508,3.564548783279467e-22,1.1065439217767377e-20
272,PSMC4,9.673074,0.4189534,3.9241123903535897e-22,1.2119056690482422e-20
273,MTMR14,9.673074,1.3159353,3.9241123903535897e-22,1.2119056690482422e-20
274,LGMN,9.66386,0.91526324,4.293703479188163e-22,1.3192714812715113e-20
275,RHBDD3,9.662325,0.93515635,4.358565763055105e-22,1.3369233350758822e-20
276,CD24,9.651884,1.4329567,4.826088583807262e-22,1.4753107406364028e-20
277,DOCK9,9.629465,1.3198193,6.004099964528015e-22,1.8261373855013032e-20
278,SERP1,9.629465,0.4528556,6.004099964528015e-22,1.8261373855013032e-20
279,CCND1,9.625012,2.7329404,6.2699313291794395e-22,1.903779149041757e-20
280,PLPP3,9.614417,1.1804485,6.950162040136841e-22,2.1067751690068582e-20
281,KRR1,9.612882,0.70705736,7.054623589183654e-22,2.134852198901282e-20
282,PLXNA1,9.607508,1.2726125,7.432622418749172e-22,2.2454736674130662e-20
283,SOX15,9.598141,1.4291072,8.139915040738089e-22,2.4545966611807222e-20
284,MLLT11,9.597987,2.9184735,8.152048126232273e-22,2.4545966611807222e-20
285,KIF14,9.581864,1.2769958,9.53083464473477e-22,2.8459955902721246e-20
286,RGL2,9.561289,1.4755054,1.1629908324024465e-21,3.461337071486886e-20
287,SMG7,9.541942,1.2405372,1.4018279947468754e-21,4.15844896599583e-20
288,MED12L,9.511846,1.5369098,1.873092294114509e-21,5.520113172655112e-20
289,DIP2B,9.505704,1.091249,1.9870004654384256e-21,5.836732963297629e-20
290,ZNF292,9.503247,1.39278,2.0344590175395703e-21,5.966423226072145e-20
291,RHEB,9.496183,0.44983962,2.1772387468017003e-21,6.35415502221933e-20
292,COTL1,9.491577,1.8827727,2.27565101288825e-21,6.630636780040788e-20
293,TWSG1,9.466087,2.1077,2.9052174262124785e-21,8.424196382502936e-20
294,PLXNA2,9.459792,1.9488809,3.085562806801648e-21,8.918463266582456e-20
295,MBNL2,9.4593315,2.9493067,3.099185400964904e-21,8.94350526268848e-20
296,TFAP2A,9.454111,1.4972085,3.2577949060810678e-21,9.371226303999703e-20
297,DSP,9.446433,0.51678234,3.505735940725679e-21,1.0068384303651011e-19
298,YIPF3,9.445665,0.8868669,3.5315336925326675e-21,1.0110276456907808e-19
299,ARL5B,9.441827,1.0550078,3.663366074930018e-21,1.0471072983746087e-19
300,PDLIM2,9.433535,2.9482634,3.964964953529494e-21,1.1297331422094463e-19
301,PSMD11,9.424015,0.38244054,4.341623707785878e-21,1.2292861097900486e-19
302,QPRT,9.405589,1.036643,5.173976306817593e-21,1.4535488577844567e-19
303,CDKN1A,9.403746,2.5898125,5.2654274987760015e-21,1.4769401301387864e-19
304,PKIB,9.394533,1.324196,5.7472192080213e-21,1.6095783483831084e-19
305,RILPL2,9.380406,2.2425287,6.57189453496787e-21,1.8320044796395751e-19
306,TRIM5,9.371039,1.467388,7.182145587638667e-21,1.9867665309609049e-19
307,P2RY6,9.35676,1.3620725,8.221960295423888e-21,2.260537742199165e-19
308,AC016739.1,9.355838,0.48048884,8.293938852408139e-21,2.276856638387111e-19
309,C1orf198,9.350003,2.3770442,8.76449509490948e-21,2.3987319200574716e-19
310,ERVW-1,9.342787,1.7627434,9.383155554703533e-21,2.560281294775082e-19
311,TRPV2,9.341866,3.004429,9.465179167638771e-21,2.5787608983011006e-19
312,ARG2,9.341098,2.0874283,9.534073518275226e-21,2.5936131218041023e-19
313,ELOVL1,9.325743,0.59167606,1.1020935532668077e-20,2.9845884874955174e-19
314,AKR7A2,9.324207,1.1750387,1.1181675570226231e-20,3.0235787194093e-19
315,TREM1,9.316836,3.4692118,1.1986081568858838e-20,3.23140459156858e-19
316,GTF3C6,9.305166,0.37527186,1.3378246931288684e-20,3.5906259174512305e-19
317,PRKAB1,9.305166,0.90992403,1.3378246931288684e-20,3.5906259174512305e-19
318,OAZ2,9.302095,1.475511,1.377044260449981e-20,3.6903967728790275e-19
319,RHOBTB1,9.294265,2.2068262,1.482274798725533e-20,3.9547793298541e-19
320,SLC7A6,9.292422,1.4703544,1.5081682589875808e-20,4.017920637976368e-19
321,UBE2H,9.289504,1.235172,1.5500837969723376e-20,4.1234972510609263e-19
322,CENPU,9.282748,0.98132473,1.651625170006621e-20,4.380692877388149e-19
323,PMEL,9.280445,1.7533185,1.6877231577812615e-20,4.469864151797773e-19
324,PHLDB3,9.276914,2.148368,1.7445938983830988e-20,4.6069539606497175e-19
325,CDC42EP3,9.274456,1.9174097,1.78526959315576e-20,4.707474032479136e-19
326,GSK3B,9.270464,1.0471025,1.8533764860682226e-20,4.872813163662751e-19
327,HAPLN1,9.238218,2.106258,2.5063525553742435e-20,6.541906611972483e-19
328,U2AF2,9.223324,1.2264661,2.8802962274105015e-20,7.507084213522516e-19
329,FRS2,9.218257,1.1923035,3.019688768136731e-20,7.8590341446052065e-19
330,ACER3,9.217336,1.2504283,3.045739965264393e-20,7.915412970246195e-19
331,BCAM,9.185397,2.2389379,4.10011691259598e-20,1.0579357458595293e-18
332,NATD1,9.183862,1.9264063,4.159030429298466e-20,1.0716038974689591e-18
333,ANKRD36B,9.182019,1.7778242,4.230832092363415e-20,1.0885490387712776e-18
