,names,scores,logfoldchanges,pvals,pvals_adj
79,CDC42,9.493535,0.509164,2.23329571592914e-21,3.695387296559447e-19
80,SLK,9.461943,0.8478,3.0227482688197595e-21,4.956207979675744e-19
81,GARS,9.445515,0.5282355,3.536628643838324e-21,5.746543623447567e-19
82,SATB2,9.440776,2.149079,3.700303722100896e-21,5.95881052962605e-19
83,MAP2K6,9.421662,2.4835665,4.4400309649969765e-21,7.086760927848271e-19
84,SLC39A11,9.418977,2.2643638,4.555053442870469e-21,7.206574025930858e-19
85,ATP2B1,9.394019,0.73613995,5.775365227679154e-21,9.057781499688803e-19
86,HPGD,9.367323,1.6237831,7.43953950893074e-21,1.1567201257161622e-18
87,LDHBP2,9.342049,0.28309408,9.448748175062005e-21,1.456560872524943e-18
88,AMD1,9.322619,0.40765533,1.1350255508270871e-20,1.734857697857402e-18
89,GDPD3,9.3216715,1.8815845,1.1452121482629072e-20,1.735718176980655e-18
90,RFLNB,9.297346,1.543433,1.4399534676269632e-20,2.1114634749690983e-18
91,FUOM,9.284235,1.3545785,1.628731319448144e-20,2.3690159739973166e-18
92,PROM1,9.276337,1.2357291,1.7540554535425072e-20,2.5308915328074124e-18
93,FAM210A,9.273335,0.77351624,1.804138873729449e-20,2.582495930681297e-18
94,C4BPB,9.269229,1.7198714,1.8749724576232985e-20,2.662756161078253e-18
95,ST6GALNAC1,9.26291,2.2064738,1.9893509376950576e-20,2.781390194749462e-18
96,HNRNPD,9.26291,0.65679204,1.9893509376950576e-20,2.781390194749462e-18
97,PSPH,9.23416,1.2474552,2.603184785992871e-20,3.611618523089802e-18
98,YEATS4,9.2153635,0.7694958,3.102259270861038e-20,4.257579394447581e-18
99,STC2,9.209835,1.5130947,3.2662773484956286e-20,4.429366786275726e-18
100,SLC35B4,9.154863,0.8803184,5.442644787934473e-20,7.325637417551206e-18
101,OAT,9.143491,0.9319316,6.046843226920385e-20,8.078582551165633e-18
102,RIDA,9.117427,0.7673389,7.692920778022645e-20,1.0202170525912972e-17
103,PPT1,9.086624,0.59687316,1.0216193197265838e-19,1.3449581058823844e-17
104,HNRNPDL,9.060086,0.42035744,1.3034731217771195e-19,1.70358269741827e-17
105,ABCC4,9.044606,1.9728355,1.5020579274724743e-19,1.949001207186586e-17
106,HMGCS1,9.040499,1.3645246,1.5595818924781373e-19,2.00650227164612e-17
107,AK6,9.039867,0.54385906,1.56862286705535e-19,2.00650227164612e-17
108,RPS20P10,9.0379715,0.5136562,1.596057694230112e-19,2.0272180685305846e-17
109,STXBP6,9.001956,1.9071031,2.2173095959372267e-19,2.7739489434186657e-17
110,ATP5F1B,9.001325,0.24917543,2.2301097626730235e-19,2.7739489434186657e-17
111,SNX5,8.998797,0.3935829,2.282044634623422e-19,2.819106645895071e-17
112,RNASE1,8.936244,2.1683488,4.0262271512226083e-19,4.8736263690906693e-17
113,SQLE,8.933558,0.5688919,4.1252087187669224e-19,4.960150963445348e-17
114,BOLA3,8.922343,1.0047344,4.565248629162737e-19,5.452902269905903e-17
115,ACSL4,8.898965,2.0423982,5.636996483138701e-19,6.688741353282212e-17
116,NPM3,8.874797,0.8035321,7.006135478755511e-19,8.20536749966457e-17
117,CSE1L,8.8699,0.34976587,7.32117893240147e-19,8.519018272567285e-17
118,GCSH,8.867688,0.47511098,7.468004642201189e-19,8.634162290175683e-17
119,CDX1,8.836411,1.9524596,9.884201431048825e-19,1.1141966063149788e-16
120,MRPS5,8.809401,0.4007156,1.2581727624123465e-18,1.4094660834080177e-16
121,AC104339.1,8.805135,0.6406201,1.306949543614566e-18,1.4543132847922077e-16
122,ALPP,8.798501,1.5421317,1.3865604806989564e-18,1.5248783432857547e-16
123,SRM,8.782073,0.6553841,1.604893057637144e-18,1.7542940113662743e-16
124,MIR302CHG,8.74274,1.7957207,2.2752372163822722e-18,2.4426296687303964e-16
125,DDX17,8.719204,0.36873794,2.801651532983331e-18,2.989975565022921e-16
126,AL513534.2,8.695509,1.4758903,3.4527738774591657e-18,3.641767816014825e-16
127,PCYT2,8.693614,1.162169,3.510896727061547e-18,3.6815426377489576e-16
128,ESF1,8.690139,0.616191,3.61997496802487e-18,3.7739808394969105e-16
129,NDUFA4,8.676554,0.26815474,4.0794156335136676e-18,4.228525308393822e-16
130,NDUFA1,8.660126,0.44470152,4.712439601451107e-18,4.856021225617271e-16
131,SNHG19,8.654123,0.94241196,4.9671523274340655e-18,5.060964568230517e-16
132,TMEM65,8.653491,1.7948596,4.9947421442949204e-18,5.060964568230517e-16
133,ADI1,8.632324,0.5569308,6.0117583269346295e-18,6.040447300301682e-16
134,ACSL6,8.632009,2.3501132,6.0283905192631554e-18,6.040447300301682e-16
135,IMPDH2,8.628849,0.25596604,6.197230782193361e-18,6.17531792196903e-16
136,POLR3G,8.608472,1.3128523,7.404076577109502e-18,7.218374332148486e-16
137,POMC,8.605471,1.7452044,7.600412871864228e-18,7.369948739620603e-16
138,TUBB2B,8.598836,1.9741775,8.052837669640324e-18,7.766897337413523e-16
139,EIF4E,8.574194,0.50306714,9.978285739018105e-18,9.522135533805848e-16
140,FUT1,8.572615,2.3112326,1.0116154464366826e-17,9.602892732595794e-16
141,BRI3BP,8.569298,1.277963,1.0411827211412286e-17,9.831817569896963e-16
142,GPRC5A,8.559978,2.0192578,1.1288937234900015e-17,1.06045454150342e-15
143,OAF,8.550342,2.1856728,1.2272434410750251e-17,1.1468685338460701e-15
144,FAM173A,8.53344,1.0946945,1.420591270046223e-17,1.320710523018231e-15
145,GLT1D1,8.522383,2.4125054,1.563039862403874e-17,1.445691638888014e-15
146,ATP5MG,8.52175,0.26989648,1.5715925136373176e-17,1.4461858457123807e-15
147,PIBF1,8.509904,1.5485955,1.7407797764014644e-17,1.5937413221917164e-15
148,AL109741.2,8.505955,0.54597396,1.8010748162005662e-17,1.6406154234845156e-15
149,GALNT11,8.49395,1.3956947,1.9973122945417167e-17,1.8102273640379095e-15
150,ZNF740,8.466622,1.6467928,2.526123161055915e-17,2.2555028382576476e-15
151,UQCRC2,8.4633045,0.50042963,2.599053810469582e-17,2.309188892888147e-15
152,NDST1,8.436609,1.336733,3.266766932781603e-17,2.8501959188759134e-15
153,G3BP1,8.436451,0.36913103,3.271182940825649e-17,2.8501959188759134e-15
154,IARS,8.420655,0.4909716,3.743854854391416e-17,3.2308213470719417e-15
155,TLE1,8.406596,0.74853945,4.220808629006625e-17,3.607891205344242e-15
156,PDHA1,8.405491,0.5204658,4.260768959307919e-17,3.624869290098002e-15
157,AC020904.2,8.375793,0.7026989,5.485296010008856e-17,4.64473233974271e-15
158,SLC25A43,8.354942,2.0614514,6.546453687463503e-17,5.491713428236825e-15
159,MTDH,8.306764,0.7515436,9.834719405811779e-17,8.174147428719874e-15
160,ATP1B1,8.288598,1.3548537,1.1459071201427115e-16,9.394354917679066e-15
161,B3GNT7,8.287651,1.8047448,1.1550724613234816e-16,9.426645661733173e-15
162,NR5A2,8.280858,2.1117299,1.2229065879654168e-16,9.935289738983899e-15
163,NUFIP2,8.260481,0.69570607,1.4508644722229092e-16,1.1682049830809102e-14
164,GPR155,8.218306,2.1223047,2.063991564990176e-16,1.6471748613346377e-14
165,LINC02582,8.216568,1.9958065,2.0941041864956675e-16,1.663844189763694e-14
166,MCM3AP,8.195717,1.0211849,2.4910463559569776e-16,1.9705487752649145e-14
167,IGDCC3,8.182606,1.9965657,2.7777086460163335e-16,2.181064809585748e-14
168,ATP11A,8.182447,0.82807595,2.7813534387043803e-16,2.181064809585748e-14
169,JDP2,8.177235,0.9523318,2.904312445494106e-16,2.2578525546091247e-14
170,SNRPG,8.170127,0.23191722,3.0806575784129147e-16,2.384666956405808e-14
171,AGO2,8.1650715,0.6247764,3.2124381268907006e-16,2.4655120875149225e-14
172,DUSP6,8.150539,1.5070142,3.623046648030397e-16,2.7571843605011074e-14
173,HNRNPF,8.145168,0.29626438,3.787536347322782e-16,2.870252334466962e-14
174,NDUFC1,8.144537,0.40702322,3.807365511803393e-16,2.873206877442929e-14
175,TERT,8.140588,2.2724757,3.9336363866669997e-16,2.956127744580251e-14
176,SLCO4C1,8.126529,2.0482478,4.417574921037994e-16,3.3060324180847e-14
177,IQGAP2,8.111523,1.2304432,4.9989328255705e-16,3.725650927354939e-14
178,HAVCR1,8.103783,0.87653464,5.327630318904096e-16,3.9542856144754845e-14
179,PEX5,8.067609,2.093046,7.168810463032235e-16,5.299043668493827e-14
180,ARHGAP18,8.061449,0.62136525,7.539557919012004e-16,5.527783196231728e-14
181,EML3,8.057026,1.3231003,7.817323136756256e-16,5.708228343908333e-14
182,NAALAD2,8.041229,1.4226007,8.894153681239486e-16,6.468344991727233e-14
183,DHCR24,8.039334,0.64725685,9.032813389742675e-16,6.516632891895955e-14
184,AC007663.1,8.039334,1.5504689,9.032813389742675e-16,6.516632891895955e-14
185,BCS1L,8.035859,1.0207183,9.292576086812315e-16,6.677326784930156e-14
186,OXA1L,8.030172,0.52555215,9.733603739875217e-16,6.966479248110692e-14
187,TBL1XR1,8.02417,0.7980238,1.0221507005883346e-15,7.286762860004428e-14
188,RPL5P34,7.9958944,0.6841411,1.2863674051356045e-15,9.134221464183371e-14
189,CAMK2D,7.9786763,1.8076538,1.4791082041864152e-15,1.0461645321845562e-13
190,CCT7,7.954666,0.33961517,1.7961524882318868e-15,1.2507878871718265e-13
191,HK2,7.9540343,1.0497733,1.8053417743394792e-15,1.2523517016148786e-13
192,RPL22L1,7.9530864,0.7222832,1.8192125863946483e-15,1.2571386286671984e-13
193,PDXK,7.9451885,0.6354309,1.9389592047593816e-15,1.3330916351222293e-13
194,PRKAR2B,7.9421873,2.2624276,1.986470202111812e-15,1.3571203244427515e-13
195,LAMP2,7.930656,0.67076856,2.1799157987693936e-15,1.472545368786696e-13
196,CNTN6,7.912332,2.408652,2.5261122524629026e-15,1.6937160068929707e-13
197,OGT,7.9064875,0.80601805,2.6475266266314e-15,1.768547786589775e-13
198,PLCD3,7.8766327,1.0624027,3.3632165016261718e-15,2.230109294975354e-13
199,EXOSC2,7.870314,0.68462545,3.5375159637325367e-15,2.33709296417143e-13
200,KLF5,7.8646274,0.79877466,3.701971130511043e-15,2.425270220807549e-13
201,SDHB,7.8643117,0.28825703,3.711325021861186e-15,2.425270220807549e-13
202,LYPLA1,7.851359,0.46014777,4.115538455152514e-15,2.679705833109413e-13
203,ENO3,7.824821,1.8510835,5.083794105738929e-15,3.2746896603966904e-13
204,KHK,7.82182,1.961318,5.20651056088889e-15,3.341801582782634e-13
205,SNHG9,7.819134,0.67518014,5.318778291465248e-15,3.398251298820743e-13
206,PRKDC,7.8188186,0.35400653,5.332141924851798e-15,3.398251298820743e-13
207,NPTN,7.8014426,0.99827826,6.120341523153126e-15,3.886847877168654e-13
208,GNPDA1,7.7979674,0.97040576,6.291221115264817e-15,3.9734444068342275e-13
209,SLC25A3,7.797652,0.2823315,6.3069865040265024e-15,3.9734444068342275e-13
210,TRAPPC2L,7.793545,0.28651747,6.515509695297899e-15,4.06621913025581e-13
211,COX7B2,7.787542,1.1235483,6.8325344490332815e-15,4.249365218026354e-13
212,APP,7.78691,1.3468332,6.866775895416019e-15,4.2559852250764027e-13
213,INA,7.771114,1.4949316,7.77989025843759e-15,4.805414407574671e-13
214,DYSF,7.7641635,1.0880191,8.2185787660532e-15,4.986583186878075e-13
215,HNRNPKP1,7.763848,0.5570605,8.239087323628667e-15,4.986583186878075e-13
216,CDC16,7.748999,1.1434009,9.261962206642994e-15,5.545192449553737e-13
217,ATP5MC2,7.7486835,0.5807914,9.285030604154073e-15,5.545192449553737e-13
218,PCID2,7.7401533,0.7462912,9.929702779754256e-15,5.910631001176494e-13
219,PRPS2,7.725147,0.76715827,1.1172445570065634e-14,6.606761583662419e-13
220,CLPSL1,7.7224617,2.2277179,1.141043866632436e-14,6.725446790386475e-13
221,MX1,7.7183547,2.4638066,1.1784109079536042e-14,6.923068122427103e-13
222,ATP5MC2P4,7.7170906,0.5257256,1.190148835200295e-14,6.955382852904023e-13
223,LETMD1,7.712352,1.316461,1.2351996249372861e-14,7.186471108183514e-13
224,GNPNAT1,7.703822,0.69607234,1.3205581377351359e-14,7.658387965334698e-13
225,SNHG5,7.698451,0.6450057,1.377252758575748e-14,7.961580369766727e-13
226,MCM4,7.693712,0.3902362,1.4292616911913734e-14,8.235835099785179e-13
227,AC015849.5,7.690711,1.9224033,1.4631951450534917e-14,8.404518355472859e-13
228,NFE2L1,7.687078,0.80329704,1.505334323179601e-14,8.619114239005488e-13
229,ATP5PF,7.678232,0.2680794,1.6129910882486193e-14,9.177257813139463e-13
230,MCRIP2,7.661804,0.93484604,1.833393286510037e-14,1.0269279911644418e-12
231,MRPL1,7.6608562,0.94160706,1.846975666970559e-14,1.02877562068636e-12
232,WDR12,7.66054,0.5820895,1.8515250871703486e-14,1.02877562068636e-12
233,CLPS,7.6603823,2.9089983,1.8538039294913894e-14,1.02877562068636e-12
234,POMK,7.6346345,1.7059997,2.2646203334213284e-14,1.2529046728094197e-12
235,NDUFB9,7.615679,0.36626303,2.623088808541419e-14,1.4423789558186899e-12
236,PPIF,7.6099925,0.41305992,2.741121711965275e-14,1.5027012521886231e-12
237,TMPO,7.593564,0.5769296,3.1122374135246327e-14,1.6958403018226668e-12
238,NLRP7,7.592932,0.56619173,3.1274570477505476e-14,1.6990004612418338e-12
239,CHCHD10,7.589457,0.70298815,3.2124826715020036e-14,1.734740642611082e-12
240,ENPP1,7.5881934,1.8391165,3.2439613693955194e-14,1.7465100674154505e-12
241,LPCAT4,7.5809274,1.3501636,3.43093892955114e-14,1.8362140811093284e-12
242,GLIPR2,7.5553374,0.96271646,4.1777550663303127e-14,2.216176187539221e-12
243,ACO1,7.5542316,0.980612,4.213397242071471e-14,2.2285288169501773e-12
244,TMOD1,7.552178,2.0328965,4.2803848946975754e-14,2.257339823414195e-12
245,NUCKS1,7.5420685,0.76913404,4.625744832941943e-14,2.425288773457584e-12
246,GFM1,7.5414367,0.5923603,4.648217058893291e-14,2.4300070398318665e-12
247,APRT,7.531643,0.3180343,5.010578424707543e-14,2.5894209876224997e-12
248,CDKN1B,7.5246925,1.8093731,5.2844466776338006e-14,2.723150865080092e-12
249,UBE2E1,7.522955,1.0478922,5.3551816699851985e-14,2.7517395042693173e-12
250,MARK1,7.501314,1.8047085,6.31811070405118e-14,3.2373137687007694e-12
251,SELENOP,7.497207,1.3483999,6.519186221484549e-14,3.3214701325055175e-12
252,ERGIC1,7.4949956,1.8741235,6.630049839877529e-14,3.368438842592426e-12
253,FXYD4,7.488993,1.0008041,6.940393211944755e-14,3.516205954231337e-12
254,NDC1,7.4842544,0.51114124,7.195448994243089e-14,3.6352133910411305e-12
255,PPA1,7.480779,0.30845198,7.388324086309782e-14,3.71186109249814e-12
256,GMPS,7.476988,0.37286046,7.604531408432686e-14,3.809870235624776e-12
257,IREB2,7.4750924,0.68167484,7.714955324530676e-14,3.843837962244068e-12
258,PPIC,7.4750924,1.2799851,7.714955324530676e-14,3.843837962244068e-12
259,ATP5MPL,7.473829,0.27295592,7.789445343662576e-14,3.870259950917306e-12
260,TMEM209,7.4637194,0.87514323,8.411373596616197e-14,4.1563707996868415e-12
261,ABCA1,7.460244,1.9716786,8.63623540359172e-14,4.255823544786346e-12
262,LINC00668,7.456137,0.8024773,8.909607233027532e-14,4.377153252512791e-12
263,LYRM7,7.45203,0.7810578,9.19147987446611e-14,4.492616016690265e-12
264,TSTA3,7.45124,0.50440437,9.246682332700889e-14,4.5073827716917094e-12
265,SCPEP1,7.435128,1.3704062,1.0446670854301342e-13,5.0649504174241666e-12
266,SH3GLB2,7.430231,1.3268728,1.0840800223305818e-13,5.241948333178116e-12
267,DDX21,7.418542,0.32928815,1.1841661299661107e-13,5.680218170231056e-12
268,AL512361.1,7.4093804,0.5241549,1.268910399907225e-13,6.0705750590787036e-12
269,EXOSC8,7.4013243,0.38004512,1.3483317271074005e-13,6.366102363902899e-12
270,BOLA3P3,7.3860016,0.9624774,1.51309768297913e-13,7.125386373423392e-12
271,AAAS,7.38537,1.2026716,1.5203009416935935e-13,7.1406634855170966e-12
272,RDH14,7.3844223,1.1659018,1.531169050815201e-13,7.173029870260511e-12
273,PDCL3P4,7.3702054,1.2368608,1.7036515434407728e-13,7.898986950513568e-12
274,SNX3,7.36057,0.472326,1.831267820932711e-13,8.468909338036508e-12
275,TOMM20,7.342088,0.33266577,2.1028664460672032e-13,9.650712270042768e-12
276,NDUFV3,7.338613,0.52926224,2.1581851522159295e-13,9.87944858004226e-12
277,ACE2,7.336086,1.6245555,2.199312397856039e-13,1.0028691259237047e-11
278,GEMIN6,7.3236065,0.5591006,2.4139355046816734e-13,1.0966685330589082e-11
279,FAM207A,7.3193417,1.0528225,2.491903679751959e-13,1.1292455971860887e-11
280,PLAC8,7.313813,0.9347229,2.596664410894674e-13,1.1737704088946449e-11
281,CRTAP,7.313023,0.9020771,2.611979111470597e-13,1.1777413813620923e-11
282,GDI2,7.30165,0.23776074,2.842601302314792e-13,1.2751787650639838e-11
283,GJC1,7.301334,1.279882,2.849284998451904e-13,1.2751787650639838e-11
284,MRM1,7.29312,1.5424912,3.0285824184735815e-13,1.3520671410789484e-11
285,HAVCR2,7.2913823,1.9238796,3.0679071838597753e-13,1.3662413325455533e-11
286,PABPC1P3,7.289013,0.5657974,3.1223411125415753e-13,1.3870577415221637e-11
287,SLC35C1,7.2823787,1.0560315,3.2798528811867294e-13,1.4498879060069571e-11
288,IPO5,7.279851,0.3504923,3.3418880965370547e-13,1.473699112692966e-11
289,VDAC3,7.2768497,0.2787243,3.4170528030684236e-13,1.5031698623449288e-11
290,RABGGTB,7.271163,0.32153925,3.5640509004989004e-13,1.552686522739086e-11
291,SLC7A3,7.262791,2.3237872,3.7918309819960684e-13,1.6479388817176167e-11
292,DESI1,7.235306,0.7873885,4.644815677619125e-13,1.9898787544308442e-11
293,HDDC3,7.233726,1.1298676,4.699190224678386e-13,2.008402722566336e-11
294,L3HYPDH,7.230725,1.1605834,4.804229219798915e-13,2.048441565207878e-11
295,TGFBR3,7.229619,0.51629627,4.843506079305956e-13,2.060317821848166e-11
296,ACAT2,7.2281976,0.4995238,4.894468454565009e-13,2.0770972481537528e-11
297,COX7A2P2,7.226618,0.58076274,4.951710919875822e-13,2.0964567641051718e-11
298,SLC25A5,7.226144,0.4178122,4.96901147556308e-13,2.0988545895376045e-11
299,MTR,7.2236166,1.6266061,5.062288263481285e-13,2.128285107695768e-11
300,NCEH1,7.2027655,1.574499,5.900340071972512e-13,2.4520399432741066e-11
301,ARHGEF26,7.1942353,1.4562209,6.281168638330556e-13,2.598329301856191e-11
302,COPS4,7.1894965,0.72579867,6.503060887599826e-13,2.677835757277408e-11
303,P3H1,7.187127,1.4365199,6.616874687807166e-13,2.71231708793841e-11
304,HSPB11,7.187127,0.91488487,6.616874687807166e-13,2.71231708793841e-11
305,IBTK,7.1858635,1.2461734,6.678372588302816e-13,2.731318095297723e-11
306,LDHA,7.183652,0.2764919,6.78734681579927e-13,2.7696060445646068e-11
307,MEST,7.1607475,1.1421317,8.023830856444681e-13,3.244794020781082e-11
308,HNRNPKP4,7.1566405,0.43364626,8.267813700909571e-13,3.3285332122679695e-11
309,CTSB,7.1525335,0.9252025,8.519074223235677e-13,3.4144449486728596e-11
310,AC007381.1,7.1519017,2.2546046,8.558389109890104e-13,3.4225965850549426e-11
311,LPIN2,7.150638,1.4299695,8.637553862802568e-13,3.446613306847502e-11
312,ASS1,7.1476364,1.019499,8.828461896950871e-13,3.515014100958187e-11
313,NAGA,7.1449513,1.9782615,9.002780673375985e-13,3.5765231767623185e-11
314,DNAJC6,7.1438456,1.5614983,9.07553688798741e-13,3.597502929928372e-11
315,KITLG,7.141792,2.1106002,9.212189767410985e-13,3.643663479057555e-11
316,MYL7,7.128681,2.479913,1.013351524477782e-12,3.999301552621724e-11
317,OXT,7.122205,1.7718645,1.0621413312758883e-12,4.1827032862209435e-11
318,ASAH1,7.0855575,0.5585507,1.3848569060129534e-12,5.406337479837582e-11
319,DARS,7.0816083,0.3717589,1.4249083667016517e-12,5.550679762814469e-11
320,ISOC2,7.0721307,1.3532041,1.5257264767838424e-12,5.917850050596426e-11
321,ATP5F1EP2,7.070709,0.3632399,1.5414407655678848e-12,5.965971169052011e-11
322,ZNF595,7.053965,1.1888757,1.7389013453636128e-12,6.701458261747462e-11
323,FH,7.0501738,0.39451686,1.7869431799884733e-12,6.857299403036619e-11
324,MRPL58,7.0429077,0.60589516,1.882690339397523e-12,7.209384917489113e-11
325,HERC2,7.0215826,1.5269349,2.1936886462568047e-12,8.36477133697415e-11
326,EBP,7.0170016,0.5539809,2.2667965866426956e-12,8.589063705186482e-11
327,MCM6,7.0098934,0.60144955,2.3849957236654854e-12,8.999117755654957e-11
328,ERP29,7.0056286,0.28900653,2.4587948577132276e-12,9.238921677857453e-11
329,C15orf39,7.002785,1.3190404,2.5092337196505688e-12,9.408843943371655e-11
330,FOXH1,7.00089,1.957118,2.5434219363887854e-12,9.517252706370982e-11
331,ZDHHC11,6.998678,1.3647342,2.5838858498141524e-12,9.608858801494444e-11
