,names,scores,logfoldchanges,pvals,pvals_adj
1877,MRPL35,3.637556,0.2696227,0.0002752372354035023,0.001665831804609922
1878,BOD1L1,3.6353447,0.5940778,0.0002776092490831343,0.0016796244268579034
1879,NEK6,3.6350288,0.6764127,0.0002779496678464247,0.0016811201238357194
1880,SCGB1D1,3.6347127,1.4817289,0.0002782904777695046,0.0016826171830542358
1881,UBE2D3P1,3.6331332,0.22362106,0.0002800004093350566,0.0016923885330988877
1882,DLEU1,3.6321855,0.4047094,0.00028103108883959193,0.001696344283236573
1883,AL121658.1,3.6321855,0.8848868,0.00028103108883959193,0.001696344283236573
1884,TMPRSS13,3.6310797,0.8979218,0.00028223804119313596,0.0017030596557241217
1885,TOMM22,3.6287103,0.09357277,0.0002848407415577291,0.0017181898377040808
1886,ENAH,3.6277626,0.41655782,0.0002858881045472932,0.0017227791024440296
1887,AC093840.1,3.6268146,0.25544116,0.00028693907488115715,0.0017285347877610388
1888,THAP1,3.625867,0.45322475,0.0002879936640364832,0.001733729547584116
1889,FAM13B,3.6239715,0.8465788,0.000290113744885281,0.0017447454160556613
1890,MSANTD4,3.621444,0.87211674,0.00029296326804864034,0.001758364559908578
1891,ELMOD2,3.621444,0.73101455,0.00029296326804864034,0.001758364559908578
1892,SMIM10,3.6204963,2.0690799,0.00029403858224768707,0.0017642314934861224
1893,AC106900.1,3.6198642,1.3596532,0.00029475751109206476,0.0017673691722262233
1894,SLC17A5,3.6192324,0.7696352,0.00029547808615850335,0.0017711009511315275
1895,MMP17,3.6184428,0.83185244,0.00029638112529538807,0.0017753337681260775
1896,ADCK1,3.6179688,0.9968952,0.000296924188889118,0.001777406130369775
1897,CHD9,3.617653,0.8725969,0.0002972867489080325,0.0017789859997695005
1898,CBX3,3.6157572,0.13979617,0.00029947083114530783,0.0017908673443424311
1899,CACYBP,3.6141777,0.18272546,0.00030130236983086714,0.0018006260908779057
1900,CETN3,3.6141777,0.25003493,0.00030130236983086714,0.0018006260908779057
1901,VEPH1,3.6140196,1.3725903,0.0003014860995296617,0.0018011272908635238
1902,TTBK2,3.613546,0.8188659,0.00030203791835149555,0.0018026326589634593
1903,PEG10,3.6116502,0.94840574,0.00030425466612282737,0.0018152620437285195
1904,YAP1,3.6111765,0.49765727,0.00030481122868549404,0.001817981256802768
1905,PWP1,3.609439,0.21382949,0.0003068601251773465,0.0018289918102110448
1906,BCL11A,3.6078591,0.99719775,0.00030873394232156686,0.0018395524888377205
1907,FGFRL1,3.6077013,1.1368332,0.00030892191212747585,0.001840064599448862
1908,MOCOS,3.6069114,1.0872668,0.0003098633695488823,0.0018426296515607124
1909,AL031767.1,3.6069114,0.74813795,0.0003098633695488823,0.0018426296515607124
1910,SETSIP,3.6069114,0.21004441,0.0003098633695488823,0.0018426296515607124
1911,RPL29,3.6062796,0.0942994,0.00031061846894376926,0.0018465111093835932
1912,AC006511.6,3.6056478,0.6793435,0.00031137529088876535,0.0018504002459537965
1913,HCN1,3.6054897,1.3288506,0.00031156476594831965,0.0018508233830393163
1914,PRSS23,3.605332,0.5664976,0.00031175434895062336,0.0018508233830393163
1915,LYSMD3,3.605332,0.66903305,0.00031175434895062336,0.0018508233830393163
1916,PFAS,3.6046999,0.2708702,0.0003125137615229679,0.0018547213566397658
1917,PRAME,3.6034362,1.422803,0.0003140377852008182,0.0018625404452094563
1918,MXRA8,3.6024885,1.1715509,0.0003151853660407482,0.001867504356738152
1919,AMDHD2,3.6016986,0.5183558,0.0003161446810946367,0.0018725732243753263
1920,TMEM144,3.6009088,0.94622314,0.0003171067289617825,0.001877038714655303
1921,AK2,3.5990133,0.3638301,0.00031942683674075767,0.0018895317899167942
1922,MAD2L1,3.5955381,0.35365298,0.0003237216893839383,0.0019136821991900068
1923,CEP57,3.5942745,0.43305933,0.00032529680995430966,0.0019211045397301667
1924,ATG4C,3.5942745,0.62960553,0.00032529680995430966,0.0019211045397301667
1925,CCT2,3.5923789,0.1164046,0.00032767294507668194,0.0019338708237575377
1926,VPS28,3.5907993,0.47652334,0.0003296654555121217,0.001944357801051873
1927,ZNF142,3.5898516,0.9426752,0.0003308663982225464,0.001950165476582303
1928,GGA3,3.5895355,0.7725369,0.0003312676213820021,0.0019518924597340052
1929,AP001505.1,3.5892196,0.67936635,0.0003316692997957002,0.001953620996445215
1930,MAN1B1,3.5882719,0.78466886,0.0003328770713287518,0.001960094958695843
1931,ZNF554,3.58764,1.2587681,0.000333684537368455,0.001964208327668882
1932,FAM114A2,3.5854285,0.8274649,0.00033652512446046565,0.0019802829183585505
1933,NRN1,3.5847967,1.1321822,0.0003373408669007638,0.0019844357062694636
1934,HENMT1,3.583849,0.7380821,0.00033856795013025855,0.0019910047435765708
1935,SLC19A3,3.583533,0.6833733,0.0003389779050260274,0.0019921164858421082
1936,AC106799.2,3.583533,0.63725126,0.0003389779050260274,0.0019921164858421082
1937,RHOT2,3.5832171,0.31806022,0.0003393883243053391,0.001993229507382317
1938,AC079140.5,3.5832171,0.8498664,0.0003393883243053391,0.001993229507382317
1939,MAN2A1,3.5810056,0.451251,0.0003422743027997346,0.002009524519953129
1940,HSP90AB6P,3.5806897,0.13608372,0.0003426884546468288,0.00201130132379115
1941,UBE2I,3.5800579,0.13097276,0.0003435181651259761,0.002014859715841335
1942,EXOSC4,3.579426,0.13255756,0.00034434975458170927,0.00201842449581921
1943,HEATR3,3.579426,0.8418867,0.00034434975458170927,0.00201842449581921
1944,SEC24B,3.579268,0.63209116,0.00034455794599522974,0.0020189886660071355
1945,WWP1P1,3.5778463,0.46388197,0.0003464369745025916,0.0020280224836510038
1946,PPP2R5D,3.5775304,0.65672547,0.00034685583606943983,0.00202981565845179
1947,TSR2,3.5762668,0.43047202,0.00034853602405201286,0.002038325463619359
1948,MT-CO3,3.575635,0.26900813,0.00034937896999650474,0.0020425929020606026
1949,DCUN1D1,3.575161,0.20535316,0.0003500124304365503,0.00204563324541595
1950,ATP8B1,3.570896,0.61692107,0.0003557621122822647,0.0020758736516088405
1951,MLH1,3.5699482,0.7281093,0.0003570517584778841,0.0020827249404615517
1952,MITF,3.566473,0.87953836,0.0003618179606927492,0.002109162488382167
1953,MRPS2,3.5650513,0.6662294,0.00036378486419415284,0.0021199430728936156
1954,TSPAN15,3.5642617,0.617726,0.0003648819038316759,0.0021256492304612745
1955,NXF2,3.5637877,0.722668,0.0003655416115590643,0.0021288048130704822
1956,FAT1,3.5629978,0.829563,0.00036664360324443357,0.0021338444750295593
1957,BTBD1,3.562366,0.7086957,0.00036752743215082774,0.0021376087604876907
1958,SNTB1,3.5596807,1.9079406,0.00037130597415607373,0.002156803397706585
1959,SDC4,3.557943,0.20987645,0.00037377023220626,0.0021690218494440495
1960,HLA-F,3.5573113,0.78177315,0.0003746701103393485,0.002173544583493242
1961,VRK2,3.5557315,0.58657676,0.0003769286738633297,0.0021859439105463073
1962,NPNT,3.5554156,1.2159088,0.0003773819110299841,0.0021878688998189628
1963,RCC2,3.5552578,0.3407846,0.0003776087205985008,0.002188480361412134
1964,ZNF723,3.554626,0.7943685,0.00037851723364466485,0.0021930410620029472
1965,MRPL45,3.554468,0.17074646,0.0003787446809290001,0.0021936541635309715
1966,WHAMM,3.5533621,0.8312469,0.00038034039237268996,0.002202189186784538
1967,ADARB1,3.5527303,0.8003319,0.00038125504652026794,0.00220677664282399
1968,MSX1,3.5520985,1.2216259,0.0003821717561804986,0.002211373049236918
1969,CLUAP1,3.5519404,0.8763977,0.000382401255267583,0.002211991353433652
1970,ZDHHC7,3.5506768,0.5688536,0.0003842418904239563,0.002220501997977083
1971,ELF3,3.5494132,0.46051744,0.00038609080303807225,0.0022297578365656967
1972,MTX2,3.5424628,0.2855193,0.00039640931931466327,0.0022871524258346984
1973,SETD3,3.542147,0.22524041,0.00039688441005659547,0.0022891612471316776
1974,FBXW4,3.5408833,0.87185216,0.0003987900979932163,0.0022994175854877397
1975,CAMK2N1,3.5391457,0.85108775,0.0004014243806248746,0.00231303445160054
1976,KAT6A,3.5386717,0.7077167,0.00040214563765256987,0.002315065024162704
1977,NDUFC2,3.5383558,0.23024645,0.00040262714806261026,0.002317097397082718
1978,AC241952.1,3.537724,0.47877526,0.00040359178511436747,0.0023219079541699304
1979,PA2G4,3.5358284,0.1011854,0.0004064986660900641,0.0023363957748885906
1980,CNEP1R1,3.533933,0.60442203,0.0004094250953763566,0.00235246607843516
1981,AC022784.2,3.5333009,0.93227303,0.00041040493674659203,0.0023565945365047864
1982,DMTF1,3.5301418,0.76608264,0.00041533708304581973,0.002383397909581421
1983,CLUH,3.529826,0.49134853,0.00041583333058268986,0.002385486625441919
1984,ZNF767P,3.5295098,0.8994096,0.0004163301318230857,0.002387577188413728
1985,TACO1,3.528562,0.88201326,0.0004178238634497664,0.0023946206549666305
1986,KCNK5,3.5282462,1.0930845,0.000418322885191218,0.002395957941349256
1987,PIP5K1B,3.5277724,0.8569313,0.00041907246151228747,0.0023987276787799483
1988,ZNF43,3.5271404,0.5843882,0.00042007384786167624,0.002403696675137434
1989,MT-ATP8,3.5269825,0.40312096,0.00042032454336377565,0.002404368367938172
1990,LUC7L2,3.5242972,0.2884817,0.00042460780089567034,0.0024273300465782284
1991,CALCOCO2,3.5238233,0.6349623,0.00042536788771015333,0.002430134692030512
1992,ZNF876P,3.5228755,0.8095075,0.0004268918742647274,0.0024372971966567345
1993,GAS2L1,3.5222437,0.79205555,0.00042791069596057377,0.0024415682734403384
1994,INTS9,3.5219276,0.933927,0.0004284209577456709,0.0024437066394373563
1995,HAUS4,3.5214539,0.4851835,0.00042918741572821437,0.002447304530532429
1996,MRPL57,3.520664,0.10644848,0.0004304676913597669,0.0024538291028333614
1997,ZFAND1,3.5171888,0.5469628,0.00043614337895306527,0.0024838275916632415
1998,ACTN4P1,3.516399,0.36354575,0.00043744301407606326,0.0024904426142284965
1999,FAM207BP,3.516241,0.5736321,0.0004377033745434252,0.0024911385494683553
2000,COQ5,3.515767,0.9607237,0.0004384853241596698,0.002494801673988582
2001,SDR42E1,3.5146616,1.3568889,0.00044031494733687553,0.0025044214412386903
2002,SPNS3,3.5141876,2.3639636,0.00044110125097258056,0.0025081028255174854
2003,RPL12P33,3.5130818,0.2998039,0.0004429410594855621,0.0025177702328653003
2004,RPSAP12,3.51245,0.19828194,0.000443995592008701,0.002522969280866078
2005,WDR13,3.5118182,0.84757704,0.00044505246749573216,0.0025281783633867797
2006,PI4K2B,3.5111864,0.86310405,0.0004461116907293848,0.002531803163623406
2007,GALNT1,3.5111864,0.5984381,0.0004461116907293848,0.002531803163623406
2008,SRRM1,3.5111864,0.1269511,0.0004461116907293848,0.002531803163623406
2009,CCT6A,3.5067632,0.103001654,0.00045359239385992244,0.0025710221293706982
2010,GTF2E1,3.5048678,0.53482777,0.00045683410760237014,0.002586957602736687
2011,LLPH,3.504236,0.114373155,0.0004579194742205187,0.002592289904909377
2012,MND1,3.504078,0.63535196,0.00045819119159414874,0.002593014223907144
2013,SKI,3.503762,0.7511337,0.00045873507773949864,0.0025944640520883027
2014,SLC9A3R2,3.5020244,0.84506613,0.0004617372354225645,0.0026081718691141165
2015,SCARA5,3.5020244,2.053372,0.0004617372354225645,0.0026081718691141165
2016,TRIM35,3.5013926,0.5301619,0.000462833466882484,0.0026119100152354447
2017,LMBR1,3.5013926,0.8621732,0.000462833466882484,0.0026119100152354447
2018,VDAC1,3.4994972,0.11744977,0.00046613674863139556,0.002628906315921154
2019,RTN3P1,3.4976015,0.32127166,0.0004694620154112954,0.0026468324194930054
2020,MEIS1,3.496022,0.8946824,0.0004722499620466478,0.00266005631338955
2021,NHLRC2,3.4949162,0.6337836,0.0004742107060772358,0.002668600403996576
2022,SOWAHA,3.4934945,1.1714914,0.0004767428218571212,0.0026811766557577293
2023,LAMC3,3.4925468,1.1201526,0.0004784378994899928,0.002689032706513403
2024,CXorf49,3.4915988,0.796087,0.00048013859737117056,0.0026952317902852263
2025,AL445242.1,3.491283,1.6855551,0.0004807067485635088,0.0026975814925611213
2026,SLC16A1,3.4900193,0.19339626,0.0004829856297511448,0.002708684334014816
2027,MMS22L,3.4893875,0.61527914,0.0004841288451018225,0.0027142517408319774
2028,SMARCE1P5,3.4887557,0.21873796,0.00048527458375634665,0.0027189848998538267
2029,BTBD3,3.4884398,0.5946961,0.0004858484009193798,0.0027213545835347622
2030,R3HCC1,3.4878078,0.83471256,0.00048699793411570544,0.0027252543405866777
2031,FGD4,3.4878078,0.8069351,0.00048699793411570544,0.0027252543405866777
2032,ZCCHC2,3.4878078,0.88283336,0.00048699793411570544,0.0027252543405866777
2033,HMGB3P6,3.4852805,0.20060568,0.0004916214792765568,0.002750274503794038
2034,AC027020.2,3.482753,1.3867495,0.0004962859316843314,0.00277464757094191
2035,RXYLT1,3.4805415,0.79266113,0.0005004011451035078,0.0027959216397419042
2036,AL138756.1,3.4800677,1.1465174,0.0005012871058166184,0.0028000044101915544
2037,ATAD2B,3.4799097,0.67155945,0.0005015827508995347,0.002800788388614244
2038,KPNB1,3.4795938,0.16201842,0.0005021745288248911,0.0028032249464208406
2039,TEX264,3.478646,0.50741595,0.00050395377058564,0.0028114167046961345
2040,THOC3,3.4783301,0.3184198,0.0005045481560251516,0.002813862257906504
2041,RTP3,3.4780142,1.0253139,0.0005051431949879598,0.002816309942752038
2042,TMA16,3.4761186,0.25954035,0.0005087271897046908,0.002833663864581162
2043,AC026470.1,3.4754868,0.78052694,0.0005099271127447628,0.0028385942609458464
2044,AL583856.1,3.4754868,0.45366552,0.0005099271127447628,0.0028385942609458464
2045,HEXIM2,3.4746969,0.6562219,0.0005114307267241452,0.002845208077482012
2046,MRPL40,3.4735913,0.28093472,0.0005135427305867981,0.0028551962666040352
2047,CDYL2,3.4723275,1.1306158,0.0005159664030495341,0.0028677873791683817
2048,PWWP2A,3.4701161,0.7242504,0.000520233502428199,0.002889723267568524
2049,CENPP,3.4694843,0.69527096,0.000521458701265483,0.002894745809795091
2050,UQCC3,3.4688523,0.49596053,0.000522686588918656,0.0028997770894299843
2051,PI4KA,3.4679046,0.4495732,0.0005245334737643065,0.002907340421884767
2052,BRWD3,3.4669569,0.69937104,0.0005263864389178415,0.0029167145352756345
2053,AC110619.1,3.466641,1.4137269,0.0005270054483183195,0.0029183513251056837
2054,NIPSNAP1,3.4656932,0.8937863,0.0005288665490983093,0.002927758465174066
2055,LUC7L3,3.4644294,0.16027673,0.0005313575449660432,0.002939743767180232
2056,ZNFX1,3.4637976,0.82294583,0.0005326071387090001,0.0029448505069759427
2057,CNOT6L,3.4619021,0.7962039,0.0005363723690563982,0.0029629439657890347
2058,MYNN,3.4609542,0.60956895,0.0005382642709439861,0.002971574652814733
2059,KLRG2,3.4606383,0.6312452,0.0005388962853188503,0.002974153427787878
2060,TBC1D10B,3.4596906,0.70325315,0.0005407964793746139,0.002983727531967126
2061,ANLN,3.4595325,0.29122424,0.0005411137846383885,0.0029845652048128366
2062,AP002982.1,3.4565313,0.35790357,0.0005471756388214076,0.003015233676071771
2063,HSP90AA1,3.4552677,0.17564905,0.000549746875165491,0.0030275525619800907
2064,LARS2,3.4522662,0.7539075,0.0005558987387848962,0.0030604974519915715
2065,TPT1P1,3.4498968,0.4515239,0.0005608007017768877,0.00308466040172246
2066,PLOD1,3.449739,0.6036832,0.0005611289265313583,0.0030855247923535297
2067,FAM83D,3.448949,0.5595574,0.0005627727357083326,0.003092677958938296
2068,OXR1,3.448949,0.71338975,0.0005627727357083326,0.003092677958938296
2069,HYLS1,3.4486332,0.596311,0.0005634315142369181,0.0030953550992315125
2070,GPAT3,3.4481592,0.9981228,0.0005644210287582611,0.003099847038576126
2071,LINC00974,3.4475274,1.0692184,0.0005657428991121564,0.0031052157420532116
2072,RLF,3.445632,0.508527,0.0005697258287592727,0.0031242247027978847
2073,VPS54,3.4442103,0.8397754,0.0005727301449685154,0.0031387909129906243
2074,TRAF7,3.4431045,0.34778434,0.000575077027215582,0.0031497386161130386
2075,LYPLA1P3,3.4429464,0.34842038,0.0005754130261554028,0.00315062214321155
2076,SLC25A11,3.4423146,0.2446136,0.0005767588506720185,0.0031570326648620714
2077,ARHGAP12,3.4401033,0.6265287,0.0005814923516278103,0.003181011845301543
2078,DTWD2,3.4391553,0.8259441,0.0005835320460219193,0.0031902346111098326
2079,NACA2,3.4388394,0.14074986,0.0005842134230197063,0.0031929919083586128
2080,STYX,3.4385235,0.39813328,0.0005848955406773124,0.003194713172608408
2081,SNHG14,3.4385235,0.8718874,0.0005848955406773124,0.003194713172608408
2082,AC144836.1,3.4383657,0.71325725,0.0005852368774838201,0.003194713172608408
2083,IMP3,3.4383657,0.23137233,0.0005852368774838201,0.003194713172608408
2084,AC090281.1,3.4375758,0.38290644,0.0005869463449817757,0.0032030754245359473
2085,POC1B,3.436628,0.7745372,0.0005890038417938552,0.0032123596282412977
2086,SLC16A10,3.43647,0.76055247,0.0005893474099922136,0.00321319330733342
2087,TAC4,3.4363122,1.5838076,0.0005896911647412742,0.00321319330733342
2088,YWHAZ,3.4363122,0.14857835,0.0005896911647412742,0.00321319330733342
2089,NFKBIZ,3.4359963,0.8236554,0.0005903792342623847,0.003215970966220589
2090,FASTKD2,3.4353642,0.3310472,0.000591757615995072,0.00322056136454047
2091,THEM6,3.4353642,1.3279406,0.000591757615995072,0.00322056136454047
2092,EFNB2,3.4344165,0.91034293,0.0005938308064727188,0.003230869509967408
2093,SSH1,3.432521,0.9130591,0.0005979974855927866,0.003252558097150633
2094,ZSCAN25,3.4315732,0.77707833,0.0006000910146154488,0.003262960970637394
2095,PLA2G12A,3.4306254,0.6364187,0.0006021913636226803,0.003272408386350908
2096,DDX58,3.4303095,0.8732636,0.0006028929990218392,0.0032752343766138227
2097,NFRKB,3.4296777,0.42313787,0.0006042985529387656,0.0032818815720576863
2098,TUBGCP2,3.4288878,0.6717682,0.0006060597839716522,0.003290390405132243
2099,HSPA8P9,3.4268343,0.18525572,0.0006106613667919499,0.0033104563905799844
2100,GAMT,3.424939,0.86091304,0.0006149378192804765,0.003330636188751554
2101,ENY2,3.423991,0.17767534,0.0006170864802855139,0.003341270416820633
2102,EIF4ENIF1,3.4235172,0.669669,0.0006181634285272613,0.003346097117922475
2103,LRPPRC,3.4213057,0.11722845,0.000623212349574604,0.0033724146225405215
2104,SPTY2D1OS,3.4211478,0.86753184,0.0006235744509562281,0.0033733619668405907
2105,GLB1L3,3.4175146,0.80665153,0.0006319570024350737,0.0034146124912878936
2106,CBLL1,3.4173567,0.28728846,0.0006323238282964711,0.0034155712989383503
2107,NAA20,3.4170408,0.23858836,0.0006330580743301383,0.003418513601382747
2108,MT-ATP6,3.416251,0.22701155,0.0006348971607941539,0.0034263929359914297
2109,KIF18B,3.416251,0.64584565,0.0006348971607941539,0.0034263929359914297
2110,ADO,3.4146712,0.71889025,0.0006385902527335336,0.003442203765182909
2111,SVOP,3.4145133,1.5427362,0.0006389606588699718,0.0034431713305583538
2112,SLC25A25-AS1,3.4143553,0.7301319,0.0006393312648441895,0.0034441393944832145
2113,AACS,3.4141974,0.91936433,0.0006397020707547477,0.0034451079570416926
2114,PAXX,3.4137235,0.34760502,0.0006408156890907341,0.003450075154758352
2115,PNPO,3.4134076,0.8645275,0.0006415591028053446,0.003453046845179706
2116,ATPSCKMT,3.4129338,0.8208358,0.0006426757275891846,0.0034580248874697297
2117,AL512844.1,3.4111962,0.18251194,0.0006467855023639954,0.0034780630055566554
2118,ZNF674-AS1,3.4107223,0.9127343,0.0006479105847180658,0.0034799628665798197
2119,ZNF485,3.4107223,1.0579343,0.0006479105847180658,0.0034799628665798197
2120,ASXL2,3.4107223,0.44846252,0.0006479105847180658,0.0034799628665798197
2121,EEF1B2,3.4081948,0.12125419,0.0006539418263636853,0.003509221892381859
2122,SETBP1,3.4053516,0.85243267,0.0006607893611148759,0.003543858732401993
2123,AC022400.8,3.4047196,0.7465128,0.0006623200623496148,0.0035499568037258996
2124,LINC01278,3.402982,0.5881274,0.0006665465078133343,0.003571548667534551
2125,MT-CO2,3.4006126,0.18305984,0.0006723502628438122,0.0035983707242287825
2126,CCDC138,3.399349,0.6860533,0.0006754647753422797,0.003612895221848564
2127,LRRC47,3.3984013,0.3780729,0.0006778094558041679,0.003622213731817473
2128,ABHD18,3.3984013,0.67619693,0.0006778094558041679,0.003622213731817473
2129,BICRAL,3.3984013,0.7901087,0.0006778094558041679,0.003622213731817473
2130,PEX11A,3.3965056,0.64307463,0.0006825215315905312,0.0036452349256046257
2131,FYCO1,3.3965056,0.88133615,0.0006825215315905312,0.0036452349256046257
2132,RBM47,3.3961897,0.2701076,0.000683309831711044,0.00364836474977513
2133,AC026979.4,3.3941362,0.9503248,0.0006884544470112399,0.003674745311125991
2134,PDSS1,3.3930304,0.74152136,0.0006912395139341752,0.0036885194891469776
2135,RCOR2,3.3917668,0.6029566,0.0006944352683830806,0.00370338098774608
2136,GSTA4,3.3917668,0.85988384,0.0006944352683830806,0.00370338098774608
2137,CLTC,3.390661,0.26698098,0.000697242812071862,0.003713908118936172
2138,SPCS1,3.3905032,0.21272507,0.0006976447497757679,0.003713908118936172
2139,ZRANB3,3.3886075,0.7878464,0.0007024848276556898,0.0037374679503239003
2140,CEP135,3.3878176,0.7855316,0.0007045107214066815,0.0037460363712532156
2141,AKTIP,3.3878176,0.42636454,0.0007045107214066815,0.0037460363712532156
2142,TPRN,3.3843424,0.5861578,0.0007134893177091507,0.0037915419370071427
2143,KLF8,3.383237,0.8712054,0.000716368365335581,0.0038057201287754164
2144,DDI2,3.3830788,0.3153006,0.0007167805378590353,0.0038067885102548763
2145,POGLUT2,3.382289,0.90640646,0.0007188447074779893,0.0038166273606337993
2146,B3GNT10,3.3810253,1.1275136,0.0007221588692640613,0.003833095163639379
2147,ERICH5,3.3807094,0.878729,0.0007229896247939171,0.0038352473155244377
2148,NFKB1,3.3807094,0.89224225,0.0007229896247939171,0.0038352473155244377
2149,TTF2,3.3803935,0.76380193,0.0007238212680856661,0.0038385299591864376
2150,DPYSL5,3.3800776,1.0883133,0.0007246538000048981,0.003841815384152952
2151,HAS2,3.3797617,1.3478476,0.0007254872214179443,0.0038451035925636335
2152,GBA,3.3794458,0.57124084,0.0007263215331918879,0.003847264367885137
2153,MRTFB,3.378182,0.74658984,0.0007296677012644663,0.003862719888466661
2154,TYK2,3.3756547,0.8774998,0.0007364030392702083,0.00389608835913097
2155,USP12,3.3743908,0.75417006,0.0007397923211030633,0.003911725096281105
2156,GHDC,3.374075,1.2638379,0.0007406419024031432,0.003915069563816849
2157,MOSPD1,3.3728113,0.5542395,0.0007440492973900572,0.0039319288390644806
2158,TEKT5,3.3715477,0.96950585,0.0007474712464245391,0.003948855126102222
2159,EPB41L5,3.3712316,0.77285177,0.000748329014390633,0.003952229020073048
2160,GADD45B,3.3688622,0.86740226,0.0007547914711140565,0.0039851929077907265
2161,RSL24D1P1,3.3668087,0.45437354,0.0007604341470761749,0.004011462496831205
2162,NSRP1,3.3664927,0.28331026,0.0007613057195083,0.004013712352251301
2163,MARCH6,3.3664927,0.36053059,0.0007613057195083,0.004013712352251301
2164,PXK,3.3649132,0.8928725,0.0007656775115893865,0.004035581414092979
2165,LINC01297,3.362228,0.94908625,0.0007731630904179018,0.004070277145002124
2166,CCDC18,3.361438,0.73824465,0.0007753776267826063,0.0040783642101636305
2167,DVL2,3.3579628,0.7291596,0.0007851917188676781,0.00412637466244098
2168,BET1L,3.3562253,0.48083603,0.0007901418868334815,0.00414876246606366
2169,ACBD5,3.3562253,0.7101836,0.0007901418868334815,0.00414876246606366
2170,SAP30L,3.3554354,0.71070945,0.000792401524959152,0.004159416153714571
2171,TMC5,3.3548036,0.7620784,0.0007942135521350756,0.0041665025091065224
2172,WWC3,3.3538558,0.9066559,0.0007969388047504552,0.004179583682023614
2173,PSMB10,3.3514864,0.38030052,0.000803789951181502,0.004206951700380026
2174,MMP16,3.3514864,1.5585614,0.000803789951181502,0.004206951700380026
2175,LARS,3.3510125,0.180399,0.0008051667225070264,0.004212935018026321
2176,SON,3.3500648,0.20981368,0.0008079268324786167,0.004224925587296124
2177,OPA1,3.3472214,0.3961127,0.0008162599295084794,0.0042660284232439675
2178,PRPSAP1,3.3469055,0.8281411,0.0008171907354637445,0.004269655882046378
2179,BCORL1,3.3462737,0.8291987,0.0008190553025029392,0.004276919929340768
2180,ZNF730,3.3461156,0.854677,0.0008195220606065033,0.004278118635339766
2181,PDE12,3.3457997,0.462903,0.0008204563172572972,0.004281756405686519
2182,QDPR,3.3454838,0.7738616,0.0008213915619586357,0.0042853972263482655
2183,MT-TL1,3.3424826,0.36377785,0.0008303258478857313,0.004328253466030939
2184,AKR1A1,3.3421667,0.1745442,0.0008312715247193284,0.0043319310083322175
2185,TINCR,3.3396392,0.57636124,0.0008388729857021175,0.0043677578435691086
2186,RPL10P16,3.3388493,0.24843928,0.0008412616326455862,0.004378930680056506
2187,PCDH1,3.3367958,0.8657775,0.0008475016708095991,0.004408866494006902
2188,AC243960.2,3.33648,0.15891309,0.0008484654780681474,0.004411335647863103
2189,PHF5A,3.33648,0.13108896,0.0008484654780681474,0.004411335647863103
2190,DELE1,3.3352163,0.7925551,0.0008523308814811986,0.0044301555557334
2191,HMGB1P5,3.3330047,0.1850467,0.0008591346594360037,0.004462947211286799
2192,CCDC71,3.332373,1.5375105,0.0008610878264040682,0.004471805366260804
2193,CCT5P1,3.331741,0.19995506,0.000863045110209622,0.004480679794974307
2194,AADACL3,3.3301616,1.4223816,0.0008679563827267414,0.004503584959395715
2195,BX276092.2,3.3300035,0.96587974,0.0008684489326154694,0.004504844678933738
2196,CHM,3.3293717,0.6518675,0.0008704217249792571,0.0045124485075161294
2197,CAMSAP3,3.3285818,0.7684771,0.0008728935585677723,0.004521398110950127
2198,PTGES2,3.327634,0.7012047,0.0008758683493284873,0.004532901448633744
2199,CHST11,3.3273182,0.96358305,0.0008768620331031909,0.004536742291752481
2200,KBTBD8,3.3266864,0.8623432,0.0008788525369266204,0.004545736838545605
2201,PHYHD1,3.3265283,0.79401004,0.0008793508170021323,0.004547010130576393
2202,MICU3,3.3263705,0.8104592,0.0008798493589757323,0.004548284046571025
2203,MPG,3.3262124,0.77152044,0.0008803481629726369,0.004549558586640252
2204,ANAPC1,3.3244748,0.4380587,0.0008858523363389554,0.00457538165469914
2205,SYVN1,3.323843,0.7682261,0.0008878617510257145,0.00458051331278598
2206,RPL7P47,3.3230531,0.33855167,0.0008903794610927454,0.004592188721838363
2207,RBBP8NL,3.3225794,0.81594735,0.0008918932621018202,0.004597366926341363
2208,AMDHD1,3.3222632,1.1698817,0.0008929037877846611,0.004599946505708125
2209,PHBP11,3.3222632,0.17711928,0.0008929037877846611,0.004599946505708125
2210,MRPS12,3.3219473,0.2432206,0.0008939153746566957,0.004603842860453501
2211,TSR1,3.3205256,0.18005551,0.00089848067498678,0.004626034100502874
2212,NFYC-AS1,3.320052,1.1540232,0.0009000072376676129,0.004632571500734322
2213,ZFYVE9,3.319736,0.84855,0.000901026281284748,0.00463649358323872
2214,AC022075.1,3.3187883,1.1490549,0.0009040898321355404,0.004649604850982779
2215,MFSD1,3.3178403,0.39045343,0.0009071630344356301,0.004662750780587354
2216,AL441992.2,3.315629,0.92645574,0.0009143715285904162,0.004695787269264449
2217,MAK16,3.314681,0.43615788,0.0009174771023784434,0.004710394824508284
2218,ERMARD,3.3145232,0.87402755,0.0009179956472836939,0.004711715849291037
2219,ZNF823,3.3131015,0.90000236,0.0009226747874024613,0.0047343847697271105
2220,MRPS9,3.3127856,0.21895611,0.0009237175930309359,0.004737040235401183
2221,WAPL,3.3123116,0.24801342,0.0009252838492267629,0.004743723565848179
2222,CRYZL1,3.3099422,0.5027437,0.0009331521068483584,0.004781344147476418
