target,trimester,term,df,df_res,sum_sq,sum_sq_res,f_value,pr_f,p_adj_by
bFGF,Second,group,2,369,873115.0000000112,3416758,47.146949681540825,5.832104212139456e-19,9.717514778161285e-18
bFGF-R,Second,group,2,369,309.33586337789893,4289563.664136622,0.013304958560327035,0.9867836345291536,1
cGMP-stimulated PDE,Second,group,2,369,1008404.1313514812,3281468.868648533,56.69734185562238,3.37754321567237e-22,6.2203692117182075e-21
cIAP-2,Second,group,2,369,1097276.9985241545,3192596.0014758613,63.411595495991286,2.1309011705021714e-24,4.207902318129067e-23
calgranulin B,Second,group,2,369,952681.5996205029,3337191.4003795083,52.66996526180491,7.547750854135424e-21,1.3380098059254164e-19
calreticulin,Second,group,2,369,629806.5317309774,3660066.46826903,31.747867453161287,1.8954708405368493e-13,2.666207101269078e-12
carbonic anhydrase II,Second,group,2,369,1636029.2260700194,2653843.773930001,113.73969906409428,3.3037287193616584e-39,1.4032790388477817e-37
complement factor H-related 5,Second,group,2,369,66859.58675943408,4223013.413240566,2.921040629053973,0.055124634208286435,0.48882771214463544
contactin-1,Second,group,2,369,1785394.2466793428,2504478.7533206814,131.5264655671689,7.539682994839291e-44,5.876538323409841e-42
discoidin domain receptor 1,Second,group,2,369,308906.85241408413,3980966.1475859196,14.31645288040432,1.0277254088525914e-6,1.1680060357003351e-5
dopa decarboxylase,Second,group,2,369,102052.12486822717,4187820.875131772,4.4960416406529,0.011770791494779588,0.10737171813180582
eIF-5,Second,group,2,369,1603526.3026038613,2686346.697396162,110.1312064884165,3.121778306047073e-38,1.2291673012294262e-36
eIF-5A-1,Second,group,2,369,140636.174573055,4149236.825426944,6.253529335737239,0.0021337275671504587,0.020433420807520232
"gp130, soluble",Second,group,2,369,280122.99140839465,4009750.008591609,12.889255391011751,3.882781839790874e-6,4.321677634700009e-5
gpIIbIIIa,Second,group,2,369,1038802.5939279073,3251070.406072104,58.95260780010563,6.06551729213142e-23,1.1386838626620725e-21
granzyme A,Second,group,2,369,298713.63672781363,3991159.363272191,13.80868588797641,1.6473274852400302e-6,1.8580394628604156e-5
hnRNP A/B,Second,group,2,369,1497377.8612692612,2792495.138730761,98.93167281564064,3.977445581958481e-35,1.2825184299827469e-33
hnRNP A2/B1,Second,group,2,369,952155.4322686181,3337717.567731393,52.63257710956134,7.7705194830767e-21,1.3762437478184973e-19
hnRNP K,Second,group,2,369,1238769.4868227025,3051103.5131773134,74.90829771317115,4.969440426994491e-28,1.1308742544483884e-26
iC3b,Second,group,2,369,1617230.8159393007,2672642.184060719,111.64198758827276,1.215018185724872e-38,4.903357532598491e-37
kallikrein 12,Second,group,2,369,132651.5701560201,4157221.429843979,5.887156868308607,0.0030421752201311466,0.02864705533879202
kallikrein 13,Second,group,2,369,1364287.763071911,2925585.236928106,86.03785974496739,2.139218472833556e-31,5.544076087867133e-30
kallikrein 14,Second,group,2,369,1444283.9249947486,2845589.075005269,93.64331150344948,1.2846055426978436e-33,3.7385209361714644e-32
kallikrein 5,Second,group,2,369,834955.4754374959,3454917.5245625135,44.5884117704734,4.526416016009226e-18,7.334212825067156e-17
kallikrein 8,Second,group,2,369,657766.2104153573,3632106.78958465,33.41252690301854,4.6053755374251866e-14,6.592668213197258e-13
p27Kip1,Second,group,2,369,1496574.0579802003,2793298.9420198184,98.85011215365573,4.1943542585887535e-35,1.3479818026577446e-33
p60-Src,Second,group,2,369,168642.90111743845,4121230.0988825643,7.549836944218148,6.115865343414852e-4,0.006122601099161422
pTEN,Second,group,2,369,816885.3984819837,3472987.6015180275,43.39645668589458,1.1850813501479366e-17,1.8948958137603535e-16
paraoxonase 1,Second,group,2,369,638475.249472917,3651397.7505270895,32.26125762682212,1.2238091686146846e-13,1.7327348376619943e-12
phosphoglycerate kinase 1,Second,group,2,369,1754940.1821632148,2534932.817836813,127.72980069957696,7.01152427650279e-43,4.551946124236033e-41
prostatic binding protein,Second,group,2,369,112076.58976386394,4177796.410236137,4.949530513446951,0.0075643819794120664,0.06965602771872147
resistin,Second,group,2,369,290326.13851992646,3999546.8614800735,13.392810338795252,2.4265675499963125e-6,2.7211418219410296e-5
sCD163,Second,group,2,369,1015001.8202087427,3274871.179791271,57.183267843973276,2.3298905488346584e-22,4.303171580999754e-21
sCD4,Second,group,2,369,1046520.6190175093,3243352.380982501,59.53193841683039,3.91218878728523e-23,7.401645872910503e-22
sE-Selectin,Second,group,2,369,736355.5659392886,3553517.43406072,38.231865872837396,8.13740274410355e-16,1.2282893942784274e-14
sFRP-3,Second,group,2,369,552305.6722011431,3737567.3277988625,27.263829005355298,9.050587087715683e-12,1.204966816715081e-10
sICAM-1,Second,group,2,369,482687.8446658291,3807185.1553341765,23.391535664103674,2.7254574421445327e-10,3.4760067567620837e-9
sICAM-2,Second,group,2,369,960069.0137044182,3329803.986295594,53.19614420472998,5.014713256467494e-21,8.914137443590104e-20
sICAM-3,Second,group,2,369,1383200.2808349319,2906672.719165085,87.7981377577827,6.465297544344643e-32,1.7098118246275563e-30
sICAM-5,Second,group,2,369,133919.15348934894,4155953.84651065,5.945225748724292,0.0028757344417440866,0.027203656469109255
sL-Selectin,Second,group,2,369,219887.4516129042,4069985.548387096,9.96790635747051,6.0797494642618024e-5,6.463098420019459e-4
sLeptin R,Second,group,2,369,457889.7609108188,3831983.239089186,22.046197912944436,9.029340849517332e-10,1.1307854425679342e-8
sRAGE,Second,group,2,369,1756924.5279359343,2532947.9720640946,127.97443097105091,6.068169655619611e-43,3.992928724385891e-41
sRANKL,Second,group,2,369,249558.231499054,4040314.768500949,11.396016486274577,1.576181678778213e-5,1.711175762112738e-4
sTie-1,Second,group,2,369,1081814.017552196,3208058.982447816,62.21665104364298,5.196539764539281e-24,1.00871879840042e-22
sTie-2,Second,group,2,369,197871.051233395,4092001.948766605,8.92160106706822,1.644987773936364e-4,0.0017075637533876915
