target,trimester,term,df,df_res,sum_sq,sum_sq_res,f_value,pr_f,p_adj_by
FCG2A/B,Second,group,2,369,875829.8201560262,3414042.679843984,47.33116043709543,5.036531781451244e-19,8.42083617787883e-18
FCG3B,Second,group,2,369,1400100.127398285,2889772.872601729,89.39058012279474,2.2047338259476598e-32,5.960567088689777e-31
FCGR1,Second,group,2,369,1578419.6878031017,2711453.3121969244,107.40307830110333,1.7369800628095913e-37,6.459221684867146e-36
FCN1,Second,group,2,369,1174997.6024141014,3114875.3975859163,69.59734498959911,2.2584312994011177e-26,4.785940222069494e-25
FCN2,Second,group,2,369,1075258.5513388342,3214614.4486611835,61.71352922420853,7.573250823296318e-24,1.4598516654522461e-22
FCRL3,Second,group,2,369,589428.4369070265,3700444.563092981,29.38823829276586,1.4349827522768233e-12,1.96299930179527e-11
FER,Second,group,2,369,1869931.8543116488,2419941.145688381,142.56645362437487,1.3365585880341342e-46,2.316465506035982e-44
FETUB,Second,group,2,369,1495790.1176470756,2794082.882352941,98.77061215645972,4.4172269938539906e-35,1.4149234775156466e-33
FGF-10,Second,group,2,369,883547.1286633029,3406325.8713367064,47.85638585259884,3.3174494468562166e-19,5.570604670595554e-18
FGF-12,Second,group,2,369,1724251.2452561911,2565621.754743833,123.99503323572756,6.457164201534824e-42,3.697413236589541e-40
FGF-16,Second,group,2,369,183294.10162344715,4106578.8983765547,8.23502058194842,3.1702483261521886e-4,0.003235479323531809
FGF-17,Second,group,2,369,1126346.9017499634,3163526.0982500524,65.68967567165694,3.9412046320449195e-25,7.985816652275929e-24
FGF-18,Second,group,2,369,816691.2350832853,3473181.7649167194,43.38371645126933,1.197368133999129e-17,1.912966115737571e-16
FGF-19,Second,group,2,369,391444.3348619072,3898428.6651380947,18.525792309056797,2.1534330445249134e-8,2.589904213137919e-7
FGF-20,Second,group,2,369,766962.7828378752,3522910.217162135,40.16697125695597,1.6494619792878904e-16,2.5492271161014336e-15
FGF-4,Second,group,2,369,552396.9032258112,3737476.0967741944,27.268998116971677,9.009918940810742e-12,1.2012001238118052e-10
FGF-5,Second,group,2,369,171746.1338815135,4118126.3661184865,7.694557884829011,5.322307436378569e-4,0.00534747416184039
FGF-6,Second,group,2,369,310974.799915669,3978898.2000843347,14.419783492632419,9.337775745334943e-7,1.0624787981006624e-5
FGF-8,Second,group,2,369,47488.18785578851,4242384.812144212,2.0652465646945055,0.12825007882794254,1
FGF-8A,Second,group,2,369,481141.12044065306,3808731.8795593516,23.307111009234582,2.937552828965691e-10,3.736689498997974e-9
FGF-8B,Second,group,2,369,963241.1238140548,3326631.37618596,53.42280741290002,4.206049520446731e-21,7.490378143494915e-20
FGF-8F,Second,group,2,369,8331.694760699756,4281541.3052393,0.35902904439297223,0.6985977485640569,1
FGF23,Second,group,2,369,1543287.8075058148,2746585.192494202,103.66931317584606,1.8677722160926675e-36,6.544402555299606e-35
FGF7,Second,group,2,369,415909.45730550773,3873963.542694497,19.80795483157637,6.740573590715932e-9,8.208511234427275e-8
FGF9,Second,group,2,369,30306.03520978242,4259566.964790217,1.3126835526766358,0.27035054863885843,1
FGFR-2,Second,group,2,369,287967.52904280415,4001905.4709571996,13.276177934230269,2.7053974868384105e-6,3.025082483734404e-5
FGFR-3,Second,group,2,369,1693110.3772401633,2596762.6227598563,120.29550250873983,5.980700791731232e-41,3.095826884597407e-39
FGFR4,Second,group,2,369,1702927.5749525838,2586945.4250474386,121.45217078670694,2.973393731042839e-41,1.594408901662062e-39
FGR,Second,group,2,369,1550225.7980181514,2739647.201981868,104.39908449797613,1.1712855996206128e-36,4.164146696624739e-35
FLRT1,Second,group,2,369,1306596.9259962263,2983276.074003796,80.80617645378435,7.851313348626822e-30,1.929172572067566e-28
FN1.2,Second,group,2,369,65558.33633776195,4224314.663662239,2.8633077830028326,0.05834878332002181,0.5162392734364349
FN1.3,Second,group,2,369,1790758.5806451836,2499114.4193548397,132.20481446156822,5.076268447740154e-44,4.0717872138022836e-42
FN1.4,Second,group,2,369,1459128.6740986896,2830744.325901328,95.10192704722289,4.8940768311205735e-34,1.4705985196009763e-32
FSH,Second,group,2,369,706410.461100576,3583462.5388994305,36.37061324299058,3.82719845008031e-15,5.653813471934601e-14
FST,Second,group,2,369,469475.02893738355,3820397.9710626192,22.672544456109367,5.164632874934917e-10,6.518369562324726e-9
FSTL3,Second,group,2,369,1217560.236190192,3072312.763809824,73.11751141460142,1.7839087272322847e-27,3.9777719759840234e-26
FUT5,Second,group,2,369,211369.19444444636,4078503.8055555555,9.561745736728147,8.941544772727147e-5,9.438145881193272e-4
FYN,Second,group,2,369,1759442.2939068307,2530430.70609319,128.28531618911495,5.0510019106439924e-43,3.3463069230225377e-41
Factor B,Second,group,2,369,671525.9810246737,3618347.0189753366,34.241199876439154,2.28631724404633e-14,3.3119788368874734e-13
Factor D,Second,group,2,369,454885.9978916347,3834987.00210837,21.884420094479108,1.0433753423219372e-9,1.3058239528806034e-8
Factor H,Second,group,2,369,1640227.4482922368,2649645.55170778,114.2122439791497,2.466876242402446e-39,1.0617607824580705e-37
Factor I,Second,group,2,369,228411.27303394256,4061461.7269660565,10.376037670122948,4.129505446470569e-5,4.4262450329084354e-4
"Fas ligand, soluble",Second,group,2,369,909453.9447607123,3380419.0552393007,49.63711601030282,8.11085307263085e-20,1.385938829202779e-18
Ferritin,Second,group,2,369,1376836.2287581852,2913036.7712418325,87.20325356469611,9.679046177116328e-32,2.5424006031104128e-30
Fibrinogen,Second,group,2,369,1718650.3527303576,2571222.64726966,123.32303871680065,9.655472261836778e-42,5.416930720344537e-40
Fibrinogen g-chain dimer,Second,group,2,369,1370655.249472923,2919217.750527092,86.62796513966573,1.4310977784511616e-31,3.7338101458479975e-30
Fibronectin,Second,group,2,369,1642156.960415375,2647716.039584652,114.42992929263099,2.1566326046966935e-39,9.323644053325249e-38
Ficolin-3,Second,group,2,369,220254.59440227784,4069618.405597722,9.98545038309353,5.979395486913905e-5,6.359899749960748e-4
Flt-3,Second,group,2,369,1882320.0000000242,2407552.999999998,144.24938516410842,5.184981559310684e-47,1.5484233755602773e-44
Flt3 ligand,Second,group,2,369,643431.5720535628,3646441.4279464474,32.55588424760124,9.52525998860755e-14,1.3506077883151198e-12
Fractalkine/CX3CL-1,Second,group,2,369,931399.9549336,3358473.045066414,51.16708973969181,2.438799855951841e-20,4.238174626246179e-19
Fucosyltransferase 3,Second,group,2,369,1644587.809403352,2645285.1905966704,114.70462690129739,1.8204470499763935e-39,7.905446206033644e-38
G-CSF,Second,group,2,369,385625.3936854354,3904247.6063145665,18.22320003984666,2.8355889090816894e-8,3.3914124384049995e-7
G-CSF-R,Second,group,2,369,259707.3120915061,4030165.687908496,11.889337260907869,9.910075548161838e-6,1.0886700497010934e-4
GA733-1 protein,Second,group,2,369,633877.1849567844,3655995.815043221,31.988641820462295,1.543659419820829e-13,2.1760727307130893e-12
"GAPDH, liver",Second,group,2,369,1079557.0567151755,3210315.9432848413,62.04320088201281,5.916519415986626e-24,1.1461842383478283e-22
GAS1,Second,group,2,369,1747275.7327113887,2542597.2672886355,126.78860975455282,1.2238112638969688e-42,7.712933537861971e-41
GCKR,Second,group,2,369,1161238.101623455,3128634.898376555,68.47984399224745,5.093051165351483e-26,1.063043288913123e-24
GCP-2,Second,group,2,369,134031.6888045529,4155841.3111954452,5.950382782379785,0.002861403169889537,0.02708430176416088
GDF-11,Second,group,2,369,257267.42973856535,4032605.5702614374,11.77051411544027,1.1080816744794684e-5,1.214532304607056e-4
GDF-9,Second,group,2,369,423507.85241408926,3866365.1475859154,20.209472149620126,4.692245352416465e-9,5.7538118646200886e-8
GDF2,Second,group,2,369,1791790.793168902,2498082.2068311195,132.33567751920316,4.703732837168691e-44,3.836379389297238e-42
GFAP,Second,group,2,369,1470069.829222029,2819803.1707779886,96.18681413732581,2.3953517070808923e-34,7.36878337862727e-33
GFRa-1,Second,group,2,369,1457380.728652767,2832492.271347248,94.92938327014113,5.484449374360215e-34,1.635339409805171e-32
GFRa-2,Second,group,2,369,1526937.9758064686,2762935.024193548,101.96405419216204,5.5832957549742064e-36,1.9148292896677865e-34
GFRa-3,Second,group,2,369,1445274.2964368719,2844598.7035631477,93.74014948350812,1.2046964448123945e-33,3.521805836047294e-32
GHC2,Second,group,2,369,1458573.804817651,2831299.1951823733,95.04713152419858,5.074291697634869e-34,1.5153673719281384e-32
GIB,Second,group,2,369,782428.0660447078,3507444.9339553034,41.157589328838824,7.32513494227558e-17,1.1420947564842654e-15
GIIE,Second,group,2,369,1446013.3577904496,2843859.642209571,93.81245844645578,1.1483039747266108e-33,3.372184035817714e-32
GITR,Second,group,2,369,17017.514495045878,4272855.485504954,0.734808709301555,0.480297622451353,1
GM-CSF,Second,group,2,369,813511.1238140524,3476361.876185957,43.17525266050983,1.4176213246505115e-17,2.2592735017929067e-16
GNS,Second,group,2,369,146774.61126924027,4143098.3887307607,6.536150783392515,0.0016237147824122783,0.015719952414468243
GNT2C,Second,group,2,369,109529.87708201632,4180342.6229179846,4.834116278135626,0.00846452448944728,0.0777236956188465
GOT1,Second,group,2,369,1658166.7628083755,2631706.2371916506,116.2484487875864,7.043747756297114e-40,3.2247332672362133e-38
GP114,Second,group,2,369,48996.9276829008,4240876.072317098,2.131619270014657,0.12010373182516987,1
GP1BA,Second,group,2,369,945361.9734345484,3344511.026565461,52.15090717694195,1.130764906242666e-20,1.984600306176285e-19
GPC2,Second,group,2,369,1577418.3177841306,2712454.6822158983,107.2953150293433,1.8594362358689708e-37,6.901372367540975e-36
GPC5,Second,group,2,369,1794865.808823553,2495007.1911764694,132.72616724274738,3.747564427311701e-44,3.2074705472845475e-42
GPNMB,Second,group,2,369,140943.31525405636,4148929.6847459427,6.267650608777608,0.0021047835938653114,0.02016619063515897
GPVI,Second,group,2,369,257086.63293274585,4032786.367067257,11.761714967952964,1.1172853397937069e-5,1.2232387327871331e-4
GRB2-related adapter protein 2,Second,group,2,369,1097303.1290322766,3192569.870967741,63.41362459988606,2.1276857522310974e-24,4.20583138091896e-23
GREM1,Second,group,2,369,1655702.257695573,2634170.7423044494,115.9670713970473,8.371538061294482e-40,3.805688523203387e-38
GRN,Second,group,2,369,938021.114326389,3351851.885673623,51.63262026371963,1.6945363109607398e-20,2.9606882490063013e-19
GSK-3 alpha/beta,Second,group,2,369,147776.29058612464,4142096.7094138744,6.582348874466063,0.001552869537411486,0.015056594588948239
GSTA3,Second,group,2,369,120376.09535104549,4169496.9046489545,5.32663534718172,0.005241265778812282,0.04872608831199857
GV,Second,group,2,369,1237652.3818785786,3052220.618121443,74.81335493930938,5.316664496028022e-28,1.2070603939944228e-26
GX,Second,group,2,369,1581980.334229411,2707892.6657706094,107.78690579386932,1.3630239254963226e-37,5.1176289626554927e-36
Galectin-2,Second,group,2,369,1763688.4849251811,2526184.5150748477,128.81106804625264,3.705159152804354e-43,2.523584591506915e-41
Galectin-3,Second,group,2,369,718115.1427893825,3571757.857210626,37.094408171362225,2.0928221021711858e-15,3.122560604251896e-14
Galectin-4,Second,group,2,369,1176324.793643285,3113548.2063567373,69.70565735391074,2.0876554486171864e-26,4.433722288110426e-25
Galectin-8,Second,group,2,369,1767568.858739221,2522304.141260806,129.2930733858181,2.7901770482919542e-43,1.948241658613888e-41
Gelsolin,Second,group,2,369,585233.3339658496,3704639.666034155,29.14603304247614,1.7686162614795142e-12,2.4125958319453283e-11
Glucagon,Second,group,2,369,1792802.8668037327,2497070.1331962897,132.46409242895197,4.3648895842439476e-44,3.6043714786835474e-42
Glucocorticoid receptor,Second,group,2,369,1783620.990143396,2506252.00985663,131.30286634674118,8.59143879233298e-44,6.591757753661131e-42
Glutamate carboxypeptidase,Second,group,2,369,56178.11174362339,4233694.388256378,2.448183705807642,0.08785362952023379,0.7744586827332203
Glutathione S-transferase Pi,Second,group,2,369,110612.75627240166,4179260.2437275993,4.8831736580384835,0.008069448943004381,0.0742364647986984
Glypican 3,Second,group,2,369,291470.8617436234,3998402.1382563813,13.449466094760858,2.301736478455495e-6,2.5826488238310875e-5
Granulysin,Second,group,2,369,279139.3666455834,4010733.6333544166,12.84084605315377,4.062529006858618e-6,4.513977909452254e-5
Granzyme B,Second,group,2,369,1548966.0894476287,2740906.910552392,104.2663077694571,1.274962563387787e-36,4.516195501179897e-35
Granzyme H,Second,group,2,369,186552.33565253904,4103320.66434746,8.388061461281627,2.738379106437082e-4,0.002810980954781439
Gro-a,Second,group,2,369,1652667.0426418092,2637205.957358212,115.62125761040699,1.0353294667234415e-39,4.652117629402641e-38
Gro-b/g,Second,group,2,369,332106.7367172702,3957766.2632827326,15.481887723585137,3.495851104453929e-7,4.029644178065841e-6
Growth hormone receptor,Second,group,2,369,258380.39052287675,4031492.609477124,11.82469786485696,1.0530629634618922e-5,1.1555330336573541e-4
H6ST1,Second,group,2,369,1839166.0839131586,2450706.9160868656,138.46051531277854,1.3748668467404793e-45,1.7218083154392377e-43
HAI-1,Second,group,2,369,1552256.5254058777,2737616.474594139,104.61338598564758,1.021521359181147e-36,3.6517705482731743e-35
HB-EGF,Second,group,2,369,167400.6584440223,4122472.341555977,7.4919657244479625,6.465567852309265e-4,0.0064527215923707755
HCC-1,Second,group,2,369,255275.54316888237,4034597.4568311214,11.673615080214487,1.2137815171341608e-5,1.3273884123021285e-4
HCC-4,Second,group,2,369,367257.2129981024,3922615.7870018985,17.27392114789271,6.741112956957313e-8,7.959497500397419e-7
HCG,Second,group,2,369,1202052.3097196012,3087820.6902804137,71.82368193896845,4.516574190870555e-27,9.86196023391138e-26
HCK,Second,group,2,369,860326.3715475579,3429546.128452455,46.28315514803986,1.1619105791804065e-18,1.9211464319080778e-17
HDAC8,Second,group,2,369,866071.6188593833,3423800.381140627,46.67042347437401,8.52759967642392e-19,1.4129502462470696e-17
HDGR2,Second,group,2,369,333929.4145582989,3955943.585441703,15.574028207261971,3.2110216237276797e-7,3.7035223826894775e-6
HGF,Second,group,2,369,38504.17457305454,4251368.825426945,1.670995978104802,0.18947951762918144,1
HGFA,Second,group,2,369,691372.4733818346,3598500.526618174,35.447603910406016,8.287651240356843e-15,1.211251582596724e-13
HINT1,Second,group,2,369,579865.1983976415,3710007.8016023613,28.83690138283745,2.310236893543131e-12,3.142594900488465e-11
HIPK3,Second,group,2,369,1804140.525405882,2485732.4745941386,133.90979533778432,1.885106709744916e-44,1.726060196795103e-42
HIV-2 Rev,Second,group,2,369,1550083.0552920285,2739789.944707991,104.3840328904705,1.182599080466133e-36,4.196682076826309e-35
HMG-1,Second,group,2,369,1404811.528410303,2885061.471589711,89.83785251857552,1.6315947598958677e-32,4.448239555324588e-31
HMGR,Second,group,2,369,459571.7214842946,3830301.278515708,22.136896407979158,8.326802891076161e-10,1.044825660349487e-8
HNRPQ,Second,group,2,369,491071.1421041605,3798801.857895846,23.850316259559364,1.8147094250844764e-10,2.3236127615739244e-9
HO-2,Second,group,2,369,1708751.8650643285,2581121.1349356966,122.14255070683569,1.9617745124653235e-41,1.0818381287726621e-39
HPG-,Second,group,2,369,1326053.0946658407,2963819.905334176,82.54779432634322,2.3477979967544665e-30,5.888106091844635e-29
HPLN1,Second,group,2,369,924069.1081594052,3365803.891840608,50.65379800312028,3.646589012568557e-20,6.297618777071295e-19
HPT,Second,group,2,369,875873.4646848124,3413999.0353152007,47.33412416428177,5.024666459723433e-19,8.408240176641916e-18
HPV E7 Type 16,Second,group,2,369,150558.87333966186,4139314.126660338,6.710800698177361,0.0013717938319959637,0.013354251508614577
HPV E7 Type18,Second,group,2,369,781535.2539004949,3508337.7460995163,41.10016331949563,7.677313311269778e-17,1.1941270564206682e-15
HRG,Second,group,2,369,254684.52561669983,4035187.974383301,11.64488377606808,1.2470294577923661e-5,1.3629804002459573e-4
HSP 40,Second,group,2,369,91526.78979548812,4198346.210204512,4.022224912329221,0.018704179591418783,0.1690286201805951
HSP 60,Second,group,2,369,368864.63946869597,3921008.3605313096,17.356638834800307,6.250142946624118e-8,7.393281266367143e-7
HSP 70,Second,group,2,369,788556.4646848049,3501316.5353152016,41.55256066308471,5.305060515825541e-17,8.29801891245818e-16
HSP 90a/b,Second,group,2,369,1337207.7429896905,2952665.257010328,83.55665377097466,1.1709117319042633e-30,2.9556545753544424e-29
HSP70 protein 8,Second,group,2,369,1785804.4545646464,2504068.545435377,131.57823593438857,7.315229872222616e-44,5.725747030159465e-42
HTRA2,Second,group,2,369,439708.1385199288,3850164.861480075,21.07082539986105,2.1624066155436997e-9,2.6804114416119543e-8
HVEM,Second,group,2,369,1069549.2604364478,3220323.739563567,61.2770188680682,1.0506683230837477e-23,2.0212979336113177e-22
"Haptoglobin, Mixed Type",Second,group,2,369,816199.2532679848,3473673.7467320254,43.351440926084265,1.2290712453797757e-17,1.960389372735477e-16
Hat1,Second,group,2,369,491934.43690702505,3797938.5630929805,23.897675568356505,1.740186234844069e-10,2.2296616065747223e-9
Hemoglobin,Second,group,2,369,1367465.8292220305,2922407.17077799,86.33206488618734,1.750513355432536e-31,4.554937901723047e-30
Hemopexin,Second,group,2,369,657901.3569997968,3631971.6430002106,33.420635483319344,4.5738671579791045e-14,6.552395617841393e-13
Heparin cofactor II,Second,group,2,369,466148.5405861307,3823724.459413875,22.492312574040554,6.064254085231004e-10,7.638896225909336e-9
Histone H1.2,Second,group,2,369,1409964.362903242,2879908.6370967757,90.32870751687895,1.1732045762905437e-32,3.2348708666998765e-31
Histone H2A.z,Second,group,2,369,1460948.129032278,2828924.8709677407,95.28175617977698,4.3466287807979575e-34,1.31423607069113e-32
I-309,Second,group,2,369,18803.94686907064,4271069.053130929,0.8122856723190472,0.4446344452853622,1
I-TAC,Second,group,2,369,168221.5601939708,4121651.43980603,7.53020441176565,6.232315766441506e-4,0.006232750945496278
ICOS,Second,group,2,369,118154.53868859354,4171718.4613114065,5.225547359011541,0.005782525969106077,0.05357836098977216
IDE,Second,group,2,369,543497.9249947332,3746375.0750052715,26.7659711464921,1.3972634944051116e-11,1.8463429663212135e-10
IDS,Second,group,2,369,80452.45377398282,4209420.546226019,3.526252024072016,0.030410187215436604,0.2726572515462309
IDUA,Second,group,2,369,264314.33185747545,4025558.1681425264,12.114095037460565,8.024679102380958e-6,8.84051631333609e-5
IF4A3,Second,group,2,369,1864842.5505482052,2425030.449451823,141.8800537757863,1.9693566665448313e-46,3.2124270604856e-44
IF4G2,Second,group,2,369,226463.6152751427,4063409.3847248573,10.282630437221629,4.511423268249021e-5,4.8196389702919096e-4
IFN-aA,Second,group,2,369,128755.00231920974,4161117.997680793,5.7088738990661305,0.003616200302503725,0.0339107966209109
IFN-g,Second,group,2,369,994203.6923887981,3295669.307611217,55.65806642738932,7.492055053460084e-22,1.3629891543739987e-20
IFN-g R1,Second,group,2,369,1688562.142104174,2601310.8578958483,119.76258595645841,8.259856490723532e-41,4.219342349762138e-39
IFN-lambda 1,Second,group,2,369,231351.42151592113,4058521.5784840826,10.517213336002682,3.6130315224286115e-5,3.8812306966958833e-4
IFN-lambda 2,Second,group,2,369,933384.865275153,3356488.134724859,51.30645505987532,2.1867827971658574e-20,3.803621675504024e-19
IFNL4,Second,group,2,369,18453.83349146135,4271418.666508539,0.79709636188804,0.45140991255406826,1
IGF-I,Second,group,2,369,145744.4215159202,4144128.5784840817,6.488661068408152,0.0016999302034075706,0.016425061826451336
IGF-I sR,Second,group,2,369,1131570.688804565,3158302.311195448,66.10348583300089,2.905420514370042e-25,5.905565442787009e-24
IGF-II receptor,Second,group,2,369,442379.84292642446,3847493.157073582,21.21357405662161,1.9024626713439863e-9,2.3657513715372488e-8
IGFBP-1,Second,group,2,369,1874967.758802467,2414905.241197557,143.2484991947373,9.10057960123121e-47,1.8282679080279924e-44
IGFBP-2,Second,group,2,369,690089.5733185834,3599783.426681424,35.36921841841304,8.851004078206547e-15,1.2918043997162184e-13
IGFBP-3,Second,group,2,369,1489951.6963947043,2799921.3036053143,98.17993371129876,6.492416887034435e-35,2.0660100184401184e-33
IGFBP-4,Second,group,2,369,1603083.2806240977,2686789.719375923,110.08262505330937,3.218216525493044e-38,1.2645737752099964e-36
IGFBP-5,Second,group,2,369,1535344.7637044284,2754528.23629559,102.8383391285988,3.182111377678112e-36,1.1030195471786874e-34
IGFBP-6,Second,group,2,369,1880732.0080645443,2409140.991935481,144.03268909933576,5.855726480935452e-47,1.5655937173788152e-44
IGFBP-7,Second,group,2,369,1492373.9447607207,2797499.0552393,98.42469554821707,5.534229934019451e-35,1.766889863655197e-33
IL-1 R AcP,Second,group,2,369,251905.21357790288,4037967.786422097,11.509876839880464,1.415948680368232e-5,1.5415301715837745e-4
IL-1 R4,Second,group,2,369,93861.95219270326,4196011.047807297,4.127141225856245,0.01687946341505798,0.1528946626587795
IL-1 sR9,Second,group,2,369,943609.7448872104,3346263.2551128,52.026987914261305,1.2454921004699168e-20,2.1839828111217405e-19
IL-1 sRI,Second,group,2,369,243854.31604470033,4046018.1839553006,11.119851484766402,2.0447759150278223e-5,2.212478921436606e-4
IL-10,Second,group,2,369,1430429.170567173,2859443.3294328474,92.29565043416655,3.147361585117665e-33,9.010996175675255e-32
IL-10 Rb,Second,group,2,369,395259.7456778446,3894612.754322159,18.724691690240896,1.7975087822925574e-8,2.1672100420108693e-7
IL-11,Second,group,2,369,807356.0306240846,3482516.969375923,42.7728533586549,1.9647383178037614e-17,3.1235244562933665e-16
IL-11 RA,Second,group,2,369,474816.9504533056,3815056.0495467,22.96263179909083,3.989532070601009e-10,5.05827724432766e-9
IL-12,Second,group,2,369,66432.00484925229,4223440.995150749,2.90206608989208,0.056164026615921694,0.497817295540337
IL-12 RB2,Second,group,2,369,1179718.6803710903,3110154.3196289255,69.98305362366555,1.7071407402403257e-26,3.641529176032892e-25
IL-12 Rb1,Second,group,2,369,1665872.72954883,2624000.2704511904,117.1316642238419,4.100499075371269e-40,1.936648286370272e-38
IL-13,Second,group,2,369,1878907.5684166434,2410965.4315833845,143.78407995058032,6.733457949288896e-47,1.5655937173788152e-44
IL-13 Ra1,Second,group,2,369,1793598.2888467498,2496274.711153278,132.5650910189051,4.1157147278665976e-44,3.428824077550912e-42
IL-15 Ra,Second,group,2,369,837381.7131035286,3452491.286896479,44.7494036129724,3.976168444547432e-18,6.469180817207235e-17
IL-16,Second,group,2,369,896895.0910816053,3392977.408918406,48.77048219348624,1.607680105253927e-19,2.7231457046365896e-18
IL-17,Second,group,2,369,443101.1969744959,3846771.8030255116,21.252149861734942,1.8377732312581232e-9,2.286773666813398e-8
IL-17 RC,Second,group,2,369,1801209.4665823542,2488663.5334176673,133.5347836788796,2.342948052467772e-44,2.1252241663089997e-42
IL-17 RD,Second,group,2,369,17432.64368543122,4272440.356314569,0.7528069421047409,0.47176453465520246,1
IL-17 sR,Second,group,2,369,1063293.866803723,3226579.13319629,60.80052908262341,1.5030031383716002e-23,2.880091606755795e-22
IL-17B,Second,group,2,369,1653908.4741724832,2635964.5258275354,115.76260245347022,9.491847685288531e-40,4.2749333672464725e-38
IL-17B R,Second,group,2,369,1839739.4629981243,2450133.537001897,138.53609437896165,1.3167746989904972e-45,1.6706131743547854e-43
IL-17D,Second,group,2,369,104370.02240143297,4185502.977598567,4.600706112533378,0.010627817398077928,0.09708251287713847
IL-17E,Second,group,2,369,662134.6329327449,3627738.367067258,33.67493115961704,3.688382671084396e-14,5.30344493408482e-13
IL-17F,Second,group,2,369,158222.51133249048,4131650.4886675086,7.065470184594237,9.745439724227278e-4,0.009603730020325775
IL-18 BPa,Second,group,2,369,294201.09213578235,3995671.9078642214,13.584724359429654,2.0291938470590473e-6,2.280799235234644e-5
IL-18 Ra,Second,group,2,369,202932.26417878876,4086940.7358212103,9.161131800327736,1.3091681933109434e-4,0.0013655415896338537
IL-18 Rb,Second,group,2,369,1468450.5545013915,2821422.44549863,96.02572196792227,2.6629884415971244e-34,8.166226677942243e-33
IL-19,Second,group,2,369,511601.64368543634,3778271.3563145692,24.982457414608284,6.677088022631889e-11,8.652291599236235e-10
IL-1F7,Second,group,2,369,122489.84292641701,4167383.157073583,5.422917732333894,0.004773148279642429,0.04448069000686928
IL-1Rrp2,Second,group,2,369,1205397.47417248,3084475.525827536,72.10166918901255,3.6979141690430555e-27,8.120082115816585e-26
IL-1a,Second,group,2,369,1094150.3748682397,3195722.625131777,63.16904432682609,2.5526805842601994e-24,5.010211310136907e-23
IL-1b,Second,group,2,369,1331158.8182585053,2958714.1817415114,83.0086270192323,1.7080778679340415e-30,4.2948324378949163e-29
IL-2,Second,group,2,369,1445826.0934535312,2844046.9065464893,93.7941331516559,1.162339432489347e-33,3.403104635680816e-32
IL-2 sRa,Second,group,2,369,1086453.9700611606,3203419.029938858,62.57400471274282,3.978677954102929e-24,7.746392326835733e-23
IL-2 sRg,Second,group,2,369,1225.6650326801464,4288646.83496732,0.05272879936993231,0.9486443950379015,1
IL-20,Second,group,2,369,300411.09767025104,3989461.90232975,13.893063495052791,1.5229797275891278e-6,1.7197847962744582e-5
IL-20 Ra,Second,group,2,369,1467687.5218216493,2822185.4781783693,95.94987638830865,2.7992145808358115e-34,8.57043357491383e-33
IL-22,Second,group,2,369,838194.3241092223,3451678.675890786,44.803374624157705,3.807176646377512e-18,6.199870694233173e-17
IL-22BP,Second,group,2,369,1741852.4849251779,2548020.5150748463,126.12605807816867,1.8131782413712855e-42,1.0998827223229101e-40
IL-23,Second,group,2,369,500009.1123761395,3789863.887623867,24.341687186881224,1.175055081506e-10,1.5105570672740867e-9
IL-23 R,Second,group,2,369,1648812.955355282,2641060.0446447404,115.18329198152308,1.3554810099258743e-39,5.979937164224959e-38
IL-27,Second,group,2,369,90905.1143263774,4198967.885673625,3.9943133764944143,0.019222184538005154,0.17362896892844049
IL-3,Second,group,2,369,717024.9068100424,3572848.093189965,37.026789792324664,2.214045197298942e-15,3.300892322171538e-14
IL-3 Ra,Second,group,2,369,5878.922201138921,4283994.077798861,0.2531892263183136,0.7764557229071737,1
IL-34,Second,group,2,369,159864.52904280042,4130008.4709572005,7.141633199013924,9.056295251199335e-4,0.008941758141744874
IL-4,Second,group,2,369,1488409.2718216479,2801463.728178368,98.02429633085352,7.186789125042969e-35,2.2794986497711277e-33
IL-4 sR,Second,group,2,369,436131.1465844456,3853741.853415558,20.880017293715017,2.5665221848135755e-9,3.171207771094154e-8
IL-5,Second,group,2,369,578214.2932743081,3711658.706725701,28.742011466679212,2.5078652791785873e-12,3.406652487489828e-11
IL-5 Ra,Second,group,2,369,710290.2964368602,3579582.7035631454,36.6100103126976,3.133860525776145e-15,4.64015867360106e-14
IL-6,Second,group,2,369,1240718.9914084035,3049154.0085916086,75.07415278790207,4.41665741960354e-28,1.008627135638678e-26
IL-6 sRa,Second,group,2,369,654337.1609213641,3635535.8390786434,33.20699108293955,5.481218060845922e-14,7.834894801437257e-13
IL-7,Second,group,2,369,1770460.0455408231,2519412.954459203,129.6531709198891,2.2580484993729735e-43,1.5991221263639565e-41
IL-7 Ra,Second,group,2,369,1522501.3329643924,2767371.667035632,101.50479578799329,7.506779182798964e-36,2.5386194787139804e-34
IL-8,Second,group,2,369,1692326.2153173368,2597546.7846826892,120.20348914107836,6.323317865429328e-41,3.264472604548742e-39
IL22RA1,Second,group,2,369,1593800.322211701,2696072.6777883177,109.06833553511004,6.081084245736054e-38,2.360841741340717e-36
IL24,Second,group,2,369,1626809.9800232137,2663063.0199768087,112.70722437387033,6.264380027069054e-39,2.5927528061496735e-37
ILT-2,Second,group,2,369,852047.7874762868,3437825.2125237198,45.72740237540226,1.8128479378671054e-18,2.9771434412561546e-17
ILT-4,Second,group,2,369,292.8197343451902,4289580.180265655,0.012594528768860034,0.987484874863501,1
IMB1,Second,group,2,369,238835.6171199684,4051037.3828800335,10.87750301808042,2.5702476980540618e-5,2.774860475260036e-4
