"","Predictor","Coefficient","OddsRatio","PercentChangeOdds"
"F229A","F229A",-2.49697651324486,0.082333557097311,-91.7666442902689
"FABPE","FABPE",-3.28719420626159,0.0373585227908912,-96.2641477209109
"`FGF-12`","FGF-12",-5.68273002015185,0.00340425206913012,-99.659574793087
"`FGF-16`","FGF-16",1.60518708832413,4.97879098927358,397.879098927358
"`FGF-17`","FGF-17",3.34168881952052,28.2668239821502,2726.68239821502
"`FGF-18`","FGF-18",1.53803493081795,4.65543302865381,365.543302865381
"`FGF-6`","FGF-6",-1.68522027825238,0.185403587079371,-81.4596412920629
"`FGF-8A`","FGF-8A",0.582370784264376,1.7902777658461,79.0277765846096
"FGF7","FGF7",2.64960608494027,14.1484642543878,1314.84642543878
"FLRT1","FLRT1",6.72353007334769,831.748468291452,83074.8468291452
"FSH","FSH",2.10720467813224,8.22521699054186,722.521699054186
"Fibrinogen","Fibrinogen",9.45923211273818,12826.031719114,1282503.1719114
"`Flt-3`","Flt-3",2.09993651318857,8.16565148493513,716.565148493513
"`GA733-1 protein`","GA733-1 protein",-3.26813176562984,0.0380774983567571,-96.1922501643243
"GCKR","GCKR",1.82818048487361,6.22255432026021,522.255432026021
"`GDF-11`","GDF-11",0.0464642003194052,1.04756057606321,4.75605760632132
"GHC2","GHC2",2.83927092364917,17.1032913851235,1610.32913851235
"GPC2","GPC2",-1.69736003885738,0.183166438615002,-81.6833561384998
"GPNMB","GPNMB",-0.328424994254358,0.720056934607685,-27.9943065392315
"HMGR","HMGR",1.61860970953953,5.04606993461668,404.606993461668
"`HPV E7 Type 16`","HPV E7 Type 16",-0.205495342545906,0.814243886861847,-18.5756113138153
"`HSP 40`","HSP 40",-0.785089974395526,0.456078664537362,-54.3921335462638
"HVEM","HVEM",4.08736485537179,59.5826756838823,5858.26756838823
"Hat1","Hat1",-1.35886712834205,0.256951705434675,-74.3048294565325
"ICOS","ICOS",0.369577517056371,1.44712310066794,44.712310066794
"IF4A3","IF4A3",-3.33699221287763,0.0355437050027619,-96.4456294997238
"`IFN-g`","IFN-g",4.04996611825651,57.3955123524746,5639.55123524746
"`IFN-lambda 1`","IFN-lambda 1",1.15140837570344,3.16264396549426,216.264396549426
"`IFN-lambda 2`","IFN-lambda 2",-3.84274037632373,0.0214347814200269,-97.8565218579973
"`IL-1 sR9`","IL-1 sR9",4.62214619513904,101.712092043806,10071.2092043806
"`IL-12`","IL-12",-0.363286265560315,0.695387339557191,-30.4612660442809
"`IL-12 Rb1`","IL-12 Rb1",4.59068053611894,98.5614819921945,9756.14819921945
"`IL-17`","IL-17",1.87321192040968,6.50916979481326,550.916979481326
"`IL-17 RC`","IL-17 RC",1.77250467942576,5.88557639755443,488.557639755443
"`IL-17 RD`","IL-17 RD",-0.653401104948838,0.520273260252123,-47.9726739747877
"`IL-17B`","IL-17B",3.18249363545404,24.1067922154351,2310.67922154351
"`IL-2 sRg`","IL-2 sRg",-0.630913948179237,0.532105262069646,-46.7894737930354
"`IL-20 Ra`","IL-20 Ra",-4.42939295110559,0.0119217245463117,-98.8078275453688
"`IL-27`","IL-27",1.42570160072763,4.16077602242263,316.077602242263
"`IL-3 Ra`","IL-3 Ra",-0.251409206108036,0.777704065183225,-22.2295934816775
"`IL-6`","IL-6",3.04116970050647,20.9297104155397,1992.97104155397
"`IL-7 Ra`","IL-7 Ra",-4.91126986967037,0.00736313217384844,-99.2636867826152
"IMB1","IMB1",2.70668406954572,14.9795220176464,1397.95220176464
"ISM1","ISM1",-2.41930889220738,0.0889830931228529,-91.1016906877147
"IgG","IgG",2.2601167460541,9.58420801992026,858.420801992026
"`JAM-C`","JAM-C",2.64680017759133,14.1088206187543,1310.88206187543
"`K-ras`","K-ras",2.51221457019844,12.332210387867,1133.2210387867
"KIF23","KIF23",-0.0159814008108193,0.984145624195709,-1.58543758042907
"KIRR3","KIRR3",8.21887267619829,3710.31729498161,370931.729498161
"`Kallikrein 11`","Kallikrein 11",-2.76548702926839,0.0629454356120982,-93.7054564387902
"`Kallikrein 4`","Kallikrein 4",3.87394148109128,48.1317229778107,4713.17229778107
"`Kallikrein 6`","Kallikrein 6",0.752593698552895,2.12249800347031,112.249800347031
"`LDH-H 1`","LDH-H 1",-2.38888487758827,0.0917319191834225,-90.8268080816577
"LRRT3","LRRT3",-3.29350800185063,0.0371233917801552,-96.2876608219845
"`Livin B`","Livin B",-6.85007441775608,0.00105937685352584,-99.8940623146474
"Lymphotactin","Lymphotactin",-3.43573124583328,0.0322018541486526,-96.7798145851347
"`Lymphotoxin a2/b1`","Lymphotoxin a2/b1",0.0174656983945126,1.01761911558265,1.76191155826504
"Lysozyme","Lysozyme",0.497699732210845,1.64493312880856,64.4933128808557
"MAPKAPK3","MAPKAPK3",-5.03397948095034,0.00651284120501491,-99.3487158794985
"`MCP-2`","MCP-2",4.11182773628531,61.0582139587538,6005.82139587538
"`MED-1`","MED-1",2.76800690320077,15.9268585836978,1492.68585836978
"MIS","MIS",2.35347691778064,10.5220906418651,952.209064186509
"MK01","MK01",-0.369676177882504,0.690958041910303,-30.9041958089697
"MO2R1","MO2R1",-1.96082778974198,0.140741868012442,-85.9258131987558
"MOZ","MOZ",1.59388284683231,4.92282644789412,392.282644789412
"NACA","NACA",0.721194210979296,2.05688810287815,105.688810287815
"NANOG","NANOG",-1.14783301612761,0.317323660123494,-68.2676339876506
"`NCAM-120`","NCAM-120",2.89602144897923,18.1019822523417,1710.19822523417
"`NDP kinase B`","NDP kinase B",6.32777670559415,559.910363418996,55891.0363418996
"NKG2D","NKG2D",-4.48839335129325,0.0112386859322501,-98.876131406775
"NKp30","NKp30",0.51230589955361,1.66913561989437,66.9135619894373
"NMT1","NMT1",0.580310474078879,1.78659303547744,78.6593035477445
"NRP1","NRP1",-4.8905584397858,0.00751722338601571,-99.2482776613984
"`OX40 Ligand`","OX40 Ligand",1.09701713655257,2.99521835839016,199.521835839016
"`Olfactomedin-4`","Olfactomedin-4",2.10154936023518,8.17883205808334,717.883205808334
"PACA","PACA",-0.0504776066839784,0.950775219443895,-4.92247805561049
"`PACAP-38`","PACAP-38",2.66752816055145,14.4043199850267,1340.43199850267
"PAK7","PAK7",1.96359858302293,7.12492060562838,612.492060562838
"`PDGF-BB`","PDGF-BB",3.12575516268251,22.7770890082435,2177.70890082435
"PIM1","PIM1",3.70529474277617,40.6620303905518,3966.20303905518
"`PKC-Z`","PKC-Z",-4.38912928536493,0.0124115314189949,-98.7588468581005
"`PLK-1`","PLK-1",2.04339060411241,7.71672926643647,671.672926643647
"PLPP","PLPP",-0.0717186054248684,0.930792779001806,-6.92072209981941
"PPIE","PPIE",2.78315664436336,16.1699833574298,1516.99833574298
"PSA","PSA",0.0521436538299099,1.05352707484259,5.35270748425851
"PSA6","PSA6",3.88710233803691,48.7693644488612,4776.93644488612
"PSME1","PSME1",1.96381548950329,7.12646621470003,612.646621470003
"PTK6","PTK6",-0.916330953737142,0.39998391157836,-60.001608842164
"Persephin","Persephin",4.60760533786056,100.243811926298,9924.38119262978
"`Protein disulfide-isomerase`","Protein disulfide-isomerase",-0.817121499295197,0.441701263742813,-55.8298736257186
"RAN","RAN",-1.30399997046982,0.271443851227904,-72.8556148772096
"`RGM-C`","RGM-C",1.21844677937255,3.38193076743546,238.193076743546
"RTN4","RTN4",1.80848594617803,6.10120288607809,510.120288607809
"SBDS","SBDS",-1.73267391921309,0.176810998993298,-82.3189001006702
"`SCF sR`","SCF sR",0.961887100335107,2.61662965995831,161.662965995831
"SE6L2","SE6L2",0.282238044171112,1.32609435144889,32.6094351448894
"SGTA","SGTA",-1.94128869693658,0.143518878214041,-85.6481121785959
"SPTA2","SPTA2",-4.59202704332671,0.0101322989340339,-98.9867701065966
"SSRP1","SSRP1",2.68527536788435,14.6622383339634,1366.22383339634
"STX1a","STX1a",3.53278631593048,34.2191803541176,3321.91803541176
"`Sphingosine kinase 1`","Sphingosine kinase 1",-1.04091081601097,0.353132896341293,-64.6867103658707
"`Stress-induced-phosphoprotein 1`","Stress-induced-phosphoprotein 1",3.10607152242151,22.3331366154696,2133.31366154696
"`TAK1-TAB1`","TAK1-TAB1",-0.307506924668343,0.735277775975433,-26.4722224024567
"TCPTP","TCPTP",3.55789933594264,35.0894086103181,3408.94086103181
"TFF3","TFF3",-0.729661440248831,0.482072172699947,-51.7927827300053
"`TGF-b3`","TGF-b3",-1.99683088437917,0.13576485672126,-86.423514327874
"`TLR4:MD-2 complex`","TLR4:MD-2 complex",1.39894309993783,4.0509162898556,305.09162898556
"`TNF-b`","TNF-b",5.50796141049633,246.647800586516,24564.7800586516
"TNR4","TNR4",3.17833891668666,24.0068430475125,2300.68430475125
"TRY3","TRY3",2.88597161550048,17.9209714328596,1692.09714328596
"TS","TS",1.68678070379799,5.40206184475975,440.206184475975
"TSLP","TSLP",-3.92360777647443,0.0197696414807297,-98.023035851927
"`TSLP R`","TSLP R",6.70982759836385,820.429183923746,81942.9183923746
"`Testican-1`","Testican-1",3.4047844955874,30.1078066595432,2910.78066595432
"`Thrombospondin-1`","Thrombospondin-1",0.626794337827987,1.87160123117269,87.1601231172692
"`Thyroxine-Binding Globulin`","Thyroxine-Binding Globulin",15.5897157363931,5895593.3288277,589559232.88277
"UB2L3","UB2L3",1.21896618797993,3.38368782766224,238.368782766224
"UBE2N","UBE2N",13.4378488533411,685462.350190934,68546135.0190933
"UFC1","UFC1",-3.89347223216301,0.0203744781559114,-97.9625521844089
"`ULBP-2`","ULBP-2",-2.42062043480035,0.0888664645045864,-91.1133535495414
"`ULBP-3`","ULBP-3",3.88044762294569,48.4458957131524,4744.58957131523
"`VEGF-C`","VEGF-C",1.43681358572209,4.20726833570264,320.726833570264
"VWC2L","VWC2L",-2.51967932172961,0.0804854125345172,-91.9514587465483
"`Vasoactive Intestinal Peptide`","Vasoactive Intestinal Peptide",-2.30908180937677,0.0993524341651781,-90.0647565834822
"WFKN1","WFKN1",-1.36196042325275,0.256158106083169,-74.3841893916831
"`WIF-1`","WIF-1",0.53378584625207,1.7053763955962,70.5376395596196
"`b-ECGF`","b-ECGF",2.05382709035521,7.79768652510077,679.768652510077
"`b-NGF`","b-NGF",-1.00104469273146,0.367495320871973,-63.2504679128027
"gpIIbIIIa","gpIIbIIIa",2.15893550780251,8.66191221116218,766.191221116218
"`paraoxonase 1`","paraoxonase 1",-4.56732819453349,0.010385671174335,-98.9614328825665
"`prostatic binding protein`","prostatic binding protein",1.04717447859924,2.84958816006763,184.958816006763
"`transcription factor MLR1, isoform CRA_b`","transcription factor MLR1, isoform CRA_b",-2.14720272293,0.116810452392518,-88.3189547607482
"uPA","uPA",-1.57341775696401,0.207335348197481,-79.2664651802519
