protein_name,trimester,.y.,n,statistic,df,p,p_adj_bh,p_adj_by,method
Cripto,Third,log2rfu,326,71.31337303761507,2,3.27e-16,6.333416458852868e-16,5.276403318295249e-15,Kruskal-Wallis
sICAM-2,Third,log2rfu,326,71.11720094451175,2,3.61e-16,6.986129568106313e-16,5.8201821204527614e-15,Kruskal-Wallis
RASA1,Third,log2rfu,326,70.9738525476107,2,3.87e-16,7.483070539419087e-16,6.234186316618713e-15,Kruskal-Wallis
RELT,Second,log2rfu,372,70.89315672035764,2,4.03e-16,7.785986733001658e-16,6.4865474268296675e-15,Kruskal-Wallis
Macrophage mannose receptor,Second,log2rfu,372,70.8682919962032,2,4.08e-16,7.876056338028169e-16,6.561584899247123e-15,Kruskal-Wallis
SHP-2,Second,log2rfu,372,70.86134221040516,2,4.1e-16,7.908112582781457e-16,6.588291129176453e-15,Kruskal-Wallis
pTEN,Second,log2rfu,372,70.64649299333837,2,4.56e-16,8.788089330024814e-16,7.32140449055779e-15,Kruskal-Wallis
FGF-18,Second,log2rfu,372,70.62970120931254,2,4.6e-16,8.857851239669421e-16,7.379523512720765e-15,Kruskal-Wallis
Caspase-3,Third,log2rfu,326,70.60040255018725,2,4.67e-16,8.98521882741536e-16,7.485634135161604e-15,Kruskal-Wallis
"Haptoglobin, Mixed Type",Second,log2rfu,372,70.58715327060213,2,4.7e-16,9.035478547854786e-16,7.527505778598614e-15,Kruskal-Wallis
Survivin,Third,log2rfu,326,70.53916402855202,2,4.82e-16,9.25853256389118e-16,7.713333279130084e-15,Kruskal-Wallis
GM-CSF,Second,log2rfu,372,70.3546764519624,2,5.28e-16,1.0133772652388797e-15,8.442500504632624e-15,Kruskal-Wallis
Prolactin Receptor,Second,log2rfu,372,70.28018932993291,2,5.48e-16,1.0508971193415637e-15,8.755080427294481e-15,Kruskal-Wallis
CD97,Third,log2rfu,326,70.14471820998051,2,5.86e-16,1.122845394736842e-15,9.354485379594153e-15,Kruskal-Wallis
NID2,Third,log2rfu,326,70.08100313110117,2,6.05e-16,1.1582990961380443e-15,9.649852072964945e-15,Kruskal-Wallis
Neurotrophin-5,Third,log2rfu,326,70.0294523918028,2,6.21e-16,1.1879556650246307e-15,9.89692254353807e-15,Kruskal-Wallis
IL-11,Second,log2rfu,372,69.82236708674873,2,6.89e-16,1.3169565217391303e-15,1.0971635619574444e-14,Kruskal-Wallis
IL-8,Third,log2rfu,326,69.66116561763579,2,7.47e-16,1.4266475409836067e-15,1.188547740100306e-14,Kruskal-Wallis
Calpain I,Second,log2rfu,372,69.48325112913949,2,8.16e-16,1.5571498771498772e-15,1.2972699383114296e-14,Kruskal-Wallis
CHK1,Second,log2rfu,372,69.46651399626512,2,8.23e-16,1.5679394930498774e-15,1.306258825353322e-14,Kruskal-Wallis
Cadherin-12,Second,log2rfu,372,69.46603641293791,2,8.23e-16,1.5679394930498774e-15,1.306258825353322e-14,Kruskal-Wallis
DRAK2,Second,log2rfu,372,69.4602951701911,2,8.26e-16,1.5723692810457516e-15,1.3099493055597996e-14,Kruskal-Wallis
NKp30,Second,log2rfu,372,69.3557623228021,2,8.7e-16,1.6547755102040817e-15,1.3786023783214108e-14,Kruskal-Wallis
CAMK1D,Second,log2rfu,372,69.19486749513976,2,9.43e-16,1.7921615008156605e-15,1.4930593860769865e-14,Kruskal-Wallis
PIM1,Third,log2rfu,326,69.1607118391205,2,9.59e-16,1.821083944580277e-15,1.5171548295464456e-14,Kruskal-Wallis
MIP-3a,Second,log2rfu,372,69.05447386936476,2,1.01e-15,1.916368078175896e-15,1.5965365537629314e-14,Kruskal-Wallis
CDK5/p35,Second,log2rfu,372,69.0460923865844,2,1.02e-15,1.9337672904800652e-15,1.6110319311210896e-14,Kruskal-Wallis
tPA,Second,log2rfu,372,68.98159145083673,2,1.05e-15,1.989024390243902e-15,1.6570669181533636e-14,Kruskal-Wallis
TrkA,Third,log2rfu,326,68.5283945156641,2,1.32e-15,2.4984565393988626e-15,2.0814775817676694e-14,Kruskal-Wallis
Discoidin domain receptor 2,Second,log2rfu,372,68.45685047924462,2,1.36e-15,2.572077922077922e-15,2.1428119516751292e-14,Kruskal-Wallis
HSP 70,Second,log2rfu,372,68.19652898770187,2,1.55e-15,2.9290348742903487e-15,2.440194708577135e-14,Kruskal-Wallis
EF-1-beta,Third,log2rfu,326,68.17157769143182,2,1.57e-15,2.964424635332253e-15,2.4696781088569583e-14,Kruskal-Wallis
LYNB,Third,log2rfu,326,68.09828197954198,2,1.63e-15,3.0752226720647774e-15,2.5619845492235812e-14,Kruskal-Wallis
DLRB1,Third,log2rfu,326,68.07578502035085,2,1.65e-15,3.1104368932038835e-15,2.5913217062661823e-14,Kruskal-Wallis
LGMN,Third,log2rfu,326,67.80498060013383,2,1.89e-15,3.559983831851253e-15,2.965841678893732e-14,Kruskal-Wallis
14-3-3,Third,log2rfu,326,67.73207257830586,2,1.96e-15,3.688852988691438e-15,3.0732032666236856e-14,Kruskal-Wallis
GIB,Second,log2rfu,372,67.66652824048242,2,2.02e-15,3.7956451612903226e-15,3.1621724000336775e-14,Kruskal-Wallis
PSA6,Second,log2rfu,372,67.67225072068504,2,2.02e-15,3.7956451612903226e-15,3.1621724000336775e-14,Kruskal-Wallis
TYK2,Second,log2rfu,372,67.66323228691408,2,2.03e-15,3.811361804995971e-15,3.1752660204421424e-14,Kruskal-Wallis
HPV E7 Type18,Second,log2rfu,372,67.58931539397076,2,2.1e-15,3.9364440868865646e-15,3.2794727422826024e-14,Kruskal-Wallis
b2-Microglobulin,Second,log2rfu,372,67.59177767701794,2,2.1e-15,3.9364440868865646e-15,3.2794727422826024e-14,Kruskal-Wallis
NG36,Third,log2rfu,326,67.58319952469947,2,2.11e-15,3.952009646302251e-15,3.2924404935564423e-14,Kruskal-Wallis
CRP,Second,log2rfu,372,67.48179338066575,2,2.22e-15,4.154698795180723e-15,3.4613019137193157e-14,Kruskal-Wallis
KREM2,Third,log2rfu,326,67.38060986849223,2,2.34e-15,4.375762439807384e-15,3.645471225123451e-14,Kruskal-Wallis
IFN-aA,Third,log2rfu,326,67.35380972977896,2,2.37e-15,4.428307939053729e-15,3.689247163179341e-14,Kruskal-Wallis
IL-17,Third,log2rfu,326,67.00121961966738,2,2.82e-15,5.2649038461538465e-15,4.3862197132988075e-14,Kruskal-Wallis
RSK-like protein kinase,Third,log2rfu,326,66.88070595652198,2,3e-15,5.596477181745396e-15,4.662455242659584e-14,Kruskal-Wallis
MIP-1a,Second,log2rfu,372,66.61943781054492,2,3.42e-15,6.37488e-15,5.310946817450621e-14,Kruskal-Wallis
PDE9A,Second,log2rfu,372,66.57538714977954,2,3.49e-15,6.500159872102318e-15,5.415318152759274e-14,Kruskal-Wallis
TBK1,Third,log2rfu,326,66.45523895542806,2,3.71e-15,6.904392971246006e-15,5.752086921960478e-14,Kruskal-Wallis
FGF-20,Second,log2rfu,372,66.3290480703854,2,3.95e-15,7.345171588188348e-15,6.119301958612182e-14,Kruskal-Wallis
IR,Third,log2rfu,326,65.91134551034952,2,4.87e-15,9.041513944223107e-15,7.532533899776485e-14,Kruskal-Wallis
OX2G,Third,log2rfu,326,65.91113245469569,2,4.87e-15,9.041513944223107e-15,7.532533899776485e-14,Kruskal-Wallis
OMD,Third,log2rfu,326,65.90409784722306,2,4.89e-15,9.07141719745223e-15,7.557446460886441e-14,Kruskal-Wallis
MK12,Second,log2rfu,372,65.62096180228673,2,5.63e-15,1.0435879077167861e-14,8.69418699209776e-14,Kruskal-Wallis
LYN,Second,log2rfu,372,65.42365438325396,2,6.21e-15,1.1501828298887123e-14,9.582235022280897e-14,Kruskal-Wallis
ING1,Second,log2rfu,372,65.31946925831903,2,6.55e-15,1.2121922160444798e-14,1.0098838553729396e-13,Kruskal-Wallis
NKp46,Third,log2rfu,326,65.14566233074083,2,7.14e-15,1.3203333333333334e-14,1.0999768018598995e-13,Kruskal-Wallis
TIMD3,Second,log2rfu,372,65.125063569742,2,7.22e-15,1.3340681998413957e-14,1.1114193930253963e-13,Kruskal-Wallis
Plasmin,Second,log2rfu,372,65.09778636806914,2,7.31e-15,1.3496275752773374e-14,1.1243819923924487e-13,Kruskal-Wallis
IL22RA1,Third,log2rfu,326,64.91466089654318,2,8.02e-15,1.4795407759303247e-14,1.232613378638591e-13,Kruskal-Wallis
Calpain I,Third,log2rfu,326,64.89011378470764,2,8.12e-15,1.4968037974683543e-14,1.24699529473693e-13,Kruskal-Wallis
AMNLS,Third,log2rfu,326,64.85513654067177,2,8.26e-15,1.521407114624506e-14,1.267492450596992e-13,Kruskal-Wallis
Angiostatin,Third,log2rfu,326,64.80898342076443,2,8.45e-15,1.555173775671406e-14,1.295623637540584e-13,Kruskal-Wallis
ALCAM,Third,log2rfu,326,64.795820561749,2,8.51e-15,1.564980268350434e-14,1.3037934793390238e-13,Kruskal-Wallis
D-dimer,Second,log2rfu,372,64.74625453398494,2,8.72e-15,1.602334384858044e-14,1.3349133947232777e-13,Kruskal-Wallis
IL-2 sRa,Third,log2rfu,326,64.68096637184317,2,9.01e-15,1.6543183609141054e-14,1.3782215247889992e-13,Kruskal-Wallis
vWF,Third,log2rfu,326,64.59307171784326,2,9.41e-15,1.7264015748031497e-14,1.4382744380039351e-13,Kruskal-Wallis
Apo E3,Second,log2rfu,372,64.55853055839498,2,9.58e-15,1.7562077104642015e-14,1.4631060899455506e-13,Kruskal-Wallis
B7-2,Second,log2rfu,372,64.29554453032733,2,1.09e-14,1.9966194968553457e-14,1.66339444232421e-13,Kruskal-Wallis
FCN1,Third,log2rfu,326,64.2007165122393,2,1.15e-14,2.1048703849175177e-14,1.7535788394328605e-13,Kruskal-Wallis
LEAP-1,Third,log2rfu,326,64.12127830319741,2,1.19e-14,2.1763736263736266e-14,1.81314857449434e-13,Kruskal-Wallis
MPIF-1,Second,log2rfu,372,64.10976055438232,2,1.2e-14,2.192941176470588e-14,1.8269510895942966e-13,Kruskal-Wallis
CATZ,Third,log2rfu,326,64.0779078535345,2,1.22e-14,2.2277429467084636e-14,1.855944631572576e-13,Kruskal-Wallis
D-dimer,Third,log2rfu,326,63.98554467318286,2,1.28e-14,2.3354737666405637e-14,1.9456957571247014e-13,Kruskal-Wallis
PDE3A,Second,log2rfu,372,63.96523884071257,2,1.29e-14,2.3500390930414387e-14,1.95783020889381e-13,Kruskal-Wallis
Leptin,Second,log2rfu,372,63.95838588076458,2,1.29e-14,2.3500390930414387e-14,1.95783020889381e-13,Kruskal-Wallis
Mammaglobin 2,Second,log2rfu,372,63.915718871010995,2,1.32e-14,2.4028125e-14,2.001796018090626e-13,Kruskal-Wallis
CRIS3,Second,log2rfu,372,63.84416950479772,2,1.37e-14,2.4918813427010148e-14,2.0759997500317706e-13,Kruskal-Wallis
sTie-1,Third,log2rfu,326,63.81663947198513,2,1.39e-14,2.5262870514820593e-14,2.1046633310800133e-13,Kruskal-Wallis
sE-Selectin,Second,log2rfu,372,63.68205188439674,2,1.48e-14,2.6877630553390493e-14,2.2391898584466343e-13,Kruskal-Wallis
NAP-2,Second,log2rfu,372,63.658603531745484,2,1.5e-14,2.7219626168224295e-14,2.2676816970723601e-13,Kruskal-Wallis
WISP-1,Third,log2rfu,326,63.621967986205846,2,1.53e-14,2.7742412451361864e-14,2.3112353035188547e-13,Kruskal-Wallis
Transferrin,Third,log2rfu,326,63.60993316993722,2,1.54e-14,2.7902021772939346e-14,2.3245324419507526e-13,Kruskal-Wallis
G-CSF-R,Third,log2rfu,326,63.36700943185042,2,1.74e-14,3.15011655011655e-14,2.624379041870595e-13,Kruskal-Wallis
Lymphotactin,Second,log2rfu,372,63.111321382887354,2,1.97e-14,3.5637422360248444e-14,2.9689728256266013e-13,Kruskal-Wallis
ROBO3,Second,log2rfu,372,62.65754679390352,2,2.48e-14,4.482854926299457e-14,3.7346905516531977e-13,Kruskal-Wallis
CRIS3,Third,log2rfu,326,62.537775388922455,2,2.63e-14,4.75031007751938e-14,3.957508876732607e-13,Kruskal-Wallis
TS,Second,log2rfu,372,62.38093438162173,2,2.85e-14,5.143687064291247e-14,4.2852333603235706e-13,Kruskal-Wallis
ABL1,Second,log2rfu,372,62.36596679915874,2,2.87e-14,5.171771075019335e-14,4.308630300720502e-13,Kruskal-Wallis
ADAMTS-5,Second,log2rfu,372,62.36291606693521,2,2.87e-14,5.171771075019335e-14,4.308630300720502e-13,Kruskal-Wallis
CLM6,Second,log2rfu,372,62.3342910982999,2,2.91e-14,5.239799072642967e-14,4.3653047914523695e-13,Kruskal-Wallis
IGF-I sR,Third,log2rfu,326,62.30690976286519,2,2.95e-14,5.3077220077220075e-14,4.4218917540132233e-13,Kruskal-Wallis
Glypican 3,Third,log2rfu,326,62.18979341213185,2,3.13e-14,5.627237654320988e-14,4.688081957817927e-13,Kruskal-Wallis
Galectin-3,Second,log2rfu,372,62.104569989567835,2,3.27e-14,5.874402467232075e-14,4.89399629291379e-13,Kruskal-Wallis
IL-3,Second,log2rfu,372,62.010283387532354,2,3.42e-14,6.139137134052389e-14,5.114548167806839e-13,Kruskal-Wallis
6Ckine,Third,log2rfu,326,61.976548291707104,2,3.48e-14,6.24203233256351e-14,5.20027071114312e-13,Kruskal-Wallis
"CD40 ligand, soluble",Third,log2rfu,326,61.955162769352,2,3.52e-14,6.308923076923076e-14,5.255997750063592e-13,Kruskal-Wallis
EPO-R,Second,log2rfu,372,61.79501098757555,2,3.81e-14,6.823443504996157e-14,5.684647486213614e-13,Kruskal-Wallis
SCF sR,Third,log2rfu,326,61.725344670417144,2,3.95e-14,7.068740399385561e-14,5.889005648341832e-13,Kruskal-Wallis
Myeloperoxidase,Second,log2rfu,372,61.624751562674646,2,4.15e-14,7.420951650038373e-14,6.18243473574816e-13,Kruskal-Wallis
CD22,Third,log2rfu,326,61.54421592656308,2,4.32e-14,7.719018404907976e-14,6.430755752482993e-13,Kruskal-Wallis
DLL4,Second,log2rfu,372,61.44115874281033,2,4.55e-14,8.123754789272031e-14,6.767943811308374e-13,Kruskal-Wallis
IL-5 Ra,Second,log2rfu,372,61.427855784558915,2,4.58e-14,8.171056661562021e-14,6.807351255542302e-13,Kruskal-Wallis
Angiogenin,Second,log2rfu,372,61.36097818696521,2,4.74e-14,8.450038255547054e-14,7.0397723220882e-13,Kruskal-Wallis
PACAP-38,Third,log2rfu,326,61.237454806852384,2,5.04e-14,8.977981651376146e-14,7.479604804875734e-13,Kruskal-Wallis
MIP-5,Third,log2rfu,326,61.21317023321308,2,5.1e-14,9.077922077922077e-14,7.562865711794572e-13,Kruskal-Wallis
NLGNX,Second,log2rfu,372,61.209668895069626,2,5.11e-14,9.088778625954198e-14,7.571910360355752e-13,Kruskal-Wallis
FSH,Second,log2rfu,372,61.09231696796428,2,5.42e-14,9.632799389778795e-14,8.025136984897907e-13,Kruskal-Wallis
kallikrein 12,Third,log2rfu,326,61.027219155148714,2,5.6e-14,9.945121951219513e-14,8.285334590766818e-13,Kruskal-Wallis
PDE7A,Third,log2rfu,326,60.957248284626075,2,5.8e-14,1.0292460015232293e-13,8.574703800171253e-13,Kruskal-Wallis
PKC-Z,Second,log2rfu,372,60.84922520357054,2,6.12e-14,1.0852054794520547e-13,9.040905220766297e-13,Kruskal-Wallis
IL-3,Third,log2rfu,326,60.83774601782852,2,6.16e-14,1.091467680608365e-13,9.09307595543321e-13,Kruskal-Wallis
MCP-3,Second,log2rfu,372,60.82772284947282,2,6.19e-14,1.095949848024316e-13,9.13041713326405e-13,Kruskal-Wallis
SBDS,Second,log2rfu,372,60.54178020148265,2,7.14e-14,1.2631890660592257e-13,1.0523696054240497e-12,Kruskal-Wallis
Nectin-like protein 1,Second,log2rfu,372,60.34149446106562,2,7.89e-14,1.3948179059180577e-13,1.1620302999207274e-12,Kruskal-Wallis
MDC,Second,log2rfu,372,60.207568843995205,2,8.44e-14,1.4909173616376042e-13,1.2420912733841438e-12,Kruskal-Wallis
Carbonic anhydrase III,Third,log2rfu,326,60.08140456398587,2,8.98e-14,1.5851060606060608e-13,1.3205603851205746e-12,Kruskal-Wallis
IL-1Rrp2,Third,log2rfu,326,59.97041115760794,2,9.5e-14,1.6756245268735804e-13,1.395971806252266e-12,Kruskal-Wallis
RTN4,Second,log2rfu,372,59.93243646184783,2,9.68e-14,1.7060816944024205e-13,1.421345836344731e-12,Kruskal-Wallis
Myoglobin,Second,log2rfu,372,59.92254887464924,2,9.73e-14,1.7135978835978835e-13,1.4276076139918397e-12,Kruskal-Wallis
HGFA,Second,log2rfu,372,59.791790485326146,2,1.04e-13,1.8302114803625378e-13,1.524759028702189e-12,Kruskal-Wallis
GA733-1 protein,Third,log2rfu,326,59.71606603035343,2,1.08e-13,1.8991698113207548e-13,1.5822085851392116e-12,Kruskal-Wallis
IGFBP-2,Second,log2rfu,372,59.68084176412481,2,1.1e-13,1.9328808446455506e-13,1.6102934283283064e-12,Kruskal-Wallis
CD30,Third,log2rfu,326,59.6609561792493,2,1.11e-13,1.9475150602409638e-13,1.6224852720559289e-12,Kruskal-Wallis
IP-10,Third,log2rfu,326,59.65605242160677,2,1.11e-13,1.9475150602409638e-13,1.6224852720559289e-12,Kruskal-Wallis
RSPO2,Second,log2rfu,372,59.600138045098674,2,1.14e-13,1.9986455981941306e-13,1.6650823982476235e-12,Kruskal-Wallis
KI3L2,Third,log2rfu,326,59.45837033583757,2,1.23e-13,2.1548120300751881e-13,1.7951854926417646e-12,Kruskal-Wallis
Chitotriosidase-1,Third,log2rfu,326,59.11571427553872,2,1.46e-13,2.5558226897069875e-13,2.1292696301526317e-12,Kruskal-Wallis
Siglec-6,Third,log2rfu,326,58.90998108825556,2,1.61e-13,2.8162912912912914e-13,2.346267423151084e-12,Kruskal-Wallis
TIMP-1,Third,log2rfu,326,58.81882034904265,2,1.69e-13,2.954013503375844e-13,2.4610045388242753e-12,Kruskal-Wallis
PDGF-CC,Second,log2rfu,372,58.65849407445512,2,1.83e-13,3.196326836581709e-13,2.662877080082392e-12,Kruskal-Wallis
EPHA3,Second,log2rfu,372,58.534504546397784,2,1.95e-13,3.403370786516854e-13,2.8353665084293508e-12,Kruskal-Wallis
BMPER,Third,log2rfu,326,58.367567999390076,2,2.12e-13,3.697305389221557e-13,3.0802450069694263e-12,Kruskal-Wallis
CTLA-4,Second,log2rfu,372,58.35932079244162,2,2.13e-13,3.711967090501122e-13,3.0924597491683565e-12,Kruskal-Wallis
Factor B,Second,log2rfu,372,58.07541131407652,2,2.45e-13,4.26644245142003e-13,3.5543961547833735e-12,Kruskal-Wallis
K-ras,Second,log2rfu,372,58.00213716590292,2,2.54e-13,4.4198655713218817e-13,3.682213781211806e-12,Kruskal-Wallis
IL-12,Third,log2rfu,326,57.71085967921408,2,2.94e-13,5.112089552238806e-13,4.258909303074765e-12,Kruskal-Wallis
IMDH1,Second,log2rfu,372,57.68728105009109,2,2.97e-13,5.160402684563759e-13,4.2991592334832235e-12,Kruskal-Wallis
BMPR1A,Second,log2rfu,372,57.6655539146991,2,3.01e-13,5.226005961251863e-13,4.35381367616152e-12,Kruskal-Wallis
Endostatin,Third,log2rfu,326,57.57081785578157,2,3.15e-13,5.46500372300819e-13,4.552923997011104e-12,Kruskal-Wallis
MIP-3b,Third,log2rfu,326,57.410821006575134,2,3.42e-13,5.929017857142857e-13,4.93949666801583e-12,Kruskal-Wallis
CTACK,Third,log2rfu,326,57.32076222109163,2,3.57e-13,6.184460966542751e-13,5.152307696444139e-12,Kruskal-Wallis
40S ribosomal protein SA,Third,log2rfu,326,57.2696651904771,2,3.66e-13,6.335661218424963e-13,5.278273439568961e-12,Kruskal-Wallis
IL-17E,Second,log2rfu,372,57.26322173594622,2,3.68e-13,6.365553080920564e-13,5.30317651099755e-12,Kruskal-Wallis
Bone proteoglycan II,Third,log2rfu,326,57.09043271875635,2,4.01e-13,6.931231454005935e-13,5.774446206307642e-12,Kruskal-Wallis
PSA,Third,log2rfu,326,56.94624586999544,2,4.31e-13,7.444255003706449e-13,6.201848885034012e-12,Kruskal-Wallis
Nogo Receptor,Second,log2rfu,372,56.901900216305194,2,4.4e-13,7.594074074074073e-13,6.326663958409879e-12,Kruskal-Wallis
Hemopexin,Second,log2rfu,372,56.89711640575888,2,4.42e-13,7.622945965951147e-13,6.350717286829915e-12,Kruskal-Wallis
kallikrein 8,Second,log2rfu,372,56.885428557930254,2,4.44e-13,7.651775147928994e-13,6.374735033403176e-12,Kruskal-Wallis
ULBP-3,Second,log2rfu,372,56.77058408346579,2,4.7e-13,8.093865484109388e-13,6.743042870407627e-12,Kruskal-Wallis
bFGF,Third,log2rfu,326,56.698692462578265,2,4.88e-13,8.397636632200887e-13,6.996116247818633e-12,Kruskal-Wallis
PTK6,Third,log2rfu,326,56.58912194115692,2,5.15e-13,8.849188790560472e-13,7.372306779774183e-12,Kruskal-Wallis
IL-6 sRa,Second,log2rfu,372,56.58887493914699,2,5.15e-13,8.849188790560472e-13,7.372306779774183e-12,Kruskal-Wallis
CRTAM,Second,log2rfu,372,56.51094076489812,2,5.36e-13,9.203242446573324e-13,7.667270784995962e-12,Kruskal-Wallis
MEK1,Second,log2rfu,372,56.38974521486307,2,5.69e-13,9.762665684830633e-13,8.133329293835435e-12,Kruskal-Wallis
TFF3,Third,log2rfu,326,56.301673970800266,2,5.95e-13,1.019375e-12,8.492467955535988e-12,Kruskal-Wallis
TIG2,Third,log2rfu,326,56.30065841249984,2,5.95e-13,1.019375e-12,8.492467955535988e-12,Kruskal-Wallis
PPIB,Second,log2rfu,372,56.28100194045555,2,6.01e-13,1.0288978692138132e-12,8.571803491176033e-12,Kruskal-Wallis
b-NGF,Second,log2rfu,372,56.03755812764689,2,6.79e-13,1.1615785609397945e-12,9.677173470625444e-12,Kruskal-Wallis
HINT1,Third,log2rfu,326,55.77132642402694,2,7.75e-13,1.32483492296405e-12,1.1037271003945737e-11,Kruskal-Wallis
Discoidin domain receptor 2,Third,log2rfu,326,55.72609176881724,2,7.93e-13,1.3546114369501467e-12,1.1285340743594536e-11,Kruskal-Wallis
MAPK5,Second,log2rfu,372,55.68929735804227,2,8.08e-13,1.3792234432234432e-12,1.1490384691697463e-11,Kruskal-Wallis
Flt3 ligand,Second,log2rfu,372,55.645729659565404,2,8.25e-13,1.4072108345534408e-12,1.172354915426428e-11,Kruskal-Wallis
Glucocorticoid receptor,Third,log2rfu,326,55.388185515818805,2,9.39e-13,1.6004901243599121e-12,1.3333769313823042e-11,Kruskal-Wallis
CDK2/cyclin A,Third,log2rfu,326,55.320310146463044,2,9.71e-13,1.6538230994152046e-12,1.3778089197703333e-11,Kruskal-Wallis
PKC-B-II,Third,log2rfu,326,55.2783306967317,2,9.92e-13,1.6883564645726808e-12,1.4065788520324243e-11,Kruskal-Wallis
paraoxonase 1,Second,log2rfu,372,55.21709326929931,2,1.02e-12,1.7347445255474455e-12,1.4452249951443937e-11,Kruskal-Wallis
CYTF,Second,log2rfu,372,54.886268008555135,2,1.21e-12,2.0563822027716995e-12,1.7131830740770737e-11,Kruskal-Wallis
DcR3,Second,log2rfu,372,54.84082171719433,2,1.23e-12,2.0888483965014576e-12,1.7402308347037513e-11,Kruskal-Wallis
PDE9A,Third,log2rfu,326,54.82766276620964,2,1.24e-12,2.104297159504734e-12,1.7531012822581833e-11,Kruskal-Wallis
GA733-1 protein,Second,log2rfu,372,54.81944002047726,2,1.25e-12,2.1197234352256186e-12,1.7659529955366995e-11,Kruskal-Wallis
FGF23,Third,log2rfu,326,54.63260673278205,2,1.37e-12,2.321527272727273e-12,1.9340768580295988e-11,Kruskal-Wallis
SHBG,Third,log2rfu,326,54.48256687999219,2,1.48e-12,2.506104651162791e-12,2.0878492648161566e-11,Kruskal-Wallis
calreticulin,Second,log2rfu,372,54.46739874867876,2,1.49e-12,2.5212055192447347e-12,2.1004298792403566e-11,Kruskal-Wallis
CBG,Third,log2rfu,326,54.43160586701197,2,1.51e-12,2.5531930333817126e-12,2.1270788493235486e-11,Kruskal-Wallis
Testican-1,Second,log2rfu,372,54.37465423539652,2,1.56e-12,2.6358230601885425e-12,2.1959183691098963e-11,Kruskal-Wallis
RANK,Third,log2rfu,326,54.19511224771827,2,1.7e-12,2.8702898550724636e-12,2.391253917086738e-11,Kruskal-Wallis
PFD5,Second,log2rfu,372,54.06124851529307,2,1.82e-12,3.0706734250543082e-12,2.5581945470694938e-11,Kruskal-Wallis
PLCG1,Second,log2rfu,372,53.929498715148384,2,1.95e-12,3.287626628075253e-12,2.738939427462506e-11,Kruskal-Wallis
OSM,Third,log2rfu,326,53.91825206096951,2,1.96e-12,3.302096890817064e-12,2.750994681185917e-11,Kruskal-Wallis
KREM2,Second,log2rfu,372,53.85019193954895,2,2.03e-12,3.417557803468208e-12,2.8471857885611988e-11,Kruskal-Wallis
CATC,Second,log2rfu,372,53.82964474298956,2,2.05e-12,3.4487364620938625e-12,2.8731608967672042e-11,Kruskal-Wallis
PPAC,Second,log2rfu,372,53.70546864705034,2,2.18e-12,3.664790764790765e-12,3.0531568984652166e-11,Kruskal-Wallis
Ubiquitin+1,Third,log2rfu,326,53.66821955444493,2,2.22e-12,3.729343907714491e-12,3.10693646905591e-11,Kruskal-Wallis
FGF-8B,Third,log2rfu,326,53.65627406652516,2,2.23e-12,3.743443804034582e-12,3.118683168521244e-11,Kruskal-Wallis
