ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Trimester,Group
GO:0009897,external side of plasma membrane,67/578,407/19960,0.16461916461916462,5.684772535983609,16.48971035307726,1.6800343522140344e-31,7.375350806219611e-29,6.189600244999074e-29,IL7R/CD207/P4HB/IL12RB1/IL4R/TNFRSF4/TNFRSF9/CD200R1/CD4/BCAM/IL17A/TNF/TNFRSF14/IL13/PRLR/ULBP2/FCRL3/IL2RG/CD226/GFRA1/EFNA5/EPHA5/TNFRSF11A/CD84/NRCAM/FGF8/TGFBR3/PLG/BMPR1A/THBS1/IL12RB2/KLRK1/CD80/F10/FASLG/ICOSLG/IL11RA/GFRA3/IL13RA1/CTLA4/TNFRSF18/CDH5/CRLF2/PLAU/LIFR/NCAM1/ENG/INSR/IL27RA/CD40LG/CD86/B2M/TGFBR2/VCAM1/ICAM1/EPOR/ECE1/ASGR1/ULBP3/IL23R/LY9/CLEC4M/PLAUR/KDR/IL3RA/CA4/KIT,67,Third,Control
GO:0009897,external side of plasma membrane,67/578,407/19960,0.16461916461916462,5.684772535983609,16.48971035307726,1.6800343522140344e-31,7.375350806219611e-29,6.189600244999074e-29,IL7R/CD207/P4HB/IL12RB1/IL4R/TNFRSF4/TNFRSF9/CD200R1/CD4/BCAM/IL17A/TNF/TNFRSF14/IL13/PRLR/ULBP2/FCRL3/IL2RG/CD226/GFRA1/EFNA5/EPHA5/TNFRSF11A/CD84/NRCAM/FGF8/TGFBR3/PLG/BMPR1A/THBS1/IL12RB2/KLRK1/CD80/F10/FASLG/ICOSLG/IL11RA/GFRA3/IL13RA1/CTLA4/TNFRSF18/CDH5/CRLF2/PLAU/LIFR/NCAM1/ENG/INSR/IL27RA/CD40LG/CD86/B2M/TGFBR2/VCAM1/ICAM1/EPOR/ECE1/ASGR1/ULBP3/IL23R/LY9/CLEC4M/PLAUR/KDR/IL3RA/CA4/KIT,67,Third,sPTD
GO:0060205,cytoplasmic vesicle lumen,50/578,329/19960,0.1519756838905775,5.248156834698836,13.417181444395306,4.265007531329354e-22,7.162372268508167e-20,6.010862711851957e-20,PPIA/SPTAN1/NME2/KPNB1/TGFB3/OLFM4/ARSA/PDGFB/POMC/DBNL/PRKCD/GZMB/SPARC/MAPK1/PPIE/PPBP/IGF1/PSMA2/PLG/TGFB2/VEGFA/THBS1/S100A9/ARSB/CRISP3/CTSG/FASLG/PRDX6/FABP5/AHSG/DPP7/ALB/SLPI/PTPN6/SERPING1/VEGFC/PSMD7/B2M/AZU1/TIMP3/IMPDH2/SERPINA4/APOA1/CFP/LYZ/MIF/ARG1/LGALS3BP/GRN/LTF,50,Third,Control
GO:0031983,vesicle lumen,50/578,330/19960,0.15151515151515152,5.232253329139143,13.387592639974581,4.894559636793736e-22,7.162372268508167e-20,6.010862711851957e-20,PPIA/SPTAN1/NME2/KPNB1/TGFB3/OLFM4/ARSA/PDGFB/POMC/DBNL/PRKCD/GZMB/SPARC/MAPK1/PPIE/PPBP/IGF1/PSMA2/PLG/TGFB2/VEGFA/THBS1/S100A9/ARSB/CRISP3/CTSG/FASLG/PRDX6/FABP5/AHSG/DPP7/ALB/SLPI/PTPN6/SERPING1/VEGFC/PSMD7/B2M/AZU1/TIMP3/IMPDH2/SERPINA4/APOA1/CFP/LYZ/MIF/ARG1/LGALS3BP/GRN/LTF,50,Third,Control
GO:0060205,cytoplasmic vesicle lumen,50/578,329/19960,0.1519756838905775,5.248156834698836,13.417181444395306,4.265007531329354e-22,7.162372268508167e-20,6.010862711851957e-20,PPIA/SPTAN1/NME2/KPNB1/TGFB3/OLFM4/ARSA/PDGFB/POMC/DBNL/PRKCD/GZMB/SPARC/MAPK1/PPIE/PPBP/IGF1/PSMA2/PLG/TGFB2/VEGFA/THBS1/S100A9/ARSB/CRISP3/CTSG/FASLG/PRDX6/FABP5/AHSG/DPP7/ALB/SLPI/PTPN6/SERPING1/VEGFC/PSMD7/B2M/AZU1/TIMP3/IMPDH2/SERPINA4/APOA1/CFP/LYZ/MIF/ARG1/LGALS3BP/GRN/LTF,50,Third,sPTD
GO:0031983,vesicle lumen,50/578,330/19960,0.15151515151515152,5.232253329139143,13.387592639974581,4.894559636793736e-22,7.162372268508167e-20,6.010862711851957e-20,PPIA/SPTAN1/NME2/KPNB1/TGFB3/OLFM4/ARSA/PDGFB/POMC/DBNL/PRKCD/GZMB/SPARC/MAPK1/PPIE/PPBP/IGF1/PSMA2/PLG/TGFB2/VEGFA/THBS1/S100A9/ARSB/CRISP3/CTSG/FASLG/PRDX6/FABP5/AHSG/DPP7/ALB/SLPI/PTPN6/SERPING1/VEGFC/PSMD7/B2M/AZU1/TIMP3/IMPDH2/SERPINA4/APOA1/CFP/LYZ/MIF/ARG1/LGALS3BP/GRN/LTF,50,Third,sPTD
GO:0062023,collagen-containing extracellular matrix,49/578,430/19960,0.11395348837209303,3.9351412247525546,10.625420397883676,2.3285273001914213e-16,1.70370580797339e-14,1.4297974650298202e-14,ADAMTS15/ADAMTS5/TGFB3/GPC2/COLEC12/PDGFB/BCAM/ADAMTS4/IL7/FGF10/SPARC/ANXA6/EFNA5/IFNA2/PLG/TGFB2/FGFR2/THBS1/S100A9/CTSG/F9/ADAMTS1/CDH2/COL23A1/SERPINC1/AHSG/SPON1/IGFBP7/SLPI/MMP2/SPARCL1/SERPING1/ANGPT4/NCAM1/MATN3/POSTN/DCN/CMA1/ICAM1/TIMP3/LGALS4/AGT/APOA1/CFP/GPC3/CTSS/BCAN/COL18A1/LGALS3BP,49,Third,Control
GO:0062023,collagen-containing extracellular matrix,49/578,430/19960,0.11395348837209303,3.9351412247525546,10.625420397883676,2.3285273001914213e-16,1.70370580797339e-14,1.4297974650298202e-14,ADAMTS15/ADAMTS5/TGFB3/GPC2/COLEC12/PDGFB/BCAM/ADAMTS4/IL7/FGF10/SPARC/ANXA6/EFNA5/IFNA2/PLG/TGFB2/FGFR2/THBS1/S100A9/CTSG/F9/ADAMTS1/CDH2/COL23A1/SERPINC1/AHSG/SPON1/IGFBP7/SLPI/MMP2/SPARCL1/SERPING1/ANGPT4/NCAM1/MATN3/POSTN/DCN/CMA1/ICAM1/TIMP3/LGALS4/AGT/APOA1/CFP/GPC3/CTSS/BCAN/COL18A1/LGALS3BP,49,Third,sPTD
GO:0034774,secretory granule lumen,48/578,324/19960,0.14814814814814814,5.11598103293605,12.89892067202738,9.01400980294464e-21,9.892875758731741e-19,8.302377450080589e-19,PPIA/SPTAN1/NME2/KPNB1/TGFB3/OLFM4/ARSA/PDGFB/POMC/DBNL/PRKCD/SPARC/MAPK1/PPIE/PPBP/IGF1/PSMA2/PLG/TGFB2/VEGFA/THBS1/S100A9/ARSB/CRISP3/CTSG/PRDX6/FABP5/AHSG/DPP7/ALB/SLPI/PTPN6/SERPING1/VEGFC/PSMD7/B2M/AZU1/TIMP3/IMPDH2/SERPINA4/APOA1/CFP/LYZ/MIF/ARG1/LGALS3BP/GRN/LTF,48,Third,Control
GO:0034774,secretory granule lumen,48/578,324/19960,0.14814814814814814,5.11598103293605,12.89892067202738,9.01400980294464e-21,9.892875758731741e-19,8.302377450080589e-19,PPIA/SPTAN1/NME2/KPNB1/TGFB3/OLFM4/ARSA/PDGFB/POMC/DBNL/PRKCD/SPARC/MAPK1/PPIE/PPBP/IGF1/PSMA2/PLG/TGFB2/VEGFA/THBS1/S100A9/ARSB/CRISP3/CTSG/PRDX6/FABP5/AHSG/DPP7/ALB/SLPI/PTPN6/SERPING1/VEGFC/PSMD7/B2M/AZU1/TIMP3/IMPDH2/SERPINA4/APOA1/CFP/LYZ/MIF/ARG1/LGALS3BP/GRN/LTF,48,Third,sPTD
