"target","mean_log2rfu_Second_Control","mean_log2rfu_Second_PPROM","mean_log2rfu_Second_sPTD","mean_log2rfu_Third_Control","mean_log2rfu_Third_PPROM","mean_log2rfu_Third_sPTD","median_log2rfu_Second_Control","median_log2rfu_Second_PPROM","median_log2rfu_Second_sPTD","median_log2rfu_Third_Control","median_log2rfu_Third_PPROM","median_log2rfu_Third_sPTD","sd_log2rfu_Second_Control","sd_log2rfu_Second_PPROM","sd_log2rfu_Second_sPTD","sd_log2rfu_Third_Control","sd_log2rfu_Third_PPROM","sd_log2rfu_Third_sPTD","se_log2rfu_Second_Control","se_log2rfu_Second_PPROM","se_log2rfu_Second_sPTD","se_log2rfu_Third_Control","se_log2rfu_Third_PPROM","se_log2rfu_Third_sPTD","iqr_25_Second_Control","iqr_25_Second_PPROM","iqr_25_Second_sPTD","iqr_25_Third_Control","iqr_25_Third_PPROM","iqr_25_Third_sPTD","iqr_75_Second_Control","iqr_75_Second_PPROM","iqr_75_Second_sPTD","iqr_75_Third_Control","iqr_75_Third_PPROM","iqr_75_Third_sPTD"
"BNP-32",1.00812575635523,0.995811803120281,0.999580764328372,1.00940568633678,0.997362484633038,0.997498786015495,1.00725540901215,0.995957123616069,0.998873212787818,1.00817084330015,0.996677453474107,0.996973815971187,0.00517690296874478,0.00133988240678062,0.00219685295677058,0.00514602855719273,0.00181664091969295,0.00251199503400486,0.000295943844853261,0.000669941203390311,0.000279000604510608,0.000319143143139944,0.000908320459846476,0.000319023688342465,1.00522437776407,0.994875723007002,0.998077792065663,1.00652589125347,0.996467780267294,0.995653630623412,1.00935306000122,0.996893203729349,1.00065677596657,1.0109051410714,0.997572157839851,0.999095879121486
"BOC",1.00071407975804,0.997552536012095,0.984751370161856,1.00216271887547,0.987572687164015,0.981170594738816,1.00046697672652,0.997208618445023,0.985958296964764,1.00214304345794,0.987766164430917,0.982168603069022,0.00635374356200392,0.00290135652676179,0.00495579214132207,0.0056702113450363,0.00320471626200311,0.00430670897246527,0.000363219343747332,0.0014506782633809,0.000629386231334448,0.000351651579623148,0.00160235813100156,0.000546952586455949,0.996976345865739,0.995857417462908,0.984068261654667,0.998717964698138,0.985409257357792,0.979416112067425,1.00455032172095,0.99890373699421,0.986893745532705,1.005848766652,0.989929594237139,0.983526783034341
"BPI",1.00002263953079,1.01905454445433,0.991512579180847,1.00040697162891,0.999045351888639,0.992093258150808,0.99914078190973,1.01687705659667,0.99054755659215,0.999245201660095,0.998659387983946,0.990940167521635,0.0112069589735377,0.00528402242658469,0.00413022118179398,0.0114230125568257,0.00330621234904291,0.00462299960404701,0.000640659202570618,0.00264201121329234,0.000524538614626713,0.000708425165347534,0.00165310617452145,0.000587121536835801,0.992396399588031,1.01633224007514,0.989272369106173,0.993872981881387,0.997374299553842,0.989029185471009,1.00752068391531,1.01959936097585,0.993241652770696,1.00650101779563,1.00033044031874,0.994599677782752
"BPSA",1.00403447999766,1.00298838655592,1.00290625995998,0.999078952188123,0.99774398704025,0.997822177629159,1.00313357991813,1.00298813762916,1.00288423431881,0.998082453256262,0.997726670022717,0.997818074650743,0.0121035812462015,4.55097281287227e-05,0.000108782999953962,0.0120180393133704,5.72467982863743e-05,0.000121849958086833,0.000691915686293655,2.27548640643614e-05,1.38154548096149e-05,0.000745327158258287,2.86233991431871e-05,1.54749601519957e-05,0.996944922042714,1.0029550293896,1.00284369891875,0.992154532783446,0.997705745935401,0.99774199110234,1.00691773459544,1.00302149479549,1.00294871841708,1.00155363035104,0.997764911127566,0.99786964293261
"BRF-1",0.999135902678192,0.998913529032764,1.00656407869679,1.00263515374399,0.999595449787528,1.00299455726376,0.999001935517587,0.999276684000545,1.00543606717138,1.00219157728817,1.00010829174459,1.00197820973379,0.00361191571253437,0.000990125609257379,0.00394587920021578,0.00351739711815909,0.00232174195690115,0.0042200472563969,0.00020647947811788,0.00049506280462869,0.000501127159554814,0.000218139708997855,0.00116087097845058,0.000535946537509212,0.997197456105375,0.998725003350143,1.00465755854081,1.00071957670189,0.998864532496739,1.00097955731675,1.00125373651731,0.999465209683165,1.00666546224209,1.00413976161103,1.00083920903538,1.00317335975888
"BSP",1.02314998396389,1.00134300980367,0.997748146646266,1.0283617679062,0.996775772529692,0.99353371143711,1.02114693773067,1.00122460902178,0.997430967275708,1.02640642618819,0.995733015375364,0.993135844749207,0.0106117428913628,0.00156075091614986,0.00636342285310762,0.0107429176173556,0.0109337722214039,0.00742007729924922,0.000606632963921599,0.00078037545807493,0.000808155510500582,0.000666247467691216,0.00546688611070194,0.000942350759355882,1.01567483730914,1.00006893129617,0.994196675372484,1.02043507680092,0.988329570077268,0.986839058957986,1.02939368082654,1.00249868752928,1.00118494146332,1.03453192697902,1.00417921782779,0.998291312726788
"BSSP4",1.00491850959008,1.01134327159005,0.984550300407922,1.01181449184506,1.00223050670679,0.98228724391916,1.00609922719474,1.01267414633585,0.984762208192324,1.0107608911015,1.00401497437888,0.983194375725725,0.011161578875651,0.00629889654238064,0.00470677245096168,0.0117704872934907,0.00720438081552392,0.00601631845357248,0.000638064995043551,0.00314944827119032,0.000597760699033131,0.000729974633716886,0.00360219040776196,0.000764073207677295,0.997934085373888,1.0100458421502,0.981283258892739,1.00525542109175,0.999394303494655,0.978913877295719,1.0122752642751,1.0139715757757,0.987807053734713,1.01853163631124,1.00685117759101,0.986123431687604
"BST1",0.995775162817887,1.00201375325464,0.995043718458836,0.998396006114166,0.982205672597119,0.987508148776599,0.997148847864386,1.00361866922691,0.995488358336694,0.999528333832806,0.983236379666033,0.988084674012897,0.00825848427303561,0.0055710060609819,0.00363555147878567,0.00797395954153207,0.00487791185277465,0.00432024358350269,0.00047210612274909,0.00278550303049095,0.00046171549952151,0.000494523977679509,0.00243895592638733,0.0005486714837766,0.991842733959466,1.00057666715844,0.993547208941097,0.994298087154527,0.979724464395855,0.984772387718968,1.00112935514926,1.00505575532311,0.997408002656803,1.0034275397792,0.985717587867297,0.990588112859816
"BTG",0.988385097116913,0.987511768969991,0.987419821205288,0.978938420474504,0.97778999174343,0.977862531840638,0.987916569457366,0.987512609545443,0.987400406511685,0.97844931294601,0.977772663293911,0.977857549493468,0.00694086366496549,4.55111040843491e-05,0.000106186897101552,0.00753816477629881,5.50973053556646e-05,0.000117511110541461,0.000396782766069544,2.27555520421745e-05,1.34857494176533e-05,0.000467497133658971,2.75486526778323e-05,1.4923925962699e-05,0.984603793311807,0.987478556440424,0.987359878693389,0.976162025651432,0.977753392298234,0.977783810053063,0.992807520495343,0.98754582207501,0.98746067225528,0.982695520089987,0.977809262739107,0.977908664380388
"BTK",0.997742837172728,1.01636396016301,1.00317803048039,0.991915622428692,1.02467646133197,1.01148990808615,0.998442333810137,1.01631926909951,1.00324167354551,0.993310196632357,1.02528411694197,1.01241404678592,0.00792060752780046,0.00246794729834588,0.00322817305494228,0.00984471739599793,0.00377774066144759,0.00378077498172818,0.000452790994828961,0.00123397364917294,0.000409978387956263,0.000610543454659184,0.00188887033072379,0.000480158902838622,0.993411827743057,1.01459589812054,1.00142984453053,0.988365826556383,1.0232113104533,1.00951157589828,1.00346718467557,1.01808733114198,1.00543750585887,0.997561100329783,1.02674926782063,1.01423556578983
"Bcl-2",1.03544268106312,1.03046394172799,1.04400938113976,1.03556184053854,1.04230893097128,1.04553917918048,1.03505702533233,1.03063906195013,1.04295316392585,1.03507305096516,1.04321867563698,1.04440668879416,0.00567648353192762,0.00395325504842267,0.00550512614793641,0.00597956366002954,0.00481536547779896,0.0051740039702821,0.000324502964770112,0.00197662752421134,0.000699151719939993,0.00037083679576552,0.00240768273889948,0.000657099161325317,1.03203043613503,1.02725016769958,1.04114651720942,1.0317672008049,1.04104560489847,1.04194687974733,1.03815497852888,1.03385283597854,1.04503799792377,1.03859563876295,1.04448200170978,1.04859003899927
"Bone proteoglycan II",1.03223301128991,1.02682972230377,1.03373333500701,1.03002115332563,1.02075763718824,1.03425533161395,1.0316385887219,1.02710929305186,1.0336002371036,1.02944941106841,1.01994572908074,1.03433354842328,0.00611339138550179,0.00288283543259498,0.00254676184770814,0.00579505893981552,0.00395969560124168,0.00332686214314129,0.00034947932434532,0.00144141771629749,0.000323439078098174,0.000359394298764419,0.00197984780062084,0.00042251191469107,1.02850337049633,1.02491240323926,1.03234426025987,1.0265154028381,1.01889552170254,1.03235719582499,1.03471609726375,1.02902661211636,1.03530427083581,1.03279984811664,1.02180784456643,1.03611051069119
"C1-Esterase Inhibitor",1.00193229709835,1.0036215913755,1.00410412852988,1.00394478747256,0.99016592732825,0.992068241647742,1.00168674173312,1.00363187485972,1.00427847606353,1.00380808024933,0.990797930625113,0.992261537240726,0.00677148664525424,0.00166082638283883,0.00286515848578881,0.00616035797253939,0.0018737736964663,0.00294009422675487,0.000387100126324165,0.000830413191419415,0.000363875491570852,0.000382049183049219,0.000936886848233152,0.000373392340190395,0.997817796607107,1.0026150614864,1.0024737906535,0.999998767561309,0.989651273997855,0.990370158423275,1.00555211879317,1.00463840474882,1.005789652551,1.00704552221938,0.991312583955508,0.99414799176184
"C1QBP",1.04299929616775,1.04627197630137,1.05125592329188,1.04827188676606,1.04975290003474,1.0501051166247,1.04288443737949,1.04582287515972,1.05082622477534,1.04764809935819,1.05002125429881,1.04993835644051,0.00828231606392156,0.00241498322216802,0.00361548994588282,0.0089733327316579,0.00310551170013773,0.00337146043366198,0.000473468495555207,0.00120749161108401,0.00045916768229503,0.000556502471875923,0.00155275585006887,0.000428175903251188,1.03772722549946,1.04477385293904,1.04966216215889,1.04229046702065,1.047439825878,1.04782762779709,1.04709677711786,1.04732099852205,1.05239551516622,1.0525627133101,1.05233432845555,1.05240915202166
"C1q",0.82729210520876,0.819416161752712,0.824070931056658,0.848303923223415,0.842072391926283,0.840538114398569,0.828164396266084,0.822275639596448,0.827231500077904,0.848135947799231,0.843862190620014,0.842804646548567,0.00999358722894096,0.0137880104003022,0.0157120479232393,0.0074006351291732,0.00655003326766203,0.0152717247703515,0.000571295356753873,0.00689400520015109,0.00199543208168447,0.000458967907019285,0.00327501663383102,0.0019395109853466,0.821318466015191,0.816304110352735,0.820660159111836,0.843011945048445,0.839762464804046,0.838211883796643,0.833179988383989,0.825387690996426,0.832680496781032,0.853644653244953,0.846172117742251,0.847498012636336
"C1r",0.935488203332661,0.93229591544508,0.932254723426725,0.929073652734879,0.935487502759553,0.922424458637586,0.935626170335055,0.932227130034067,0.93231816604077,0.92923425744773,0.935128720908838,0.922558850770565,0.00198425594429305,0.00148242393613977,0.00110918007777968,0.00215015511215982,0.00148194133204238,0.00116055907257666,0.000113432362335624,0.000741211968069884,0.000140866010744101,0.000133346959331187,0.000740970666021188,0.000147391149608459,0.93420146100386,0.931349258892723,0.931556393905742,0.927309562209968,0.934666773461531,0.921777045928774,0.93675823430139,0.933173786586424,0.932913266766298,0.930560088824024,0.93594945020686,0.923247850661949
"C1s",0.980122579257476,0.984425249917351,0.980746248395422,0.9795949283917,0.977627459212218,0.975933524618399,0.980177765003857,0.984554452976536,0.980817066701152,0.979637216395966,0.977597233057227,0.97589853191516,0.00222995022631835,0.000432363785220974,0.000662151060378526,0.00228000903686369,0.000821105443544493,0.000796537799222241,0.000127477769583938,0.000216181892610487,8.40932687613837e-05,0.000141400157874192,0.000410552721772247,0.000101160401661677,0.978994261237214,0.984253704168575,0.980217947103157,0.978516301106172,0.977017759272864,0.97546202791939,0.981673389231766,0.984725998725312,0.981167732839159,0.98084089986201,0.978206932996581,0.976482609596528
"C2",0.969992781995154,0.968015818185606,0.96976589535053,0.96603844206751,0.959748586949246,0.966819190867737,0.969971983801845,0.968119995981889,0.969912699593819,0.966148207946607,0.959903121000764,0.966904484296423,0.00232728948656016,0.000507731306213234,0.000995456175232316,0.00208890915235456,0.000983150243840565,0.000955531127267545,0.000133042284720701,0.000253865653106617,0.000126423060677628,0.000129548646146633,0.000491575121920283,0.000121352574515613,0.968526580032006,0.967731349040274,0.969123250916499,0.964654891934161,0.959477712824969,0.96631059823371,0.971706990314001,0.968404465127222,0.97035020902502,0.96739897224053,0.960173995125041,0.967431016294542
"C3",1.00301440664023,0.996845743273652,1.00553237844826,1.00358544434384,0.992238467842612,0.997963478790601,1.00247966684428,0.995982846376717,1.00551655358753,1.00273718792076,0.992659957646382,0.997918701558938,0.00537126535754615,0.00185944019887782,0.00225259795584412,0.00500996807385759,0.00229098500322993,0.00183467923879252,0.000307054803081379,0.000929720099438908,0.000286080226472573,0.000310705030170667,0.00114549250161497,0.000233004496331263,0.999872701459381,0.995825029758806,1.00427798624899,1.00074431336599,0.991528319585445,0.996924399419018,1.00600046414723,0.997003559891563,1.00683978996656,1.00582155726395,0.993370105903549,0.998768411454139
"C34 gp41 HIV Fragment",0.838635723835866,0.835671548930569,0.833899643126589,0.854680999039328,0.838870987605549,0.843990921815202,0.838827502624875,0.835600202191463,0.831324389461916,0.854440486205408,0.83782551681897,0.841947846113683,0.00484819505409147,0.00653738590353913,0.0095318912948279,0.00457203809873372,0.00950466214404309,0.00928119408506798,0.000277152864090532,0.00326869295176956,0.00121055140499515,0.000283545766054093,0.00475233107202155,0.00117871282751705,0.835907178941073,0.83096275691801,0.827326021143421,0.85201058259238,0.832330062920421,0.837493710502989,0.841107386761579,0.840308994204021,0.838639661736422,0.857409719711894,0.844366441504098,0.849783834158592
"C3a",0.887817015185918,0.884404999646026,0.876777577380318,0.87552644993865,0.847693653777687,0.874886527553171,0.888165609833184,0.884543972243736,0.876945261978046,0.875933090799105,0.847665949558629,0.874642060053152,0.00201584269662042,0.000591023098183334,0.0019061858952978,0.00232459609013899,0.000811678605440746,0.0024033216005179,0.000115238056780087,0.000295511549091667,0.000242085850788792,0.00014416532953375,0.000405839302720373,0.000305222148488074,0.887289090325173,0.884287460949365,0.875427152185527,0.874925692499154,0.847317930991475,0.873620483307848,0.889040376820902,0.884661510940397,0.878110439699043,0.876823487363354,0.848041672344842,0.876013076171039
"C3adesArg",0.999303634162435,0.994158173808142,1.00201633458684,1.00068231678611,0.99936591679556,1.00184140267928,0.99932348722525,0.994090788820767,1.00201728103969,1.00049900595607,1.00022304245336,1.00180075201039,0.00260336626150423,0.00152722790138989,0.00145653645295469,0.00248082631336746,0.00238756725295449,0.00130629683645929,0.000148824543485239,0.000763613950694943,0.000184980314505652,0.000153854316670229,0.00119378362647725,0.000165899864130277,0.997742420248547,0.99328220241127,1.00122347451386,0.999105596462725,0.99870605475854,1.00132379132629,1.00096150658961,0.994966760217639,1.00299332481239,1.00219005295636,1.00088290449038,1.00263155731998
"C3b",1.01066894273712,1.01078679066769,1.0057460751797,1.01128510849047,1.00091615429896,1.00270827922611,1.01148612435541,1.01055494688265,1.00669143336858,1.01084941351132,1.00305793229784,1.00415585334744,0.0151842448223002,0.00361832555687995,0.00574938016059446,0.0135288181136846,0.00675438713916562,0.00753382756741526,0.000868025501160651,0.00180916277843997,0.000730172010567872,0.000839021682018275,0.00337719356958281,0.000956797057859274,1.0029358882666,1.00916537098408,1.00439875973755,1.0037089351406,0.99809154595081,1.00157562411684,1.02016316825847,1.01217636656625,1.00843362501751,1.01960191164435,1.00588254064599,1.00603338752794
"C3d",0.949380728632361,0.942286267879907,0.946293672318036,0.939871629469243,0.909697476011302,0.928376882722765,0.946787658607858,0.941967356127532,0.945959701912575,0.937314184043321,0.909475959447303,0.928090686208248,0.0108180104086211,0.00102146023537611,0.00254399030104269,0.00972505295594017,0.00139788525956367,0.00261128805664132,0.000618424493045153,0.000510730117688056,0.000323087091319675,0.000603122181128018,0.000698942629781833,0.000331633914827528,0.942347890432329,0.941831218278356,0.944865931453976,0.93371001625924,0.908552997582189,0.926861370764146,0.953088373418102,0.942422405729084,0.946787390721515,0.942886205510544,0.910620437876416,0.929263648364249
"C4",0.816901230018813,0.810493200304214,0.803462145628676,0.837498238090492,0.822108463744451,0.83278474603421,0.817170216177139,0.809713211397401,0.807036286783353,0.837472504633934,0.822255826102679,0.835029112555201,0.00358735332278626,0.00235747500054743,0.00980777868077102,0.00420445221610933,0.0022167788460255,0.00892222117698914,0.000205075339754707,0.00117873750027372,0.00124558913804768,0.000260749057359065,0.00110838942301275,0.00113312322260141,0.815406228830517,0.808921839874667,0.801292997209371,0.835626948189025,0.820689663561132,0.831840924585591,0.818653164641439,0.811284571826948,0.809142187750318,0.839949025289126,0.823674626285998,0.837820145628135
"C4b",0.830893551398547,0.826541302239396,0.85373098529087,0.84123799189951,0.860037367919593,0.8585137055212,0.830952329159065,0.826446635789684,0.8534291377904,0.841071367132,0.863025248224743,0.858865876569635,0.00411669818983987,0.00378558263050548,0.0102795814217211,0.00497254886982501,0.00710142456424022,0.0105534929370768,0.000235335971672089,0.00189279131525274,0.00130550814606738,0.000308384389650307,0.00355071228212011,0.00134029494330437,0.829475026948029,0.82369288026437,0.846722189400372,0.839731364225733,0.858790896898068,0.850296969781656,0.832120813773218,0.829295057764709,0.86128010505936,0.842736612458483,0.864271719246269,0.86688865212669
"C5",0.965455877115221,0.965211339825547,0.969248011717909,0.961041672813227,0.960279748918503,0.961943114318741,0.965447284583883,0.965201916406907,0.969224147397072,0.961159408624426,0.960216281111823,0.962042351766794,0.00170704469340193,0.000447432089007764,0.000722961961430886,0.00160648101118065,0.000288497578782864,0.000767149071124324,9.75852498978198e-05,0.000223716044503882,9.18162609180293e-05,9.96297229221976e-05,0.000144248789391432,9.74280294608674e-05,0.964471929358263,0.964878444355876,0.968879242683854,0.96008319693935,0.960072535745517,0.96163795605873,0.96661846466243,0.965534811876578,0.96962937495625,0.96211745262513,0.960423494284809,0.962279864600445
"C5a",1.01235192170439,0.995656189210159,1.0166824755771,1.01112305688408,0.982204319423226,1.00939356188295,1.01221721407245,0.995030825005933,1.01713863981125,1.01093707116733,0.98282220604612,1.00855185698298,0.00631230066327524,0.00395737011852588,0.00443625259667035,0.00587802425649206,0.00382418137758193,0.00430718272131461,0.000360850210915275,0.00197868505926294,0.000563404643182059,0.000364539589281461,0.00191209068879096,0.000547012752619982,1.00930948940942,0.993418990075902,1.01404981662579,1.00797079272379,0.980024003327663,1.00643935270711,1.01484383419763,0.99726802414019,1.01928783353608,1.0140993817626,0.985002522141682,1.0129716512064
"C5b, 6 Complex",0.828685545390037,0.829037714520154,0.832419776526264,0.849254510247771,0.850273865668181,0.84997877276271,0.82974034518959,0.82915047592638,0.831944243761608,0.848943971315608,0.848681721484039,0.850100700142707,0.0125414757431983,0.00860824513488081,0.0141661979712769,0.0107474598456312,0.00718409486380234,0.0138705849044286,0.000716948448519202,0.00430412256744041,0.001799108941462,0.000666529164730519,0.00359204743190117,0.00176156604442936,0.821971877814993,0.822101134736871,0.82619977787,0.841973792474146,0.845623894983278,0.84384902251095,0.836101804251895,0.836087055709662,0.838897105836748,0.85617141677791,0.853331692168942,0.856817824200868
"C6",0.999760737869363,1.0032244230203,0.997903611998347,0.998209450408274,0.999119926192017,0.997020796010384,1.00014828250675,1.00312582784277,0.998499961951969,0.99882771535232,0.998931337144451,0.997474894340339,0.00290832733737211,0.000269604180744739,0.00282648629179859,0.00302114699293416,0.00183539044667163,0.00266006785664971,0.000166258007830199,0.000134802090372369,0.000358964118022718,0.000187363582711787,0.000917695223335813,0.000337828955623637,0.999069407874047,1.00304365357108,0.997740322792947,0.997461698331855,0.9978600800109,0.996043106967324,1.00123567454751,1.003306597292,0.99932221257892,0.999916212754734,1.00019118332557,0.99837631141635
"C7",0.919871752378939,0.927093591312374,0.919635660758284,0.910224982874239,0.910735997617108,0.910250961644219,0.920161778437618,0.926830309058155,0.919664469570754,0.910574735148348,0.910567324710746,0.910230063818973,0.00155761855765258,0.000812877929416721,0.00058456601972918,0.00173182659188414,0.000767113473743079,0.000658424978172853,8.90431262763778e-05,0.000406438964708361,7.42399587456017e-05,0.000107403325839441,0.000383556736871539,8.36200558480501e-05,0.919317753251536,0.926576658317628,0.919315185759882,0.909683253641321,0.910293436667362,0.909832550156266,0.920851754537271,0.927347242052901,0.919950546787565,0.911330103948048,0.911009885660492,0.91058780511182
"C8",0.827292827787668,0.837977182058536,0.83703287632622,0.850048149565822,0.84777090152781,0.847525186907985,0.828359440983782,0.839380340854032,0.836392284223044,0.849741523925544,0.846277122717,0.846731898450808,0.0123854769003255,0.00919577877364555,0.0132857219566845,0.010060295204393,0.01365048044089,0.0138262373902019,0.000708030588240349,0.00459788938682278,0.00168728837578816,0.000623913022782985,0.00682524022044499,0.00175593390449043,0.820518664582383,0.834969013613449,0.829894015992448,0.84263476695053,0.839692628255911,0.839575539671413,0.834534686999794,0.842388509299119,0.844221065508009,0.856428160074525,0.854355395988899,0.853900869450513
"C9",0.997065393368407,1.00031910164445,0.993230196766891,0.996696180001936,0.999253200018657,0.991254296732609,0.997499741930174,1.00034598836438,0.993950962355727,0.997227115444576,0.999515457429283,0.992034188960283,0.0032367315225567,0.000956511572712793,0.00308500502131515,0.00320301676698328,0.0014243373236565,0.00303815573235668,0.000185031625534878,0.000478255786356397,0.000391796029503249,0.000198642667288778,0.000712168661828251,0.000385846163855655,0.995423548663024,0.999680937669273,0.992681706550022,0.995158227163077,0.998521878366707,0.99098470051354,0.999193475921403,1.00098415233955,0.994676483481428,0.998683729305268,1.00024677908123,0.992944764689258
"CAD15",1.06757378640001,1.07581106848072,1.0881560683923,1.07701983796367,1.07491549070079,1.08348436577875,1.0677221463667,1.07575036504569,1.08585512082828,1.07593196170573,1.07543374907655,1.08155048063425,0.00970915165374196,0.00127977304044947,0.00919147725592515,0.0112864496846865,0.00633435597349904,0.00936979208888588,0.000555035257183599,0.000639886520224733,0.00116731877882186,0.000699955895547273,0.00316717798674952,0.00118996478525389,1.06144916144631,1.07519029917964,1.08318445313976,1.06993002232893,1.07220542964468,1.07741228726274,1.07247713850675,1.07637113434676,1.08939399215064,1.08223839219343,1.07814381013266,1.08645291041041
"CAMK1",1.00884642500653,1.00806288192908,1.02135496877279,1.01104213600183,1.01633080205931,1.02029461299835,1.00905115347474,1.00800545817491,1.02088534037901,1.01088479037527,1.01632059577123,1.01986114870865,0.00406578843928878,0.000670444137999674,0.00236609840118026,0.00476211330403295,0.00072589616147183,0.0023576379269873,0.000232425654942265,0.000335222068999837,0.000300494797444841,0.000295333729874733,0.000362948080735915,0.000299420316147853,1.00641059944565,1.00774273381957,1.01974068557923,1.00825299761692,1.01582900831549,1.01885446088431,1.01149303619804,1.00832560628442,1.02250080697286,1.01367519287409,1.01682238951505,1.02163964794043
"CAMK1D",1.0007609638326,1.00422611305792,1.00587643560605,1.00505307556088,0.996155688124146,0.998114160581024,1.00086656225561,1.00391222649048,1.00550123938598,1.00457655455765,0.996602862690214,0.997936988219765,0.00555733855981996,0.00115102391645727,0.00217228729337478,0.00538282266265272,0.00176905818748463,0.00186360777196494,0.000317691900055677,0.000575511958228635,0.000275880762139497,0.000333828490151453,0.000884529093742314,0.00023667842371809,0.997897469232557,1.00362921469324,1.00469243046968,1.00201001562525,0.995607437778329,0.996776237589377,1.00388872011174,1.00450912485516,1.00667278668396,1.00788304881037,0.99715111303603,0.999165816561322
"CAMK2A",1.01647813815129,0.959439534381429,0.988456809025055,1.00163427568851,1.03367721190668,1.02736719108859,1.0149006807635,0.959386887789722,0.987282514557012,1.00058511638961,1.03333787332944,1.02740313810708,0.0095289339727358,0.00296009549267378,0.00483115710356064,0.00763888807004416,0.00395956195425107,0.00465769183988269,0.000544732898080192,0.00148004774633689,0.000613557565710074,0.000473743727162299,0.00197978097712554,0.000591527455192853,1.0092764968623,0.957721418202639,0.985025582232431,0.996482452928438,1.03060898757324,1.02390459528101,1.02214699084827,0.961105003968511,0.991915846458858,1.00503100976308,1.03640609766288,1.03033494275946
"CAMK2B",1.0188885016321,0.942548331957415,0.970447701943943,1.00298306389591,1.03986059841322,1.02798522264827,1.01800733484961,0.941234380575882,0.968766086338469,1.00184938178902,1.03979696465279,1.02727056116136,0.0137466221730555,0.00416373755619847,0.0063415478525045,0.0115797012251267,0.00511498699141895,0.00601283214377883,0.000785842084389221,0.00208186877809924,0.000805377382645857,0.000718142584040463,0.00255749349570948,0.000763630445890739,1.00879875728745,0.939917420063901,0.965910407554876,0.995073180510347,1.03545221581193,1.02346756330307,1.02800017283382,0.943865292469396,0.975641778843203,1.00873540795251,1.04420534725409,1.03269588068083
"CAMK2D",1.01911163991766,0.95475244554531,0.982346451756796,1.00120753152368,1.03586834617843,1.02736895787231,1.01803369012978,0.954298338695573,0.981045813188196,1.00077360363442,1.0374483250096,1.02733144391727,0.0102102047148359,0.00520019085232466,0.00603309836671556,0.00812772266367824,0.00464563268730095,0.00559946412731186,0.000583678554203246,0.00260009542616233,0.000766204258777518,0.000504059961702012,0.00232281634365048,0.000711132655301617,1.01097692075158,0.9525297801401,0.978601479127821,0.99561987658658,1.0344984501626,1.02335939804733,1.0254017737657,0.956521004100783,0.986810358824948,1.00573569882664,1.03881822102543,1.03120436577067
"CAPG",1.00580846328162,1.02370811748084,1.00719720433198,1.01056162794486,0.991004927526868,0.99676386039762,1.00476805790168,1.02379571309249,1.00704207787353,1.00895179018239,0.991959417232717,0.996506872689016,0.00915979198980781,0.00630062108579873,0.00361630677062395,0.0093467321938112,0.00727568805075812,0.00510973958498585,0.000523630455483909,0.00315031054289937,0.00045927141914089,0.000579659723467891,0.00363784402537906,0.000648937576231104,0.999708957869309,1.02064358545394,1.00488433988984,1.00461177156728,0.986757904267951,0.993460012404796,1.01074536382588,1.02686024511939,1.00900287261416,1.01494644623553,0.996206440491635,0.998670986583604
"CATC",1.00304565700732,1.00623004821055,1.00691663952644,1.00531192999734,0.999997909216325,0.998011493745342,1.00268313442423,1.0056943177592,1.00674513615286,1.00457505273978,1.00012641858371,0.997825582402941,0.00601394734770454,0.00204324495827804,0.00202195650356907,0.00528456990611036,0.00148061910912732,0.00215805954682333,0.000343794487084291,0.00102162247913902,0.000256788732742133,0.000327735112861258,0.00074030955456366,0.000274073836520537,0.999785956043225,1.00536572519613,1.00560652092104,1.00180095728955,0.999316150413792,0.996706471246184,1.00572076978366,1.00655864077361,1.00752403716861,1.00787269030377,1.00080817738624,0.9992521016296
"CATE",1.00167885429593,0.993701571103419,0.992220456740072,0.997383563393141,0.990310036655496,0.986544977761922,0.999899790670344,0.991936491294274,0.990920343788879,0.996299069367952,0.988973996981774,0.984775989318354,0.00925701517549953,0.00460238962916904,0.0059537033693978,0.00715069012675519,0.00370050694016416,0.00636205670379959,0.000529188335080301,0.00230119481458452,0.000756121084034983,0.000443466976000877,0.00185025347008208,0.000807982009364961,0.996986248998672,0.991060929941421,0.989699773340352,0.993384695498555,0.98786496573904,0.983953651387828,1.0037608438161,0.994577132456272,0.993165882799858,0.998887924177246,0.991419067898231,0.986725213487678
"CATZ",1.025671109941,1.01360997238912,1.02761796368906,1.02478690225089,0.989985441204944,1.01736650881879,1.02546000625453,1.01315267520938,1.02728276484258,1.02541016528124,0.990013370423096,1.0167055383013,0.0077459458487343,0.00160046578292039,0.00414445764750309,0.00753435165694981,0.00082229183724161,0.00492604566433832,0.000442806251216141,0.000800232891460193,0.000526346647579803,0.000467260654035766,0.000411145918620805,0.000625608424979704,1.02037144938003,1.0127699788322,1.02487094472863,1.01948585317063,0.989717517254763,1.01431403411044,1.02977383872598,1.0139926687663,1.0300312662181,1.02957248939096,0.990281294373278,1.02010901539362
