"target","mean_log2rfu_Second_Control","mean_log2rfu_Second_PPROM","mean_log2rfu_Second_sPTD","mean_log2rfu_Third_Control","mean_log2rfu_Third_PPROM","mean_log2rfu_Third_sPTD","median_log2rfu_Second_Control","median_log2rfu_Second_PPROM","median_log2rfu_Second_sPTD","median_log2rfu_Third_Control","median_log2rfu_Third_PPROM","median_log2rfu_Third_sPTD","sd_log2rfu_Second_Control","sd_log2rfu_Second_PPROM","sd_log2rfu_Second_sPTD","sd_log2rfu_Third_Control","sd_log2rfu_Third_PPROM","sd_log2rfu_Third_sPTD","se_log2rfu_Second_Control","se_log2rfu_Second_PPROM","se_log2rfu_Second_sPTD","se_log2rfu_Third_Control","se_log2rfu_Third_PPROM","se_log2rfu_Third_sPTD","iqr_25_Second_Control","iqr_25_Second_PPROM","iqr_25_Second_sPTD","iqr_25_Third_Control","iqr_25_Third_PPROM","iqr_25_Third_sPTD","iqr_75_Second_Control","iqr_75_Second_PPROM","iqr_75_Second_sPTD","iqr_75_Third_Control","iqr_75_Third_PPROM","iqr_75_Third_sPTD"
"ABL1",1.00926992406164,1.00217778224925,1.0045900113212,1.00678034777623,1.00588030826383,1.00558863092209,1.00777846841834,1.00249464054659,1.00353140506182,1.00590938502856,1.00508187703327,1.00447971647941,0.00836483459411552,0.0016740098488704,0.00466825238319758,0.00552981438202424,0.00264559341795204,0.00518840975654505,0.000478185765947308,0.000837004924435202,0.000592868645535035,0.000342944529600982,0.00132279670897602,0.000658928698010249,1.00556477372858,1.00114174349764,1.00237705806893,1.00363060562912,1.00434456831905,1.00337059185396,1.01101992273827,1.0035306792982,1.00470246197279,1.00860434634036,1.00661761697806,1.00541809555348
"ABL2",1.02026815156093,1.01733918234398,1.02528547171964,1.02724947883172,1.02179005215333,1.02382675066949,1.0193587546872,1.01672575380629,1.02467510197284,1.02670986730813,1.02091338875967,1.0237775276492,0.00669134934230833,0.00290604163974607,0.0045301955621312,0.00542475283392855,0.00491949143379399,0.00502628355760783,0.000382518981633378,0.00145302081987304,0.000575335411726362,0.000336428888984192,0.002459745716897,0.000638338650155164,1.01735341936988,1.01561406130497,1.02250057818877,1.02449717760217,1.01893694525714,1.02012242416388,1.02202118631158,1.0184508748453,1.02644166925325,1.02882571743202,1.02376649565587,1.02640328458609
"ACE2",1.04499164844669,1.03076769788425,1.0377305096555,1.04875970854376,1.03825198456138,1.0444241302665,1.04410164054704,1.02996417031889,1.03746154473031,1.04762262390192,1.03759181289092,1.04401915638486,0.00630514172822958,0.00359607774402852,0.00408064498510862,0.00636561537508706,0.0028413339486664,0.00468241797686403,0.000360440961838122,0.00179803887201426,0.000518242431351485,0.000394778706772954,0.0014206669743332,0.000594667677729707,1.04109978585379,1.02802293367055,1.03524733325092,1.04507801867342,1.03706724881117,1.04138214040165,1.04703470886339,1.03270893453259,1.03966936138102,1.05067572633062,1.03877654864113,1.04645743064363
"ACTH",1.0093666943911,1.01246784205227,1.00423677369816,1.00811834804262,0.986813919825677,1.00217753643742,1.00776268746651,1.01155824685542,1.00355313588768,1.00682410343099,0.986986172430758,1.00139890608426,0.00880640051349893,0.00286466212735302,0.00267891826628607,0.00712944800424478,0.00126768890575456,0.00297619960047431,0.00050342840942111,0.00143233106367651,0.000340222960041462,0.000442149595487032,0.000633844452877278,0.000377977727238154,1.00595633501007,1.01083218346264,1.00225587186187,1.00498505701115,0.98622928290714,1.00017166087379,1.01002647688437,1.01319390544505,1.00551434531418,1.00948511239813,0.987570809349296,1.00338077866528
"ADAM 9",1.0135192218126,1.00967366892246,0.998496005501704,1.01869983897095,1.02274540730869,0.996569844462444,1.01241553787997,1.00798627980374,0.997841161950794,1.01795641814717,1.02282267655643,0.994732619480309,0.0108654849628781,0.00785739014603578,0.00696693803882292,0.00972135798347375,0.00822794084536854,0.00802878991729357,0.000621138432673601,0.00392869507301789,0.000884802015732968,0.000602893028663425,0.00411397042268427,0.00101965733915413,1.00590298794758,1.00636950665435,0.994187231725179,1.01238316708701,1.01638689210216,0.991603149658438,1.01909741916979,1.01129044207184,1.00097740324369,1.02393827597756,1.02918119176297,0.999107976601076
"ADAM12",1.0387999218211,1.0311122827618,1.05271111348851,1.02846206926392,1.02759338160898,1.03555064081857,1.03686399396164,1.03166896448596,1.04911819602977,1.0253467848,1.02894545590523,1.03397456069876,0.00995400351100583,0.00408476626525266,0.0099651607972472,0.0140153662846954,0.00535905250869158,0.00861364739077482,0.000569032506213688,0.00204238313262633,0.00126557668682771,0.000869196118646368,0.00267952625434579,0.00109393431256326,1.03246549162244,1.02848290911703,1.04531601531422,1.02030889868561,1.02653298349883,1.02895123151483,1.04175697581193,1.03429833813073,1.05713759682609,1.03291761422237,1.03000585401537,1.03955126040705
"ADAMTS-4",1.05014142294836,1.03831943040123,1.05621402514031,1.05449381869848,1.03060778718828,1.05279957297136,1.04811704232375,1.03877784673929,1.05442911557795,1.05207668226639,1.0299647162775,1.05109098505297,0.0108720241474841,0.00126297710377589,0.00667266124994598,0.010813109955358,0.00231914284847902,0.00740227092850826,0.000621512252976238,0.000631488551887947,0.00084742882617239,0.000670600611698381,0.00115957142423951,0.000940089348010367,1.04483137968073,1.03811168792244,1.05301598869611,1.04876052565621,1.02923574220889,1.04914860258968,1.05222756935815,1.03898558921808,1.05699459629845,1.05632031635495,1.0313367612569,1.05295201827212
"ADAMTS-5",1.00784216728404,1.01014461194106,1.01113862162267,1.00696319960471,0.994041734975774,1.00596010254688,1.00740289126399,1.00976241039904,1.0105032635048,1.00628039089858,0.99336795967252,1.00541564109101,0.00568229471793242,0.00155640893499338,0.00224768168848785,0.00424494433508928,0.00268709025140687,0.00297631788813084,0.000324835168162721,0.00077820446749669,0.00028545585989396,0.000263260271974381,0.00134354512570344,0.000377992749785555,1.00497642310184,1.00932188445617,1.00963459787858,1.00450931018868,0.992576779651821,1.00441469738828,1.00964575008654,1.01058513788393,1.01194694166322,1.00880626548995,0.994832914996473,1.00647604312148
"AGR2",1.00387632025007,1.00391757438955,1.00513048028595,1.0060057190338,0.999178259158024,0.998941077292803,1.00355897942047,1.00386213804635,1.00464524010299,1.00546606602952,0.999582778490607,0.998538282852513,0.00378218348469664,0.000550570098821578,0.00241944155153127,0.00494701674284736,0.00153689479665861,0.00176837454311824,0.000216213038791612,0.000275285049410789,0.00030726938431401,0.000306800954353721,0.000768447398329304,0.00022458379155992,1.00167990667452,1.00345510921228,1.00407828318761,1.00353050215244,0.998692492957278,0.997818385882782,1.00590672535854,1.00432460322361,1.00536892393871,1.00764176607693,1.00006854469135,0.999865055615846
"AIF1",0.966716672197968,0.978484453982363,0.970367807195385,0.962190992539807,0.978654364642076,0.968228509396286,0.966613120897671,0.978244644594392,0.970413317418372,0.962196282301031,0.978788300641202,0.96833078083719,0.00208393738266613,0.00142391448857535,0.000997676636595074,0.00215785141546305,0.00118128616656921,0.00132818223788885,0.000119130770884275,0.000711957244287673,0.000126705059552697,0.000133824263799953,0.000590643083284603,0.000168679312891281,0.965387859299977,0.977355915366647,0.969850548725531,0.960910126965207,0.978299817107574,0.967636842033631,0.968231388159911,0.979373183210107,0.971020504668412,0.96362160045773,0.979142848175704,0.968893736300891
"AIP",1.03939730357681,1.03338926572326,1.02672995953418,1.04340610413829,1.0579788322855,1.04103263925146,1.03742423829584,1.03330158208533,1.02605861765555,1.04172987136706,1.05614990035202,1.04081242978727,0.00987782830662542,0.00493139881460657,0.00463677473907768,0.0103780460784468,0.008196047429052,0.0043420897834165,0.000564677859622295,0.00246569940730329,0.00058887098073414,0.000643619095447361,0.004098023714526,0.000551445953940125,1.03340413961133,1.02929852069274,1.02330154363712,1.03711948268175,1.05303473580389,1.03799242015246,1.043474507651,1.03739232711586,1.03024063954589,1.04639402922375,1.06109399683363,1.04333099670795
"AK1A1",0.999588202840552,0.994270170077785,1.00396294917652,0.997483969826319,0.996593516623601,1.01366212195745,0.999711724422673,0.993368799659576,1.00355346576816,0.997622060180565,0.996875918850481,1.01370719068022,0.00557625105848411,0.00191155796435836,0.00255729977736404,0.00633066087751833,0.00299364698181164,0.0034282315569655,0.000318773055643148,0.000955778982179179,0.000324777396502792,0.000392610920858636,0.00149682349090582,0.000435385843120679,0.996090204479934,0.993260417961097,1.00216943329753,0.993895867634656,0.994387030429744,1.0113032417632,1.00329296487881,0.994378551776264,1.00572394819969,1.00101853882894,0.999082405044339,1.01586775261553
